OPE_ID,NAME,CITY,STATE,Institution Type & Control, Total Recipients , Total Awards ,,,,,,,,,,,,,,,,,
2061600,WAYNES COLLEGE OF BEAUTY,SALINAS,CA,Proprietary 2 Year,36,"$139,258 ",,,,,,,,,,,,,,,,,
576100,L. E. FLETCHER TECHNICAL COMMUNITY COLLE,HOUMA,LA,Public 2 Year,"1,079","$4,129,705 ",,,,,,,,,,,,,,,,,
704400,CROWLEYS RIDGE TECHNICAL INSTITUTE,FORREST CITY,AR,Public 2 Year,272,"$1,046,053 ",,,,,,,,,,,,,,,,,
2054300,TRUMBULL BUSINESS COLLEGE,WARREN,OH,Proprietary 2 Year,300,"$1,100,455 ",,,,,,,,,,,,,,,,,
2165100,EDP COLLEGE OF PUERTO RICO,HATO REY,PR,Private 4 Year,"2,524","$10,337,539 ",,,,,,,,,,,,,,,,,
2061800,ROMAN ACADEMY OF BEAUTY CULTURE,HAWTHORNE,NJ,Proprietary 2 Year,44,"$137,313 ",,,,,,,,,,,,,,,,,
2097300,HASTINGS BEAUTY SCHOOL,HASTINGS,MN,Proprietary 4 Year,43,"$135,416 ",,,,,,,,,,,,,,,,,
2054900,MARINELLO SCHOOL OF BEAUTY,LAKE FOREST,CA,Proprietary 2 Year,721,"$2,685,298 ",,,,,,,,,,,,,,,,,
2055200,HARRINGTON COLLEGE OF DESIGN,CHICAGO,IL,Proprietary 4 Year,235,"$852,174 ",,,,,,,,,,,,,,,,,
2055500,DELTA SCH OF BUSINESS & TECHNOLOGY,LAKE CHARLES,LA,Proprietary 2 Year,260,"$934,579 ",,,,,,,,,,,,,,,,,
2060300,MICHIGAN INSTITUTE OF AERONAUTICS,CANTON,MI,Proprietary 2 Year,760,"$2,828,349 ",,,,,,,,,,,,,,,,,
2069000,NEW YORK SCHOOL OF INTERIOR DESIGN,NEW YORK,NY,Private 4 Year,77,"$267,974 ",,,,,,,,,,,,,,,,,
2056800,DAYMAR COLLEGE,CHILLICOTHE,OH,Proprietary 2 Year,425,"$1,492,668 ",,,,,,,,,,,,,,,,,
2053700,EASTWICK COLLEGE,RAMSEY,NJ,Proprietary 2 Year,831,"$2,540,515 ",,,,,,,,,,,,,,,,,
2060900,BROWN CLG OF COURT REPORTING & M.T.,ATLANTA,GA,Proprietary 2 Year,192,"$578,987 ",,,,,,,,,,,,,,,,,
2242400,HENRICO CTY ST MARYS HOSP PRAC NRSG,HIGHLAND SPRINGS,VA,Public 2 Year,28,"$81,193 ",,,,,,,,,,,,,,,,,
2125300,NASHVILLE CLG OF MEDICAL CAREERS,MADISON,TN,Proprietary 2 Year,162,"$634,389 ",,,,,,,,,,,,,,,,,
720900,REDONDO BEACH BEAUTY COLLEGE,REDONDO BEACH,CA,Proprietary 2 Year,13,"$35,698 ",,,,,,,,,,,,,,,,,
2128200,"VICTOR VALLEY BEAUTY COLLEGE, INC",VICTORVILLE,CA,Proprietary 2 Year,122,"$462,161 ",,,,,,,,,,,,,,,,,
2061000,VENUS BEAUTY ACADEMY,SHARON HILL,PA,Proprietary 2 Year,90,"$305,156 ",,,,,,,,,,,,,,,,,
1036500,CHARLES R DREW UNIV OF MED & SCI,LOS ANGELES,CA,Private 4 Year,47,"$204,684 ",,,,,,,,,,,,,,,,,
2057400,ROANE-JACKSON TECHNICAL CENTER,LEROY,WV,Public 2 Year,42,"$150,913 ",,,,,,,,,,,,,,,,,
2065300,PRESCOTT COLLEGE,PRESCOTT,AZ,Private 4 Year,308,"$1,214,737 ",,,,,,,,,,,,,,,,,
842500,DAYMAR COLLEGE,PADUCAH,KY,Proprietary 4 Year,131,"$477,034 ",,,,,,,,,,,,,,,,,
2056500,MITCHELL'S HAIR STYLING ACADEMY,WILSON,NC,Proprietary 2 Year,108,"$418,234 ",,,,,,,,,,,,,,,,,
2248200,MILAN INSTITUTE OF COSMETOLOGY,AMARILLO,TX,Proprietary 2 Year,"2,265","$8,485,709 ",,,,,,,,,,,,,,,,,
2068000,UNITED TECHNICAL CENTER,CLARKSBURG,WV,Public 2 Year,17,"$72,131 ",,,,,,,,,,,,,,,,,
2276000,FRANKLIN BEAUTY SCHOOL #2,HOUSTON,TX,Proprietary 2 Year,32,"$97,141 ",,,,,,,,,,,,,,,,,
543000,POPLAR BLUFF TECHNICAL CAREER CNTR,POPLAR BLUFF,MO,Public 2 Year,50,"$245,112 ",,,,,,,,,,,,,,,,,
560700,SARASOTA COUNTY TECHNICAL INSTITUTE,SARASOTA,FL,Public 2 Year,211,"$715,058 ",,,,,,,,,,,,,,,,,
2058600,CONLEE'S COLLEGE OF COSMETOLOGY,KERRVILLE,TX,Proprietary 2 Year,29,"$106,860 ",,,,,,,,,,,,,,,,,
1116500,UINTAH BASIN APPLIED TECHNOLOGY CLG,ROOSEVELT,UT,Public 2 Year,43,"$168,783 ",,,,,,,,,,,,,,,,,
1274300,BENJAMIN FRANKLIN CAREER&TECH,DUNBAR,WV,Public 2 Year,83,"$330,449 ",,,,,,,,,,,,,,,,,
527300,GATEWAY COMMUNITY & TECHNOLOGY COLL,COVINGTON,KY,Public 2 Year,"2,767","$8,837,865 ",,,,,,,,,,,,,,,,,
2063000,MONTSERRAT COLLEGE OF ART,BEVERLY,MA,Private 4 Year,160,"$689,617 ",,,,,,,,,,,,,,,,,
1173500,PIKE/LINCOLN TECHNICAL CENTER,EOLIA,MO,Public 2 Year,28,"$121,375 ",,,,,,,,,,,,,,,,,
2606300,PAUL MITCHELL THE SCHOOL WICHITA,WICHITA,KS,Proprietary 2 Year,138,"$506,080 ",,,,,,,,,,,,,,,,,
887300,PAUL MITCHELL THE SCHOOL,DANBURY,CT,Proprietary 2 Year,71,"$239,665 ",,,,,,,,,,,,,,,,,
1324000,LYTLE'S REDWOOD EMPIRE BEAUTY CLG,SANTA ROSA,CA,Proprietary 2 Year,94,"$326,903 ",,,,,,,,,,,,,,,,,
2508900,TALMUDIC COLLEGE OF FLORIDA,MIAMI BEACH,FL,Private 4 Year,12,"$56,598 ",,,,,,,,,,,,,,,,,
2073200,TELSHE YESHIVA-CHICAGO,CHICAGO,IL,Private 4 Year,31,"$143,351 ",,,,,,,,,,,,,,,,,
293500,LAUREL UNIVERSITY,HIGH POINT,NC,Private 4 Year,106,"$365,654 ",,,,,,,,,,,,,,,,,
1249600,TONI & GUY HAIRDRESSING ACADEMY,SHORELINE,WA,Proprietary 2 Year,45,"$191,247 ",,,,,,,,,,,,,,,,,
2065700,CALIFORNIA BEAUTY COLLEGE,MODESTO,CA,Proprietary 2 Year,78,"$315,782 ",,,,,,,,,,,,,,,,,
2064300,SIERRA COLLEGE OF BEAUTY,MERCED,CA,Proprietary 2 Year,138,"$545,772 ",,,,,,,,,,,,,,,,,
2073900,WOR-WIC COMMUNITY COLLEGE,SALISBURY,MD,Public 2 Year,"2,148","$6,028,293 ",,,,,,,,,,,,,,,,,
2205000,COLLEGE OF WILMINGTON,WILMINGTON,NC,Proprietary 2 Year,225,"$759,804 ",,,,,,,,,,,,,,,,,
2108800,WARDS CORNER BEAUTY ACADEMY,NORFOLK,VA,Proprietary 2 Year,180,"$696,226 ",,,,,,,,,,,,,,,,,
2270400,SOUTHEASTERN BIBLE COLLEGE,BIRIMINGHAM,AL,Private 4 Year,118,"$474,567 ",,,,,,,,,,,,,,,,,
2074600,SOUTH ARKANSAS COMMUNITY COLLEGE,EL DORADO,AR,Public 2 Year,"1,119","$4,126,162 ",,,,,,,,,,,,,,,,,
744700,DEL-MAR-VA BEAUTY ACADEMY,SALISBURY,MD,Proprietary 2 Year,72,"$293,838 ",,,,,,,,,,,,,,,,,
2068200,COX HEALTH - COX COLLEGE,SPRINGFIELD,MO,Private 4 Year,453,"$1,534,248 ",,,,,,,,,,,,,,,,,
2126500,ENID BEAUTY COLLEGE,ENID,OK,Proprietary 2 Year,57,"$204,757 ",,,,,,,,,,,,,,,,,
2071200,KAPLAN COLLEGE,PHOENIX,AZ,Proprietary 2 Year,63,"$279,541 ",,,,,,,,,,,,,,,,,
2070500,CONCORDIA UNIVERSITY,IRVINE,CA,Private 4 Year,611,"$2,366,032 ",,,,,,,,,,,,,,,,,
2111600,DANVILLE REGIONAL MEDICAL CENTER SCHOOL,DANVILLE,VA,Proprietary 2 Year,10,"$38,536 ",,,,,,,,,,,,,,,,,
535100,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,MORRISTOWN,TN,Public 2 Year,409,"$1,314,408 ",,,,,,,,,,,,,,,,,
528200,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-,HARTSVILLE,TN,Public 2 Year,251,"$692,787 ",,,,,,,,,,,,,,,,,
1032600,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,HARRIMAN,TN,Public 2 Year,229,"$699,618 ",,,,,,,,,,,,,,,,,
535400,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-,JACKSON,TN,Public 2 Year,400,"$1,339,654 ",,,,,,,,,,,,,,,,,
1036300,WESTERN NEVADA COLLEGE,CARSON CITY,NV,Public 4 Year,"2,090","$6,703,863 ",,,,,,,,,,,,,,,,,
752600,WASHINGTON HOLMES TECHNICAL CENTER,CHIPLEY,FL,Public 2 Year,311,"$1,082,617 ",,,,,,,,,,,,,,,,,
2074900,CHRIS' BEAUTY COLLEGE,GULFPORT,MS,Proprietary 2 Year,85,"$294,182 ",,,,,,,,,,,,,,,,,
2066100,OHIO STATE COLLEGE/BARBER STYLING,COLUMBUS,OH,Proprietary 2 Year,174,"$712,812 ",,,,,,,,,,,,,,,,,
2201900,PHAGANS' SCHOOL OF HAIR DESIGN,PORTLAND,OR,Proprietary 2 Year,173,"$699,077 ",,,,,,,,,,,,,,,,,
2125000,CAREER ACADEMY OF BEAUTY,WEST GARDEN GROVE,CA,Proprietary 2 Year,158,"$525,836 ",,,,,,,,,,,,,,,,,
2115300,PINELLAS TECHNICAL EDUCATION CENTERS - S,ST PETERSBURG,FL,Public 2 Year,704,"$2,372,260 ",,,,,,,,,,,,,,,,,
961200,"APEX SCHOOL OF BEAUTY CULTURE, INC",ANDERSON,IN,Proprietary 2 Year,9,"$31,649 ",,,,,,,,,,,,,,,,,
548805,LA TECH COLLEGE-AVOYELLES CAMPUS,COTTONPORT,LA,Public 2 Year,108,"$376,243 ",,,,,,,,,,,,,,,,,
2325700,LABARON HAIRDRESSING ACADEMY,NEW BEDFORD,MA,Proprietary 2 Year,41,"$116,655 ",,,,,,,,,,,,,,,,,
2203300,GENE JUAREZ BEAUTY SCHOOLS,MOUNTLAKE TERRACE,WA,Proprietary 2 Year,450,"$1,764,796 ",,,,,,,,,,,,,,,,,
265000,UNIVERSITY OF THE SOUTHWEST,HOBBS,NM,Private 4 Year,240,"$878,739 ",,,,,,,,,,,,,,,,,
2275300,CABELL COUNTY CAREER TECHNOLOGY CTR,HUNTINGTON,WV,Public 2 Year,79,"$251,243 ",,,,,,,,,,,,,,,,,
2237900,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-,PARIS,TN,Public 2 Year,381,"$1,141,142 ",,,,,,,,,,,,,,,,,
2069300,VATTEROTT COLLEGE,QUINCY,IL,Proprietary 2 Year,790,"$3,094,852 ",,,,,,,,,,,,,,,,,
2117400,BECK AREA CAREER CENTER,RED BUD,IL,Public 2 Year,90,"$411,849 ",,,,,,,,,,,,,,,,,
548832,LOUISIANA TECH COLG-SHELBY JACKSON,FERRIDAY,LA,Public 2 Year,145,"$628,810 ",,,,,,,,,,,,,,,,,
548000,"LOUISIANA TECHNICAL COLLEGE, HUEY P. LON",WINNFIELD,LA,Public 2 Year,163,"$615,522 ",,,,,,,,,,,,,,,,,
2074000,BRANFORD HALL CAREER INSTITUTE,BRANFORD,CT,Proprietary 2 Year,"3,977","$12,270,446 ",,,,,,,,,,,,,,,,,
778200,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,DICKSON,TN,Public 2 Year,448,"$1,459,678 ",,,,,,,,,,,,,,,,,
495100,UNIV OF TEXAS HEALTH SCIENCE CENTER,HOUSTON,TX,Public 4 Year,243,"$976,872 ",,,,,,,,,,,,,,,,,
2068300,DOUGLAS SCHOOL OF BUSINESS,MONESSEN,PA,Proprietary 2 Year,241,"$1,001,135 ",,,,,,,,,,,,,,,,,
2078900,ART INSTITUTE OF COLORADO (THE),DENVER,CO,Proprietary 4 Year,"1,308","$4,299,478 ",,,,,,,,,,,,,,,,,
535900,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,NASHVILLE,TN,Public 2 Year,694,"$1,918,539 ",,,,,,,,,,,,,,,,,
1014000,MINERAL COUNTY VOCATIONAL TECH CTR,KEYSER,WV,Public 2 Year,27,"$89,775 ",,,,,,,,,,,,,,,,,
765600,AMERICAN COLLEGE OF HARISTYLING -CR,CEDAR RAPIDS,IA,Proprietary 2 Year,14,"$57,209 ",,,,,,,,,,,,,,,,,
495200,UNIV OF TEXAS MEDICAL BRANCH,GALVESTON,TX,Public 4 Year,232,"$905,046 ",,,,,,,,,,,,,,,,,
2239100,CENTRAL TEXAS BEAUTY COLLEGE #2,ROUND ROCK,TX,Proprietary 2 Year,235,"$796,460 ",,,,,,,,,,,,,,,,,
902200,ASSOCIATED TECHNICAL COLLEGE,LOS ANGELES,CA,Proprietary 2 Year,467,"$2,125,007 ",,,,,,,,,,,,,,,,,
764900,ROCKY MOUNTAIN COLG OF ART & DESIGN,DENVER,CO,Proprietary 4 Year,484,"$1,680,360 ",,,,,,,,,,,,,,,,,
558500,LIVELY TECHNICAL CENTER,TALLAHASSEE,FL,Public 2 Year,652,"$2,146,239 ",,,,,,,,,,,,,,,,,
2164300,DON ROBERTS SCHOOL OF HAIR DESIGN,SCHERERVILLE,IN,Proprietary 2 Year,48,"$169,273 ",,,,,,,,,,,,,,,,,
1043400,RENTON TECHNICAL COLLEGE,RENTON,WA,Public 2 Year,"1,123","$3,684,648 ",,,,,,,,,,,,,,,,,
2106100,COLLEGE OF COSMETOLOGY,KLAMATH FALLS,OR,Proprietary 2 Year,98,"$389,940 ",,,,,,,,,,,,,,,,,
2089600,CONCORDE CAREER INSTITUTE,JACKSONVILLE,FL,Proprietary 2 Year,"1,187","$4,565,818 ",,,,,,,,,,,,,,,,,
2269400,EASTERN HILLS ACAD OF HAIR DESIGN,CINCINNATI,OH,Proprietary 2 Year,47,"$137,916 ",,,,,,,,,,,,,,,,,
2269500,WESTERN HILLS SCHOOL OF BEAUTY & HAIR DE,CINCINNATI,OH,Proprietary 2 Year,189,"$588,498 ",,,,,,,,,,,,,,,,,
1298500,HAIR CALIFORNIA BEAUTY ACADEMY,ORANGE,CA,Proprietary 2 Year,1,"$5,645 ",,,,,,,,,,,,,,,,,
356100,CEDAR VALLEY COLLEGE,LANCASTER,TX,Public 2 Year,"2,175","$7,440,923 ",,,,,,,,,,,,,,,,,
2077400,NORTH LAKE COLLEGE,IRVING,TX,Public 2 Year,"2,813","$9,152,700 ",,,,,,,,,,,,,,,,,
2073500,UNIVERSITY OF ARKANSAS COMMUNITY COLLEGE,BATESVILLE,AR,Public 2 Year,946,"$3,416,227 ",,,,,,,,,,,,,,,,,
2073700,NORTHWEST TECHNICAL INSTITUTE,SPRINGDALE,AR,Public 2 Year,166,"$514,941 ",,,,,,,,,,,,,,,,,
2258600,ALAMEDA BEAUTY COLLEGE,ALAMEDA,CA,Proprietary 2 Year,202,"$730,204 ",,,,,,,,,,,,,,,,,
2156200,DELTA - MONTROSE TECHNICAL COLLEGE,DELTA,CO,Public 2 Year,107,"$374,999 ",,,,,,,,,,,,,,,,,
2116900,UPPER VALLEY JVS,PIQUA,OH,Public 2 Year,91,"$320,738 ",,,,,,,,,,,,,,,,,
2073400,CARVER CAREER TECH ED CTR,CHARLESTON,WV,Public 2 Year,136,"$591,100 ",,,,,,,,,,,,,,,,,
2178700,CITRUS HEIGHTS BEAUTY COLLEGE,CITRUS HEIGHTS,CA,Proprietary 2 Year,81,"$318,731 ",,,,,,,,,,,,,,,,,
2073300,GALLIA-JACKSON-VINTON SCH ADULT ED,RIO GRANDE,OH,Public 2 Year,97,"$347,078 ",,,,,,,,,,,,,,,,,
2075800,SOUTHERN CA INST OF ARCHITECTURE,LOS ANGELES,CA,Private 4 Year,106,"$524,475 ",,,,,,,,,,,,,,,,,
2074400,IL EASTERN COMM COLGS-FRONTIER,FAIRFIELD,IL,Public 2 Year,249,"$899,692 ",,,,,,,,,,,,,,,,,
2075700,BRIARCLIFFE COLLEGE,BETHPAGE,NY,Proprietary 4 Year,"1,846","$7,140,968 ",,,,,,,,,,,,,,,,,
2280900,MID-ATLANTIC CHRISTIAN UNIVERSITY,ELIZABETH CITY,NC,Private 4 Year,139,"$529,686 ",,,,,,,,,,,,,,,,,
656500,READING HOSPITAL SCHOOL OF HEALTH SCIENC,WEST READING,PA,Private 2 Year,172,"$580,419 ",,,,,,,,,,,,,,,,,
2260800,HUERTAS COLLEGE,CAGUAS,PR,Proprietary 4 Year,"1,721","$7,180,547 ",,,,,,,,,,,,,,,,,
661200,COVENANT SCH OF NSG & ALLIED HEALTH,LUBBOCK,TX,Private 2 Year,109,"$434,845 ",,,,,,,,,,,,,,,,,
2140000,RIVERSIDE SCHOOL OF HEALTH CAREERS,NEWPORT NEWS,VA,Private 2 Year,180,"$613,022 ",,,,,,,,,,,,,,,,,
2228100,MAC DANIEL'S BEAUTY SCHOOL,CHICAGO,IL,Proprietary 2 Year,46,"$173,038 ",,,,,,,,,,,,,,,,,
2056400,CAPRI COSMETOLOGY LEARNING CENTER,NANUET,NY,Proprietary 2 Year,173,"$608,056 ",,,,,,,,,,,,,,,,,
535600,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,HOHENWALD,TN,Public 2 Year,293,"$982,061 ",,,,,,,,,,,,,,,,,
1168900,REFRIGERATION SCHOOL,PHOENIX,AZ,Proprietary 2 Year,682,"$2,658,368 ",,,,,,,,,,,,,,,,,
884400,CALIFORNIA CHRISTIAN COLLEGE,FRESNO,CA,Private 4 Year,16,"$58,717 ",,,,,,,,,,,,,,,,,
2169900,ASSABET VALLEY REGIONAL VOC SCHOOL,MARLBOROUGH,MA,Public 2 Year,28,"$123,507 ",,,,,,,,,,,,,,,,,
2203400,NEVADA REGIONAL TECHNICAL CENTER,NEVADA,MO,Public 2 Year,16,"$76,689 ",,,,,,,,,,,,,,,,,
1016100,"LORAINE'S ACADEMY, INC",ST PETERSBURG,FL,Proprietary 2 Year,151,"$466,879 ",,,,,,,,,,,,,,,,,
552600,SOUTH CENTRAL LOUISIANA TECHNICAL COLG,MORGAN CITY,LA,Public 2 Year,266,"$878,387 ",,,,,,,,,,,,,,,,,
2079400,EMPIRE BEAUTY SCHOOL,FRAMINGHAM,MA,Proprietary 2 Year,"2,073","$7,303,600 ",,,,,,,,,,,,,,,,,
2146400,INSTITUTE OF AMERICAN INDIAN ARTS,SANTA FE,NM,Public 4 Year,170,"$722,859 ",,,,,,,,,,,,,,,,,
2136800,AMERICAN COMMERCIAL COLLEGE,SAN ANGELO,TX,Proprietary 2 Year,90,"$289,276 ",,,,,,,,,,,,,,,,,
2074100,CAPITOL CITY TRADE & TECHNICAL SCH,AUSTIN,TX,Proprietary 2 Year,249,"$813,681 ",,,,,,,,,,,,,,,,,
2075300,PULASKI TECHNICAL COLLEGE,NORTH LITTLE ROCK,AR,Public 2 Year,"7,933","$28,412,105 ",,,,,,,,,,,,,,,,,
2074800,LIFE UNIVERSITY,MARIETTA,GA,Private 4 Year,493,"$1,925,113 ",,,,,,,,,,,,,,,,,
1182000,SAN DIEGO MIRAMAR COLLEGE,SAN DIEGO,CA,Public 2 Year,"2,783","$9,805,861 ",,,,,,,,,,,,,,,,,
2079700,COLLEGE OF HAIR DESIGN,LINCOLN,NE,Proprietary 2 Year,222,"$906,628 ",,,,,,,,,,,,,,,,,
864500,EMPIRE BEAUTY SCHOOL,LACONIA,NH,Proprietary 2 Year,199,"$663,551 ",,,,,,,,,,,,,,,,,
2077100,MILWAUKEE INST OF ART & DESIGN,MILWAUKEE,WI,Private 4 Year,311,"$1,309,104 ",,,,,,,,,,,,,,,,,
457900,INTERNATIONAL BUSINESS COLLEGE,FORT WAYNE,IN,Proprietary 4 Year,613,"$2,503,628 ",,,,,,,,,,,,,,,,,
1027900,HICKEY COLLEGE,ST LOUIS,MO,Proprietary 4 Year,376,"$1,446,250 ",,,,,,,,,,,,,,,,,
446700,TUCSON COLLEGE,TUCSON,AZ,Proprietary 2 Year,416,"$1,635,560 ",,,,,,,,,,,,,,,,,
283400,EXCELSIOR COLLEGE,ALBANY,NY,Private 4 Year,"2,483","$5,737,317 ",,,,,,,,,,,,,,,,,
2092500,LAUREL TECHNICAL INSTITUTE,SHARON,PA,Proprietary 2 Year,345,"$1,424,307 ",,,,,,,,,,,,,,,,,
2100000,POLYTECHNIC UNIVERSITY OF PR,HATO REY,PR,Private 4 Year,"2,618","$9,241,941 ",,,,,,,,,,,,,,,,,
2115400,BRIDGERLAND APPLIED TECHNOLOGY COLLEGE,LOGAN,UT,Public 2 Year,291,"$911,382 ",,,,,,,,,,,,,,,,,
2282300,ALHAMBRA BEAUTY COLLEGE,ALHAMBRA,CA,Proprietary 2 Year,162,"$560,805 ",,,,,,,,,,,,,,,,,
2208600,MADERA BEAUTY COLLEGE,MADERA,CA,Proprietary 2 Year,50,"$190,274 ",,,,,,,,,,,,,,,,,
2139500,HAWAII INSTITUTE OF HAIR DESIGN,HONOLULU,HI,Proprietary 2 Year,114,"$447,607 ",,,,,,,,,,,,,,,,,
2084800,RAVENSCROFT BEAUTY COLLEGE,FORT WAYNE,IN,Proprietary 2 Year,168,"$541,803 ",,,,,,,,,,,,,,,,,
1218400,INTERNATIONAL ACAD OF HAIR DESIGN,CHANDLER,AZ,Proprietary 2 Year,232,"$786,413 ",,,,,,,,,,,,,,,,,
2092400,RIDLEY-LOWELL SCHOOL OF BUSINESS,BINGHAMTON,NY,Proprietary 2 Year,208,"$724,423 ",,,,,,,,,,,,,,,,,
2125600,MICHIGAN COLLEGE OF BEAUTY,TROY,MI,Proprietary 2 Year,258,"$922,971 ",,,,,,,,,,,,,,,,,
2118000,LEVITTOWN BEAUTY ACADEMY LLC,LEVITTOWN,PA,Proprietary 2 Year,50,"$151,768 ",,,,,,,,,,,,,,,,,
2143700,SINTE GLESKA UNIVERSITY,ROSEBUD,SD,Public 4 Year,419,"$1,508,400 ",,,,,,,,,,,,,,,,,
2092800,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY,WHITEVILLE,TN,Public 2 Year,216,"$646,015 ",,,,,,,,,,,,,,,,,
2081400,ARLINGTON BAPTIST COLLEGE,ARLINGTON,TX,Private 4 Year,136,"$533,855 ",,,,,,,,,,,,,,,,,
2242700,BERKELEY CITY COLLEGE,BERKELEY,CA,Public 2 Year,"1,580","$5,625,663 ",,,,,,,,,,,,,,,,,
2107800,UNIVERSITY OF HAWAII - WEST OAHU,PEARL CITY,HI,Public 4 Year,944,"$3,424,843 ",,,,,,,,,,,,,,,,,
884300,ALASKA BIBLE COLLEGE,GLENNALLEN,AK,Private 4 Year,15,"$58,934 ",,,,,,,,,,,,,,,,,
2249900,DELTA BEAUTY COLLEGE,GREENVILLE,MS,Proprietary 2 Year,72,"$246,744 ",,,,,,,,,,,,,,,,,
2145100,SCOTT COLLEGE OF COSMETOLOGY,WHEELING,WV,Proprietary 2 Year,68,"$297,077 ",,,,,,,,,,,,,,,,,
2287900,RAPHAEL'S SCHOOL OF BEAUTY CULTURE,NILES,OH,Proprietary 2 Year,222,"$829,351 ",,,,,,,,,,,,,,,,,
2101000,NORTHWEST COLLEGE OF HAIR DESIGN,CLACKAMAS,OR,Proprietary 2 Year,655,"$2,657,331 ",,,,,,,,,,,,,,,,,
2250600,EVEREST COLLEGE,SPRINGFIELD,MO,Proprietary 4 Year,"1,241","$4,596,944 ",,,,,,,,,,,,,,,,,
2090300,CAPRI COLLEGE,CEDAR RAPIDS,IA,Proprietary 2 Year,124,"$456,974 ",,,,,,,,,,,,,,,,,
2184200,PAROBA COLLEGE OF COSMETOLOGY,EVERETT,WA,Proprietary 2 Year,124,"$481,274 ",,,,,,,,,,,,,,,,,
2244300,ACADEMY OF HAIR DESIGN #1,JACKSON,MS,Proprietary 2 Year,177,"$737,341 ",,,,,,,,,,,,,,,,,
2090200,TRIANGLE TECH,ERIE,PA,Proprietary 2 Year,79,"$316,842 ",,,,,,,,,,,,,,,,,
1102600,WARRENSBURG AREA VOC TECH SCH,WARRENSBURG,MO,Public 2 Year,30,"$135,669 ",,,,,,,,,,,,,,,,,
2111300,CUYAMACA COLLEGE,EL CAJON,CA,Public 2 Year,"2,818","$9,303,682 ",,,,,,,,,,,,,,,,,
2092100,MASSACHUSETTS SCHOOL OF BARBERING,QUINCY,MA,Proprietary 2 Year,72,"$228,854 ",,,,,,,,,,,,,,,,,
2090700,CLEVELAND CHIROPRACTIC COLLEGE,OVERLAND PARK,KS,Private 4 Year,29,"$108,699 ",,,,,,,,,,,,,,,,,
2091700,KAPLAN COLLEGE,SAN DIEGO,CA,Proprietary 2 Year,"1,426","$5,363,251 ",,,,,,,,,,,,,,,,,
2195800,LICEO E ARTE Y TECNOLGIA,SAN JUAN,PR,Proprietary 2 Year,"1,343","$5,495,078 ",,,,,,,,,,,,,,,,,
2093600,SOUTHWEST SCHOOL OF ELECTRONIC,AUSTIN,TX,Proprietary 2 Year,11,"$39,709 ",,,,,,,,,,,,,,,,,
2119100,MISSION COLLEGE,SANTA CLARA,CA,Public 2 Year,"2,554","$8,891,140 ",,,,,,,,,,,,,,,,,
2100300,MED-ASSIST SCHOOL OF HAWAII,HONOLULU,HI,Proprietary 2 Year,77,"$310,785 ",,,,,,,,,,,,,,,,,
2099500,CENTRAL COMMUNITY COLLEGE-ALL CAMPUSES,GRAND ISLAND,NE,Public 2 Year,"1,040","$2,931,217 ",,,,,,,,,,,,,,,,,
2242900,UNITED TRIBES TECHNICAL COLLEGE,BISMARCK,ND,Private 4 Year,444,"$1,748,404 ",,,,,,,,,,,,,,,,,
2100200,BROOKHAVEN COLLEGE,FARMERS BRANCH,TX,Public 2 Year,"2,606","$8,267,323 ",,,,,,,,,,,,,,,,,
2177500,RIO SALADO COMMUNITY COLLEGE,TEMPE,AZ,Public 2 Year,"6,118","$17,276,837 ",,,,,,,,,,,,,,,,,
2091200,ELEGANCE INTERNATIONAL,HOLLYWOOD,CA,Proprietary 2 Year,193,"$485,959 ",,,,,,,,,,,,,,,,,
2153600,BROOME-TIOGA BOCES PN PROG,BINGHAMTON,NY,Public 2 Year,46,"$157,635 ",,,,,,,,,,,,,,,,,
2100400,EVEREST INSTITUTE,GRAND RAPIDS,MI,Proprietary 2 Year,"1,670","$5,739,825 ",,,,,,,,,,,,,,,,,
2093700,LONG ISLAND BUSINESS INSTITUTE,COMMACK,NY,Proprietary 2 Year,"1,297","$4,756,113 ",,,,,,,,,,,,,,,,,
2098400,HERKIMER COUNTY BOCES,HERKIMER,NY,Public 2 Year,96,"$317,839 ",,,,,,,,,,,,,,,,,
2100500,UNIVERSAL TECHNICAL INSTITUTE,PHOENIX,AZ,Proprietary 2 Year,"6,014","$23,544,970 ",,,,,,,,,,,,,,,,,
2158800,DON ROBERTS BEAUTY SCHOOLS,VALPARAISO,IN,Proprietary 2 Year,33,"$122,216 ",,,,,,,,,,,,,,,,,
2269300,STEVENSON'S ACADEMY OF HAIR DESIGN,NEW ORLEANS,LA,Proprietary 2 Year,73,"$273,834 ",,,,,,,,,,,,,,,,,
2325800,LABARON HAIRDRESSING ACAD-BROCKTON,BROCKTON,MA,Proprietary 2 Year,26,"$89,185 ",,,,,,,,,,,,,,,,,
2121100,MIDWEST INSTITUTE,KIRKWOOD,MO,Proprietary 2 Year,141,"$583,729 ",,,,,,,,,,,,,,,,,
