OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
226700,2267,GRAND RAPIDS COMMUNITY COLLEGE,MI,public 2 year,"4,881","9,394,591"
226800,2268,GRAND VALLEY ST UNIVERSITY,MI,public 4 year,"4,393","10,592,615"
3907300,39073,GREAT LAKES ACADEMY OF HAIR DESIGN,MI,proprietary,65,"160,926"
226900,2269,GREAT LAKES CHRISTIAN COLLEGE,MI,private 4 year,98,"283,505"
227000,2270,HENRY FORD COMMUNITY COLLEGE,MI,public 2 year,"5,528","11,765,382"
2595700,25957,HILLSDALE BEAUTY COLLEGE,MI,proprietary,25,"61,396"
227300,2273,HOPE COLLEGE,MI,private 4 year,415,"952,763"
3109700,31097,HOUGHTON LAKE INSTITUTE OF COSMETOLOGY,MI,proprietary,15,"31,046"
2594600,25946,HOWELL COLLEGE OF COSMETOLOGY,MI,proprietary,21,"44,802"
3815300,38153,IN SESSION-ARTS OF COSMETOLOGY BEAUTY SCHOOL,MI,proprietary,98,"240,778"
3588300,35883,IRENE'S MYOMASSOLOGY INSTITUTE,MI,proprietary,89,"101,981"
227400,2274,JACKSON COMMUNITY COLLEGE,MI,public 2 year,"2,160","4,111,523"
1047000,10470,KALAMAZOO BEAUTY ACADEMY,MI,proprietary,38,"96,075"
227500,2275,KALAMAZOO COLLEGE,MI,private 4 year,113,"252,592"
694900,6949,KALAMAZOO VALLEY COMMUNITY COLLEGE,MI,public 2 year,"2,861","5,505,041"
227600,2276,KELLOGG COMMUNITY COLLEGE,MI,public 2 year,"1,819","3,615,942"
226200,2262,KETTERING UNIVERSITY,MI,private 4 year,393,"991,191"
717100,7171,KIRTLAND COMMUNITY COLLEGE,MI,public 2 year,940,"1,901,189"
231100,2311,KUYPER COLLEGE,MI,private 4 year,94,"208,659"
227700,2277,LAKE MICHIGAN COLLEGE,MI,public 2 year,"1,304","2,226,533"
229300,2293,LAKE SUPERIOR STATE UNIVERSITY,MI,public 4 year,855,"2,045,060"
227800,2278,LANSING COMMUNITY COLLEGE,MI,public 2 year,"5,347","8,909,720"
227900,2279,LAWRENCE TECHNOLOGICAL UNIVERSITY,MI,private 4 year,495,"1,127,064"
3028500,30285,LAWTON SCHOOL,MI,proprietary,164,"417,952"
1239900,3968,LEWIS COLLEGE OF BUSINESS,MI,private 2 year,293,"723,419"
1321800,13218,M.J. MURPHY BEAUTY COLLEGE OF MOUNT PLEASANT,MI,proprietary,66,"147,553"
890600,8906,MACOMB COMMUNITY COLLEGE,MI,public 2 year,"3,597","6,220,728"
228200,2282,MADONNA UNIVERSITY,MI,private 4 year,904,"2,120,805"
2135000,14906,MARQUETTE GENERAL HOSPITAL SCHOOL OF RADIOGRAPHY,MI,private 2 year,6,"18,500"
228400,2284,MARYGROVE COLLEGE,MI,private 4 year,535,"1,349,914"
2361500,16790,MICHIGAN BARBER SCHOOL,MI,private 2 year,207,"670,038"
2618400,26184,MICHIGAN CAREER AND TECHNICAL INSTITUTE,MI,public 2 year,177,"364,236"
2125600,14295,MICHIGAN COLLEGE OF BEAUTY,MI,proprietary,254,"517,057"
2324500,16454,MICHIGAN COLLEGE OF BEAUTY,MI,proprietary,59,"121,698"
2060300,13603,MICHIGAN INSTITUTE OF AVIATION AND TECHNOLOGY,MI,proprietary,298,"792,102"
3284300,32843,MICHIGAN JEWISH INSTITUTE-MICHIGAN JEWISH INSTITUTE,MI,private 4 year,248,"883,036"
229000,2290,MICHIGAN STATE UNIVERSITY,MI,public 4 year,"6,470","17,337,243"
229200,2292,MICHIGAN TECHNOLOGICAL UNIV,MI,public 4 year,"1,103","2,650,417"
3135300,31353,MICHIGAN THEOLOGICAL SEMINARY,MI,private 4 year,5,"5,525"
676800,6768,MID MICHIGAN COMMUNITY COLLEGE,MI,public 2 year,"1,582","3,260,179"
229400,2294,MONROE COUNTY COMMUNITY COLLGE,MI,public 2 year,874,"1,711,808"
229500,2295,MONTCALM COMMUNITY COLLEGE,MI,public 2 year,"1,116","2,049,366"
2158600,15140,MR BELA'S SCHOOL OF COSMETOLOGY,MI,proprietary,101,"242,428"
3025100,30251,MR DAVID'S SCHOOL OF COSMETOLOGY,MI,proprietary,140,"299,387"
229700,2297,MUSKEGON COMMUNITY COLLEGE,MI,public 2 year,"1,668","3,112,510"
982800,9828,NATIONAL INSTITUTE OF TECHNOLOGY,MI,proprietary,"5,370","11,622,811"
229900,2299,NORTH CENTRAL MICHIGAN COLLEGE,MI,public 2 year,834,"1,601,241"
230100,2301,NORTHERN MICHIGAN UNIVERSITY,MI,public 4 year,"2,851","7,242,181"
230200,2302,NORTHWESTERN MICHIGAN COLLEGE,MI,public 2 year,"1,495","2,904,003"
3124000,31240,NORTHWESTERN TECHNOLOGICAL INSTITUTE,MI,proprietary,477,"1,180,465"
407200,4072,NORTHWOOD UNIVERSITY,MI,private 4 year,"1,567","3,514,740"
4006300,40063,NUVO COLLEGE OF COSMETOLOGY,MI,proprietary,25,"52,485"
230300,2303,OAKLAND COMMUNITY COLLEGE,MI,public 2 year,"4,670","9,184,405"
230700,2307,OAKLAND UNIVERSITY,MI,public 4 year,"2,159","5,182,565"
230800,2308,OLIVET COLLEGE,MI,private 4 year,474,"1,344,129"
2100400,14509,OLYMPIA CAREER TRAINING INSTITUTE,MI,proprietary,"2,801","5,806,166"
4014300,40143,P&A SCHOLARS BEAUTY SCHOOL,MI,proprietary,27,"44,839"
894600,8946,PORT HURON COSMETOLOGY COLLEGE,MI,proprietary,48,"115,772"
228800,2288,ROCHESTER COLLEGE,MI,private 4 year,386,"902,667"
2099700,14621,ROSS MEDICAL EDUCATION CENTER,MI,proprietary,676,"1,547,496"
2533600,15367,ROSS MEDICAL EDUCATION CENTER,MI,proprietary,301,"756,249"
2180100,15383,ROSS MEDICAL EDUCATION CENTER,MI,proprietary,302,"705,377"
2339700,16611,ROSS MEDICAL EDUCATION CENTER,MI,proprietary,236,"545,369"
231300,2313,SACRED HEART MAJOR SEMINARY,MI,private 4 year,10,"26,056"
3772300,37723,SAGINAW CHIPPEWA TRIBAL COLLEGE,MI,public 2 year,7,"22,675"
231400,2314,SAGINAW VALLEY STATE UNIVERSITY,MI,public 4 year,"2,243","5,539,177"
3110300,31103,SCHOOL OF CREATIVE HAIR DESIGN (THE),MI,proprietary,43,"106,852"
231500,2315,SCHOOLCRAFT COLLEGE,MI,public 2 year,"2,220","4,220,394"
3090000,30900,SHARP'S ACADEMY OF HAIRSTYLING,MI,proprietary,64,"139,942"
231600,2316,SIENA HEIGHTS UNIVERSITY,MI,private 4 year,614,"1,399,937"
231700,2317,SOUTHWESTERN MICHIGAN COLLEGE,MI,public 2 year,"1,102","1,900,063"
2237800,16914,SPECS HOWARD SCHOOL OF BROADCAST ARTS,MI,proprietary,305,"675,726"
231800,2318,SPRING ARBOR UNIVERSITY,MI,private 4 year,965,"2,028,798"
231000,2310,ST. CLAIR COUNTY COMMUNITY COLLEGE,MI,public 2 year,"1,225","2,440,404"
2209200,15615,TAYLORTOWN SCHOOL OF BEAUTY,MI,proprietary,68,"137,838"
3075200,30752,TWIN CITY BEAUTY COLLEGE,MI,proprietary,120,"231,590"
3490300,34903,U.P. ACADEMY OF HAIR DESIGN,MI,proprietary,27,"69,970"
232300,2323,UNIVERSITY OF DETROIT MERCY,MI,private 4 year,"1,035","2,355,239"
232500,2325,UNIVERSITY OF MICHIGAN,MI,public 4 year,"3,252","8,361,841"
232600,2326,UNIVERSITY OF MICHIGAN - DEARBORN,MI,public 4 year,"1,730","4,229,077"
232700,2327,UNIVERSITY OF MICHIGAN - FLINT,MI,public 4 year,"1,925","4,654,675"
973200,9732,VIRGINIA FARRELL BEAUTY SCHOOL,MI,proprietary,68,"138,668"
973400,9734,VIRGINIA FARRELL BEAUTY SCHOOL,MI,proprietary,140,"296,211"
1164600,11646,VIRGINIA FARRELL BEAUTY SCHOOL,MI,proprietary,95,"146,107"
2498300,16816,VIRGINIA FARRELL BEAUTY SCHOOL,MI,proprietary,115,"209,438"
407100,4071,WALSH COLLEGE OF ACCOUNTANCY AND BUSINESS ADMINISTRATION,MI,private 4 year,165,"265,704"
3340300,33403,WARREN WOODS VOCATIONAL ADULT EDUCATION,MI,public 2 year,54,"162,687"
232800,2328,WASHTENAW COMMUNITY COLLEGE,MI,public 2 year,"3,897","7,477,228"
923000,9230,WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,MI,public 2 year,"8,106","17,306,070"
232900,2329,WAYNE STATE UNIVERSITY,MI,public 4 year,"7,231","17,684,626"
2491000,16693,WEST MICHIGAN COLLEGE OF BARBERING AND BEAUTY,MI,proprietary,92,"237,796"
795000,7950,WEST SHORE COMMUNITY COLLEGE,MI,public 2 year,564,"1,121,842"
233000,2330,WESTERN MICHIGAN UNIVERSITY,MI,public 4 year,"4,034","10,353,127"
1229100,12291,WRIGHT BEAUTY ACADEMY,MI,proprietary,94,"242,668"
2363800,17076,YESHIVA GEDOLAH OF GREATER DETROIT,MI,private 4 year,11,"39,300"
2050300,13505,ACADEMY COLLEGE,MN,proprietary,140,"234,045"
554400,5544,ALEXANDRIA TECHNICAL COLLEGE,MN,public 2 year,601,"1,497,151"
2514100,16346,AMERICAN INDIAN OIC SCHOOL OF BUSINESS,MN,private 2 year,66,"136,388"
735000,7350,ANOKA TECHNICAL COLLEGE,MN,public 2 year,563,"1,192,252"
233200,2332,ANOKA-RAMSEY COMMUNITY COLLEGE,MN,public 2 year,"1,442","2,658,864"
1024800,10248,ART INSTITUTES INTERNATIONAL MINNESOTA (THE),MN,proprietary,674,"1,401,111"
233400,2334,AUGSBURG COLLEGE,MN,private 4 year,674,"1,470,177"
2123200,14847,AVEDA INSTITUTE,MN,proprietary,125,"227,735"
233600,2336,BEMIDJI STATE UNIVERSITY,MN,public 4 year,"1,177","2,762,296"
233700,2337,BETHANY LUTHERAN COLLEGE,MN,private 4 year,190,"457,295"
905800,2338,BETHEL UNIVERSITY,MN,private 4 year,587,"1,289,394"
735100,7351,BROWN COLLEGE-,MN,proprietary,"1,278","3,010,914"
3267300,32673,CAPELLA UNIVERSITY,MN,proprietary,963,"1,233,352"
234000,2340,CARLETON COLLEGE,MN,private 4 year,217,"578,152"
233900,2339,CENTRAL LAKES COLLEGE,MN,public 2 year,"1,127","2,491,921"
1054600,10546,CENTURY COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,"2,287","4,567,060"
234200,2342,COLLEGE OF SAINT CATHERINE (THE),MN,private 4 year,"1,215","2,677,998"
234300,2343,COLLEGE OF SAINT SCHOLASTICA,MN,private 4 year,739,"1,714,753"
234100,2341,COLLEGE OF ST BENEDICT,MN,private 4 year,307,"725,608"
746200,7462,COLLEGE OF VISUAL ARTS,MN,private 4 year,45,"102,800"
234600,2346,CONCORDIA COLLEGE - MOORHEAD,MN,private 4 year,538,"1,238,048"
234700,2347,CONCORDIA UNIVERSITY - SAINT PAUL,MN,private 4 year,463,"1,079,270"
960000,9600,COSMETOLOGY CAREERS UNLTD - DULUTH,MN,proprietary,51,"122,209"
2159800,14777,COSMETOLOGY CAREERS UNLTD - HIBBING,MN,proprietary,31,"72,258"
236600,2366,CROSSROADS COLLEGE,MN,private 4 year,71,"173,162"
238300,2383,CROWN COLLEGE,MN,private 4 year,436,"1,020,025"
1040200,10402,DAKOTA COUNTY TECHNICAL COLLEGE,MN,public 2 year,647,"1,360,526"
989200,9892,DULUTH BUSINESS UNIVERSITY,MN,proprietary,314,"611,240"
464100,4641,DUNWOODY COLLEGE OF TECHNOLOGY,MN,private 2 year,525,"1,171,669"
2551200,17116,EAST METRO OPPORTUNITIES INDUSTRIALIZATION CENTER,MN,private 2 year,49,"68,980"
3129100,31291,FOND DU LAC TRIBAL AND COMMUNITY COLLEGE,MN,public 2 year,590,"1,379,533"
464200,4642,GLOBE COLLEGE,MN,proprietary,564,"1,042,948"
235300,2353,GUSTAVUS ADOLPHUS COLLEGE,MN,private 4 year,383,"989,721"
235400,2354,HAMLINE UNIVERSITY,MN,private 4 year,510,"1,240,644"
1049100,10491,HENNEPIN TECHNICAL COLLEGE -,MN,public 2 year,"1,513","2,894,120"
1101700,11017,HERZING COLLEGE,MN,proprietary,260,"624,885"
235500,2355,HIBBING COMMUNITY COLLEGE,MN,public 2 year,707,"1,720,648"
2543600,17055,INGENUE BEAUTY SCHOOL,MN,proprietary,12,"29,531"
974000,6935,INVER HILLS COMMUNITY COLLEGE,MN,public 2 year,954,"1,819,869"
235600,2356,ITASCA COMMUNITY COLLEGE,MN,public 2 year,482,"1,172,942"
575700,5757,LAKE SUPERIOR COLLEGE,MN,public 2 year,"1,317","2,851,618"
3096400,30964,LEECH LAKE TRIBAL COLLEGE,MN,public 2 year,194,"391,663"
235800,2358,MACALESTER COLLEGE,MN,private 4 year,211,"528,580"
236100,2361,MARTIN LUTHER COLLEGE,MN,private 4 year,222,"442,044"
1173200,17114,MAYO CLINIC COLLEGE OF MEDICINE,MN,private 4 year,16,"39,689"
3001200,30012,MCNALLY SMITH COLLEGE OF MUSIC,MN,proprietary,176,"362,102"
400900,4009,MESABI RANGE COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,565,"1,399,767"
1037400,10374,METROPOLITAN STATE UNIVERSITY,MN,public 4 year,"1,531","3,197,397"
464500,4645,MINNEAPOLIS BUSINESS COLLEGE,MN,proprietary,221,"599,163"
236500,2365,MINNEAPOLIS COLLEGE OF ART & DESIGN,MN,private 4 year,172,"471,873"
236200,2362,MINNEAPOLIS COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,"3,838","7,389,621"
3473400,34734,MINNEAPOLIS SCHOOL OF MASSAGE AND BODYWORK,MN,private 2 year,28,"43,115"
464600,17145,MINNESOTA SCHOOL OF BUSINESS,MN,proprietary,"2,254","3,968,258"
2238100,15752,MINNESOTA SCHOOL OF COSMETOLOGY,MN,proprietary,98,"155,903"
239300,2393,MINNESOTA STATE COLLEGE - SOUTHEAST TECHNICAL,MN,public 2 year,760,"1,633,435"
554100,5541,MINNESOTA STATE COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,"2,220","5,203,414"
236700,2367,MINNESOTA STATE UNIVERSITY MOORHEAD,MN,public 4 year,"1,943","4,585,343"
236000,2360,"MINNESOTA STATE UNIVERSITY, MANKATO",MN,public 4 year,"2,678","6,600,088"
526300,5263,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,"1,001","2,406,014"
983100,9831,MODEL COLLEGE OF HAIR DESIGN,MN,proprietary,56,"121,106"
795400,7954,NORMANDALE COMMUNITY COLLEGE,MN,public 2 year,"1,961","3,974,184"
236900,2369,NORTH CENTRAL UNIVERSITY,MN,private 4 year,412,"1,003,077"
237000,2370,NORTH HENNEPIN COMMUNITY COLLEGE,MN,public 2 year,"1,724","3,111,085"
238500,2385,NORTHLAND COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,"1,421","3,400,344"
575900,5759,NORTHWEST TECHNICAL COLLEGE - BEMIDJI,MN,public 2 year,486,"1,069,290"
826700,8267,NORTHWEST TECHNICAL INSTITUTE,MN,proprietary,26,"64,739"
237100,2371,NORTHWESTERN COLLEGE,MN,private 4 year,747,"1,595,131"
1232800,12328,NORTHWESTERN HEALTH SCIENCES UNIVERSITY,MN,private 4 year,35,"80,056"
999200,16116,OAK HILLS CHRISTIAN COLLEGE,MN,private 4 year,100,"261,381"
2284500,16117,PILLSBURY BAPTIST BIBLE COLLEGE,MN,private 4 year,97,"217,440"
553500,5535,PINE TECHNICAL COLLEGE,MN,public 2 year,245,"488,796"
677500,6775,RAINY RIVER COMMUNITY COLLEGE,MN,public 2 year,169,"441,840"
464800,4648,RASMUSSEN COLLEGE - EAGAN,MN,proprietary,355,"626,794"
2503300,16845,RASMUSSEN COLLEGE - MANKATO,MN,proprietary,418,"813,528"
1168600,11686,RASMUSSEN COLLEGE - MINNETONKA,MN,proprietary,490,"795,511"
869400,8694,RASMUSSEN COLLEGE - SAINT CLOUD,MN,proprietary,803,"1,304,852"
1049000,10490,REGENCY BEAUTY INSTITUTE,MN,proprietary,376,"809,992"
525200,5252,RIDGEWATER COLLEGE,MN,public 2 year,"1,340","2,985,905"
233500,2335,RIVERLAND COMMUNITY COLLEGE,MN,public 2 year,973,"1,974,689"
237300,2373,ROCHESTER COMMUNITY AND TECHNICAL COLLEGE,MN,public 2 year,"1,554","3,150,245"
238000,2380,SAINT MARY'S UNIVERSITY OF MINNESOTA,MN,private 4 year,329,"781,515"
553300,5533,SAINT PAUL COLLEGE - A COMMUNITY & TECHNICAL COLLEGE,MN,public 2 year,"2,064","4,236,311"
972200,9722,SCOT LEWIS BEAUTY SCHOOL,MN,proprietary,149,"351,570"
987000,9870,SCOT LEWIS SCHOOL OF COSMETOLOGY,MN,proprietary,112,"243,524"
553700,5537,SOUTH CENTRAL COLLEGE,MN,public 2 year,907,"1,971,290"
237500,2375,SOUTHWEST MINNESOTA STATE UNIVERSITY,MN,public 4 year,878,"2,142,308"
237700,2377,ST CLOUD STATE UNIVERSITY,MN,public 4 year,"2,909","6,791,793"
553400,5534,ST CLOUD TECHNICAL COLLEGE,MN,public 2 year,984,"2,149,377"
237900,2379,ST JOHNS UNIVERSITY,MN,private 4 year,248,"595,215"
238200,2382,ST OLAF COLLEGE,MN,private 4 year,367,"955,411"
2260500,15950,SUMMIT ACADEMY OPPORTUNITIES INDUSTRIALIZATION CENTER,MN,private 2 year,137,"203,086"
238900,2389,UNIVERSITY OF MINNESOTA,MN,public 4 year,396,"968,807"
406900,4069,UNIVERSITY OF MINNESOTA - CROOKSTON,MN,public 4 year,332,"807,269"
238800,2388,UNIVERSITY OF MINNESOTA  DULUTH,MN,public 4 year,"1,665","4,078,438"
396900,3969,UNIVERSITY OF MINNESOTA - TWIN CITIES,MN,public 4 year,"5,458","13,923,041"
234500,2345,UNIVERSITY OF ST THOMAS,MN,private 4 year,786,"1,887,345"
235000,2350,VERMILION COMMUNITY COLLEGE,MN,public 2 year,228,"580,590"
2504200,25042,WALDEN UNIVERSITY,MN,proprietary,288,"530,785"
3921400,39214,WHITE EARTH TRIBAL AND COMMUNITY COLLEGE,MN,private 2 year,51,"76,729"
239400,2394,WINONA STATE UNIVERSITY,MN,public 4 year,"1,391","3,257,803"
2239200,15809,ALLIED COLLEGE,MO,proprietary,"1,657","3,988,574"
2309100,16336,AMERICAN COLLEGE OF HAIR DESIGN,MO,proprietary,52,"126,210"
3663400,36634,ANDREWS ACADEMY OF COSMETOLOGY,MO,proprietary,33,"88,012"
3616300,36163,AVIATION INSTITUTE OF MAINTENANCE,MO,proprietary,184,"490,259"
244900,2449,AVILA UNIVERSITY,MO,private 4 year,335,"828,918"
1320800,13208,BAPTIST BIBLE COLLEGE,MO,private 4 year,348,"878,152"
638900,6389,BARNES JEWISH COLLEGE OF NURSING AND ALLIED HEALTH,MO,private 4 year,194,"387,761"
2090400,14426,BOONSLICK TECHNICAL EDUCATION CENTER,MO,public 2 year,26,"58,602"
3066300,30663,BRYAN COLLEGE,MO,proprietary,193,"479,985"
245000,2450,CALVARY BIBLE COLLEGE,MO,private 4 year,112,"283,476"
553200,5532,CAPE GIRARDEAU CAREER AND TECHNOLOGY CENTER,MO,public 2 year,83,"196,224"
2313000,16354,CASS CAREER CENTER,MO,public 2 year,14,"38,775"
245200,2452,CENTRAL BIBLE COLLEGE,MO,private 4 year,370,"983,681"
2266400,14619,CENTRAL CHRISTIAN COLLEGE OF THE BIBLE,MO,private 4 year,245,"647,215"
3070200,30702,CENTRAL COLLEGE OF COSMETOLOGY,MO,proprietary,102,"224,052"
245300,2453,CENTRAL METHODIST UNIVERSITY,MO,private 4 year,550,"1,329,203"
245400,2454,CENTRAL MISSOURI STATE UNIVERSITY,MO,public 4 year,"2,680","6,712,255"
638500,6385,CHAMBERLAIN COLLEGE OF NURSING,MO,proprietary,209,"327,646"
2165900,11974,CHILLICOTHE BEAUTY ACADEMY,MO,proprietary,18,"34,011"
2090700,14438,CLEVELAND CHIROPRACTIC COLLEGE,MO,private 4 year,34,"81,651"
2497500,16798,CLINTON TECHNICAL SCHOOL,MO,public 2 year,2,"5,200"
250000,2500,COLLEGE OF THE OZARKS,MO,private 4 year,641,"1,510,773"
2289200,16188,COLUMBIA AREA CAREER CENTER,MO,public 2 year,80,"174,075"
2292400,15003,COLUMBIA BEAUTY ACADEMY,MO,proprietary,25,"59,317"
245600,2456,COLUMBIA COLLEGE,MO,private 4 year,"4,744","9,511,154"
246700,2467,CONCEPTION SEMINARY COLLEGE,MO,private 4 year,22,"55,600"
2361600,16820,CONCORDE CAREER COLLEGE,MO,proprietary,858,"1,925,208"
3077200,30772,COSMETOLOGY CONCEPTS INSTITUTE,MO,proprietary,12,"29,164"
245800,2458,COTTEY COLLEGE,MO,private 2 year,83,"220,736"
245900,2459,CROWDER COLLEGE,MO,public 2 year,"1,349","2,849,874"
246000,2460,CULVER-STOCKTON COLLEGE,MO,private 4 year,299,"771,243"
543600,15515,DAVIS H. HART MEXICO AREA VOCATIONAL TECHNICAL SCHOOL,MO,public 2 year,15,"38,295"
246100,2461,DRURY UNIVERSITY,MO,private 4 year,"2,022","4,626,935"
886200,8862,EAST CENTRAL COLLEGE,MO,public 2 year,985,"2,024,137"
2564700,17209,ELAINE STEVEN BEAUTY COLLEGE,MO,proprietary,188,"435,186"
860600,16341,ELDON CAREER CENTER,MO,public 2 year,36,"75,424"
246300,2463,EVANGEL UNIVERSITY,MO,private 4 year,627,"1,518,441"
2250600,14368,EVEREST COLLEGE,MO,proprietary,"1,846","3,775,931"
246400,2464,FONTBONNE UNIVERSITY,MO,private 4 year,666,"1,522,524"
2056100,13529,FOUR RIVERS CAREER CENTER,MO,public 2 year,15,"49,400"
2124500,13568,FRANKLIN TECHNOLOGY CENTER,MO,public 2 year,150,"465,580"
2242800,15830,GIBSON TECHNICAL CENTER,MO,public 2 year,28,"81,121"
2568500,17279,GRABBER SCHOOL OF HAIR DESIGN,MO,proprietary,87,"203,436"
553100,5531,GRAND RIVER TECHNICAL SCHOOL,MO,public 2 year,43,"114,600"
3924300,39243,HAIR ACADEMY 110 (THE),MO,proprietary,22,"55,102"
2151000,14028,HANNIBAL CAREER AND TECHNICAL CENTER,MO,public 2 year,50,"96,025"
908900,9089,HANNIBAL-LAGRANGE COLLEGE,MO,private 4 year,332,"794,322"
246600,2466,HARRIS-STOWE STATE COLLEGE,MO,public 4 year,"1,234","2,957,619"
3174300,31743,HERNDON CAREER CENTER,MO,public 2 year,3,"3,975"
1027900,14209,HICKEY COLLEGE,MO,proprietary,224,"528,899"
826900,15801,HILLYARD TECHNICAL CENTER,MO,public 2 year,54,"147,828"
960700,9607,HOUSE OF HEAVILIN BEAUTY COLLEGE,MO,proprietary,78,"186,678"
2277500,14819,HOUSE OF HEAVILIN BEAUTY COLLEGE OF BLUE SPRINGS,MO,proprietary,99,"226,218"
3110900,31109,HOUSE OF HEAVILIN OF BLUE SPRINGS INC,MO,proprietary,95,"229,173"
3094900,30949,IHM HEALTH STUDIES CENTER,MO,proprietary,11,"18,125"
959000,9590,INDEPENDENCE COLLEGE OF COSMETOLOGY,MO,proprietary,99,"224,792"
246800,2468,JEFFERSON COLLEGE,MO,public 2 year,"1,267","2,689,227"
247300,2473,KANSAS CITY ART INSTITUTE,MO,private 4 year,225,"611,589"
2073600,13934,KENNETT CAREER & TECHNOLOGY CENTER,MO,public 2 year,15,"54,250"
528800,14698,KIRKSVILLE AREA TECHNICAL CENTER,MO,public 2 year,35,"100,425"
2263400,15986,LAKE CAREER & TECHNICAL CENTER,MO,public 2 year,6,"15,862"
3042400,30424,LEBANON TECHNOLOGY AND CAREER CENTER,MO,public 2 year,31,"70,808"
2068200,13877,LESTER E. COX MEDICAL CENTER,MO,private 4 year,354,"741,204"
2142200,14971,LEX LA RAY TECHNICAL CENTER,MO,public 2 year,24,"66,720"
247900,2479,LINCOLN UNIVERSITY,MO,public 4 year,"1,384","3,618,500"
248000,2480,LINDENWOOD UNIVERSITY,MO,private 4 year,"1,498","3,450,656"
471100,4711,LINN STATE TECHNICAL COLLEGE,MO,public 2 year,306,"721,387"
666600,6666,LUTHERAN SCHOOL OF NURSING,MO,proprietary,101,"160,463"
248200,2482,MARYVILLE UNIVERSITY OF SAINT LOUIS,MO,private 4 year,578,"1,342,536"
3970400,39704,MASSAGE THERAPY TRAINING INSTITUTE,MO,proprietary,24,"27,072"
2520800,16911,MERRELL UNIVERSITY OF BEAUTY ARTS & SCIENCES,MO,proprietary,79,"198,776"
3092600,30926,MESSENGER COLLEGE,MO,private 4 year,71,"188,313"
2180200,14710,METRO BUSINESS COLLEGE,MO,proprietary,519,"1,178,373"
248400,2484,METROPOLITAN COMMUNITY COLLEGE,MO,public 2 year,"6,049","11,432,172"
2121100,14528,MIDWEST INSTITUTE - KIRKWOOD,MO,proprietary,233,"582,964"
3528300,35283,MIDWEST UNIVERSITY,MO,private 4 year,3,"8,475"
248600,2486,MINERAL AREA COLLEGE,MO,public 2 year,"1,496","3,411,609"
754000,7540,MISSOURI BAPTIST UNIVERSITY,MO,private 4 year,444,"1,056,397"
979500,9795,MISSOURI COLLEGE,MO,proprietary,561,"1,231,598"
3519300,35193,MISSOURI COLLEGE OF COSMETOLOGY NORTH,MO,proprietary,136,"345,233"
2154900,15107,MISSOURI SCHOOL OF BARBERING & HAIRSTYLING-ST. LOUIS,MO,proprietary,31,"82,868"
248800,2488,MISSOURI SOUTHERN STATE UNIVERSITY,MO,public 4 year,"2,309","5,801,937"
250300,2503,MISSOURI STATE UNIVERSITY,MO,public 4 year,"4,036","10,039,399"
3106000,31060,MISSOURI STATE UNIVERSITY - WEST PLAINS,MO,public 2 year,870,"1,941,481"
2304000,16272,MISSOURI TECH,MO,proprietary,43,"89,134"
248900,2489,MISSOURI VALLEY COLLEGE,MO,private 4 year,644,"1,698,519"
249000,2490,MISSOURI WESTERN STATE UNIVERSITY,MO,public 4 year,"1,896","4,532,756"
249100,2491,MOBERLY AREA COMMUNITY COLLEGE,MO,public 2 year,"1,396","2,914,980"
3166300,31663,MOBERLY AREA TECHNICAL CENTER,MO,public 2 year,2,"3,200"
952000,9520,NATIONAL ACADEMY OF BEAUTY ARTS,MO,proprietary,239,"520,848"
2608000,26080,NEOSHO BEAUTY COLLEGE,MO,proprietary,59,"147,075"
2203400,14134,NEVADA REGIONAL TECHNICAL CENTER,MO,public 2 year,37,"88,322"
3101000,31010,NEW DIMENSION SCHOOL OF HAIR DESIGN,MO,proprietary,41,"61,787"
2066900,13664,NICHOLS CAREER CENTER,MO,public 2 year,32,"94,900"
2187200,15439,NORTH CENTRAL CAREER CENTER,MO,public 2 year,3,"8,541"
251400,2514,NORTH CENTRAL MISSOURI COLLEGE,MO,public 2 year,652,"1,572,704"
3068600,30686,NORTH TECHNICAL SCHOOL,MO,public 2 year,146,"356,344"
2188100,15451,NORTHLAND CAREER CENTER,MO,public 2 year,25,"71,572"
249600,2496,NORTHWEST MISSOURI STATE UNIVERSITY,MO,public 4 year,"1,403","3,389,438"
2188000,15450,NORTHWEST TECHNICAL SCHOOL,MO,public 2 year,19,"55,990"
2202700,15569,OZARK CHRISTIAN COLLEGE,MO,private 4 year,332,"799,349"
2550400,17086,OZARK MOUNTAIN TECHNICAL CENTER,MO,public 2 year,3,"12,150"
3083000,30830,OZARKS TECHNICAL COMMUNITY COLLEGE,MO,public 2 year,"4,016","8,273,784"
2543800,17057,PARIS II EDUCATIONAL CENTER,MO,proprietary,102,"199,646"
249800,2498,PARK UNIVERSITY,MO,private 4 year,"3,125","6,278,024"
855200,8552,PATRICIA STEVENS COLLEGE,MO,proprietary,142,"334,754"
2555300,17133,PATSY & ROB'S ACADEMY OF BEAUTY,MO,proprietary,160,"391,913"
