OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
2319800,16433,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,proprietary,176,"445,879"
2349200,16668,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,proprietary,46,"145,100"
162000,1620,IDAHO STATE UNIVERSITY,ID,public 4 year,"4,999","12,611,258"
162100,1621,LEWIS-CLARK STATE COLLEGE,ID,public 4 year,"1,351","3,435,341"
3098700,30987,MILAN INSTITUTE,ID,proprietary,695,"1,824,022"
987300,9873,MR. JUAN'S COLLEGE OF HAIR DESIGN,ID,proprietary,48,"135,041"
2275800,16054,MR. LEON'S SCHOOL OF HAIR DESIGN,ID,proprietary,67,"192,975"
162300,1623,NORTH IDAHO COLLEGE,ID,public 2 year,"1,489","3,469,177"
162400,1624,NORTHWEST NAZARENE UNIVERSITY -,ID,private 4 year,337,"901,343"
2559500,17178,RAZZLE DAZZLE COLLEGE OF HAIR DESIGN,ID,proprietary,55,"152,072"
2314000,16432,SCHOOL OF HAIRSTYLING (THE),ID,proprietary,54,"169,863"
2607100,26071,SCOT LEWIS SCHOOLS - PAUL MITCHELL PARTNER SCHOOL,ID,proprietary,80,"216,323"
162600,1626,UNIVERSITY OF IDAHO,ID,public 4 year,"3,083","8,202,241"
1073700,10737,ADVOCATE ILLINOIS MASONIC SCHOOL OF RADIOLOGIC TECHNO,IL,private 4 year,8,"19,850"
418100,4181,ADVOCATE TRINITY HOSPITAL SCHOOL OF RADIOLOGIC TECHNO,IL,private 4 year,11,"35,200"
832800,8328,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,proprietary,45,"100,626"
2349400,16663,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,proprietary,19,"40,287"
162800,1628,AMERICAN ACADEMY OF ART,IL,proprietary,127,"321,483"
3721400,37214,AMERICAN CAREER COLLEGE OF HAIR DESIGN,IL,proprietary,73,"189,277"
2179900,21799,ARGOSY UNIVERSITY,IL,proprietary,"1,008","2,099,130"
163300,1633,AUGUSTANA COLLEGE,IL,private 4 year,333,"837,356"
163400,1634,AURORA UNIVERSITY,IL,private 4 year,580,"1,537,001"
2117400,13949,BECK AREA CAREER CENTER,IL,public 2 year,54,"167,557"
2536700,17036,BELL MAR BEAUTY COLLEGE,IL,proprietary,84,"211,381"
176700,1767,BENEDICTINE UNIVERSITY,IL,private 4 year,721,"1,812,320"
3448300,34483,BIR TRAINING CENTER,IL,proprietary,126,"184,092"
163800,1638,BLACK HAWK COLLEGE,IL,public 2 year,"2,350","4,855,883"
163900,1639,BLACKBURN UNIVERSITY,IL,private 4 year,274,"702,970"
621400,6214,BLESSING HOSPITAL,IL,private 4 year,48,"115,527"
164100,1641,BRADLEY UNIVERSITY,IL,private 4 year,951,"2,366,545"
3099700,30997,CAINS BARBER COLLEGE,IL,proprietary,185,"476,659"
3914300,39143,"CALC, INSTITUTE OF TECHNOLOGY",IL,proprietary,106,"241,177"
3078400,30784,CAMEO BEAUTY ACADEMY,IL,proprietary,89,"215,138"
893900,8939,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,91,"209,417"
959500,9595,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,103,"224,476"
2253000,15253,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,24,"29,565"
2202600,15568,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,42,"121,493"
2291200,16171,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,93,"207,757"
2295500,16218,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,74,"163,885"
2349500,16694,CANNELLA SCHOOL OF HAIR DESIGN,IL,proprietary,187,"450,121"
1071000,16426,CAPITAL AREA CAREER CENTER,IL,public 2 year,128,"291,068"
1308800,13088,CAPRI OAK FOREST BEAUTY COLLEGE,IL,proprietary,100,"266,799"
1308700,13087,CAPRI-GARFIELD RIDGE SCHOOL OF BEAUTY CULTURE,IL,proprietary,176,"428,686"
726500,7265,CARL SANDBURG COLLEGE,IL,public 2 year,"1,267","2,725,469"
169400,1694,CHICAGO STATE UNIVERSITY,IL,public 4 year,"3,840","9,997,385"
3472300,34723,CHICAGO URBAN LEAGUE COMPUTER TRAINING CENTER,IL,private 2 year,34,"40,054"
3199300,31993,CHRISTIAN LIFE COLLEGE,IL,private 4 year,15,"38,101"
164700,1647,CITY COLLEGES OF CHICAGO SYSTEM OFFICE,IL,public 2 year,"18,956","41,074,030"
665600,6656,COLLEGE OF DU PAGE,IL,public 2 year,"3,256","6,580,516"
769400,7694,COLLEGE OF LAKE COUNTY,IL,public 2 year,"1,851","3,204,048"
2337800,17378,COLLEGE OF OFFICE TECHNOLOGY,IL,proprietary,778,"1,912,042"
166500,1665,COLUMBIA COLLEGE,IL,private 4 year,"2,986","7,537,627"
3416300,34163,COMPUTER SYSTEMS INSTITUTE,IL,proprietary,17,"40,800"
2317300,16393,CONCEPT COLLEGE OF COSMETOLOGY,IL,proprietary,79,"182,883"
166600,1666,CONCORDIA UNIVERSITY,IL,private 4 year,295,"777,525"
2352200,16758,COOKING & HOSPITALITY INSTITUTE OF CHICAGO (THE),IL,proprietary,595,"1,487,953"
3455700,34557,CORTIVA INSTITUTE - CHICAGO SCHOOL OF MASSAGE THERAPY,IL,proprietary,197,"346,604"
2150600,15086,COSMETOLOGY AND SPA INSTITUTE (THE),IL,proprietary,87,"192,089"
754900,7549,COYNE AMERICAN INSTITUTE,IL,proprietary,915,"1,688,985"
166900,1669,DANVILLE AREA COMMUNITY COLLEGE,IL,public 2 year,985,"2,148,967"
167100,1671,DEPAUL UNIVERSITY,IL,private 4 year,"3,731","9,312,795"
1072700,10727,DEVRY UNIVERSITY,IL,proprietary,"28,534","60,293,520"
175000,1750,DOMINICAN UNIVERSITY,IL,private 4 year,447,"1,175,373"
167400,1674,EASTERN ILLINOIS UNIVERSITY,IL,public 4 year,"2,467","6,425,885"
2168600,15310,EAST-WEST UNIVERSITY,IL,private 4 year,"1,052","2,518,391"
947500,9475,EDUCATORS OF BEAUTY,IL,proprietary,190,"494,391"
167500,1675,ELGIN COMMUNITY COLLEGE,IL,public 2 year,"1,469","2,765,375"
167600,1676,ELMHURST COLLEGE,IL,private 4 year,608,"1,591,771"
2556100,17319,ENVIRONMENTAL TECHNICAL INSTITUTE,IL,proprietary,359,"669,332"
167800,1678,EUREKA COLLEGE,IL,private 4 year,202,"545,617"
3881400,38814,EUROPEAN MASSAGE THERAPY SCHOOL,IL,proprietary,62,"125,036"
1185800,11858,EVEREST COLLEGE,IL,proprietary,"1,624","3,089,987"
2584900,25849,FIRST INSTITUTE,IL,proprietary,45,"93,851"
2522800,16924,FOX COLLEGE,IL,proprietary,142,"403,738"
456000,4560,GEM CITY COLLEGE,IL,proprietary,38,"90,284"
914500,9145,GOVERNORS STATE UNIVERSITY,IL,public 4 year,"1,025","2,427,684"
893800,8938,GRAHAM HOSPITAL SCHOOL OF NURSING,IL,private 2 year,42,"116,040"
168400,1684,GREENVILLE COLLEGE,IL,private 4 year,474,"1,158,854"
2261200,15965,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,proprietary,80,"159,381"
2498200,16841,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,proprietary,75,"134,945"
2332200,16504,HAIR PROFESSIONALS CAREER COLLEGE,IL,proprietary,44,"101,337"
2587700,25877,HAIR PROFESSIONALS CAREER COLLEGE,IL,proprietary,80,"175,864"
2262100,15970,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,IL,proprietary,77,"178,382"
3002000,30020,HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,proprietary,66,"132,919"
2055200,13601,HARRINGTON COLLEGE OF DESIGN,IL,proprietary,401,"797,042"
3083800,30838,HEARTLAND COMMUNITY COLLEGE,IL,public 2 year,"1,341","2,447,309"
168500,1685,HEBREW THEOLOGICAL COLLEGE,IL,private 4 year,165,"502,908"
168100,1681,HIGHLAND COMMUNITY COLLEGE,IL,public 2 year,756,"1,459,881"
3101800,31018,ILLINOIS CENTER FOR BROADCASTING,IL,proprietary,80,"175,288"
675300,6753,ILLINOIS CENTRAL COLLEGE,IL,public 2 year,"3,006","6,167,879"
168800,1688,ILLINOIS COLLEGE,IL,private 4 year,243,"650,828"
913500,16295,ILLINOIS EASTERN COMMUNITY COLLEGE SYSTEM OFFICE,IL,public 2 year,"1,501","3,739,160"
1258400,12584,ILLINOIS INSTITUTE OF ART (THE),IL,proprietary,"1,801","4,335,269"
169100,1691,ILLINOIS INSTITUTE OF TECHNOLOGY,IL,private 4 year,470,"1,352,572"
3099800,30998,ILLINOIS SCHOOL OF HEALTH CAREERS,IL,proprietary,"1,027","2,590,419"
169200,1692,ILLINOIS STATE UNIVERSITY,IL,public 4 year,"3,255","8,270,592"
170500,1705,ILLINOIS VALLEY COMMUNITY COLLEGE,IL,public 2 year,920,"2,002,601"
169600,1696,ILLINOIS WESLEYAN UNIVERSITY,IL,private 4 year,239,"596,600"
2160300,15231,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,IL,proprietary,"2,407","5,986,498"
807600,8076,JOHN A. LOGAN COLLEGE,IL,public 2 year,"1,663","3,756,900"
2166800,15276,JOHN AMICO'S SCHOOL OF HAIR DESIGN,IL,proprietary,31,"78,950"
1281300,12813,JOHN WOOD COMMUNITY COLLEGE,IL,public 2 year,"1,134","2,167,148"
169900,1699,JOLIET JUNIOR COLLEGE,IL,public 2 year,"1,983","3,585,091"
170000,1700,JUDSON UNIVERSITY,IL,private 4 year,330,"792,863"
769000,7690,KANKAKEE COMMUNITY COLLEGE,IL,public 2 year,927,"1,844,098"
170100,1701,KASKASKIA COLLEGE,IL,public 2 year,"1,461","3,423,070"
170300,1703,KENDALL COLLEGE,IL,private 4 year,358,"665,208"
768400,7684,KISHWAUKEE COLLEGE,IL,public 2 year,"1,047","2,197,553"
170400,1704,KNOX COLLEGE,IL,private 4 year,271,"697,726"
2312300,16350,LA' JAMES INTERNATIONAL COLLEGE,IL,proprietary,21,"65,589"
170600,1706,LAKE FOREST COLLEGE,IL,private 4 year,339,"937,468"
764400,7644,LAKE LAND COLLEGE,IL,public 2 year,"1,602","3,564,000"
1050100,10501,LAKEVIEW COLLEGE OF NURSING,IL,private 4 year,76,"174,745"
1002000,10020,LEWIS AND CLARK COMMUNITY COLLEGE,IL,public 2 year,"1,787","3,935,843"
170700,1707,LEWIS UNIVERSITY,IL,private 4 year,821,"2,039,507"
2527600,16942,LEXINGTON COLLEGE,IL,private 4 year,39,"97,429"
170800,1708,LINCOLN CHRISTIAN COLLEGE AND SEMINARY,IL,private 4 year,286,"649,153"
170900,1709,LINCOLN COLLEGE,IL,private 4 year,515,"1,225,975"
1031600,10316,LINCOLN COLLEGE OF TECHNOLOGY,IL,proprietary,"1,715","3,636,706"
717000,7170,LINCOLN LAND COMMUNITY COLLEGE,IL,public 2 year,"1,951","3,723,242"
171000,1710,LOYOLA UNIVERSITY CHICAGO,IL,private 4 year,"2,392","6,388,467"
2228100,14120,MAC DANIEL'S BEAUTY SCHOOL,IL,proprietary,75,"215,707"
171600,1716,MACCORMAC COLLEGE,IL,private 2 year,150,"356,012"
171700,1717,MACMURRAY COLLEGE,IL,private 4 year,339,"915,067"
769100,7691,MCHENRY COUNTY COLLEGE,IL,public 2 year,747,"1,354,048"
172200,1722,MCKENDREE UNIVERSITY,IL,private 4 year,615,"1,511,250"
456800,4568,MIDSTATE COLLEGE,IL,proprietary,539,"1,013,063"
3955400,39554,MIDWEST INSTITUTE OF MASSAGE THERAPY,IL,proprietary,24,"42,527"
3368300,33683,MIDWEST TECHNICAL INSTITUTE,IL,proprietary,843,"1,786,147"
165700,1657,MIDWESTERN UNIVERSITY,IL,private 4 year,17,"53,348"
172400,1724,MILLIKIN UNIVERSITY,IL,private 4 year,683,"1,726,358"
172500,1725,MONMOUTH COLLEGE,IL,private 4 year,357,"888,501"
769200,7692,MORAINE VALLEY COMMUNITY COLLEGE,IL,public 2 year,"2,529","5,353,027"
888000,8880,MORRISON INSTITUTE OF TECHNOLOGY,IL,private 2 year,57,"148,127"
172800,1728,MORTON COLLEGE,IL,public 2 year,"1,613","3,399,950"
2538100,17009,MR. JOHNS SCHOOL OF COSMETOLOGY,IL,proprietary,30,"59,009"
3643300,36433,MR. JOHN'S SCHOOL OF COSMETOLOGY & NAILS,IL,proprietary,35,"89,448"
2192400,15493,"MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS",IL,proprietary,71,"149,773"
793700,7937,MS ROBERTS ACADEMY OF BEAUTY CULTURE,IL,proprietary,68,"174,981"
173200,1732,NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE),IL,private 4 year,50,"92,009"
173300,1733,NATIONAL-LOUIS UNIVERSITY,IL,private 4 year,"1,026","2,227,180"
2556600,17214,NILES SCHOOL OF COSMETOLOGY,IL,proprietary,55,"144,821"
173400,1734,NORTH CENTRAL COLLEGE,IL,private 4 year,406,"982,815"
173500,1735,NORTH PARK UNIVERSITY,IL,private 4 year,543,"1,305,909"
169300,1693,NORTHEASTERN ILLINOIS UNIVERSITY,IL,public 4 year,"3,347","8,084,638"
173700,1737,NORTHERN ILLINOIS UNIVERSITY,IL,public 4 year,"4,822","12,981,165"
1236200,12362,NORTHWESTERN BUSINESS COLLEGE,IL,proprietary,"2,362","4,194,212"
173900,1739,NORTHWESTERN UNIVERSITY,IL,private 4 year,804,"2,133,412"
989600,9896,OAKTON COMMUNITY COLLEGE,IL,public 2 year,"1,312","2,567,806"
2297500,16242,OEHRLEIN SCHOOL OF COSMETOLOGY,IL,proprietary,51,"110,113"
174100,1741,OLIVET NAZARENE UNIVERSITY,IL,private 4 year,822,"2,137,048"
711800,7118,PARKLAND COLLEGE,IL,public 2 year,"2,160","5,017,569"
1083600,10836,PIVOT POINT INTERNATIONAL COSMETOLOGY RESEARCH CENTER,IL,proprietary,273,"646,768"
164000,1640,PRAIRIE STATE COLLEGE,IL,public 2 year,"1,957","3,794,657"
2323300,16448,PROFESSIONALS CHOICE HAIR DESIGN ACADEMY,IL,proprietary,9,"21,928"
3128300,31283,PYRAMID CAREER INSTITUTE,IL,proprietary,37,"56,048"
174500,1745,QUINCY UNIVERSITY,IL,private 4 year,286,"711,707"
711900,7119,REND LAKE COLLEGE,IL,public 2 year,"1,099","2,387,058"
1087900,10879,RICHLAND COMMUNITY COLLEGE,IL,public 2 year,"1,010","1,795,261"
174600,1746,ROBERT MORRIS COLLEGE,IL,private 4 year,"3,442","9,087,887"
174700,1747,ROCK VALLEY COLLEGE,IL,public 2 year,"1,694","3,311,555"
854500,8545,ROCKFORD BUSINESS COLLEGE,IL,proprietary,591,"1,076,231"
174800,1748,ROCKFORD COLLEGE,IL,private 4 year,355,"867,889"
174900,1749,ROOSEVELT UNIVERSITY,IL,private 4 year,"1,280","2,890,726"
165900,1659,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE AND SCIENCE,IL,private 4 year,5,"13,758"
3082900,30829,ROSEL SCHOOL OF COSMETOLOGY,IL,proprietary,160,"452,995"
980000,9800,RUSH UNIVERSITY,IL,private 4 year,36,"96,039"
998700,9987,SAINT ANTHONY COLLEGE OF NURSING,IL,private 4 year,61,"145,612"
624000,6240,SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,IL,private 4 year,88,"226,671"
3098000,30980,SAINT JOHN'S COLLEGE,IL,private 4 year,13,"44,525"
176800,1768,SAINT XAVIER UNIVERSITY,IL,private 4 year,"1,251","3,136,899"
175200,1752,SAUK VALLEY COMMUNITY COLLEGE,IL,public 2 year,960,"1,827,647"
175300,1753,SCHOOL OF THE ART INSTITUTE OF CHICAGO,IL,private 4 year,537,"1,481,189"
769300,7693,SHAWNEE COMMUNITY COLLEGE,IL,public 2 year,"1,143","2,609,670"
175600,1756,SHIMER COLLEGE,IL,private 4 year,42,"114,232"
3891300,38913,SOMA INSTITUTE - THE NATIONAL SCHOOL OF CLINICAL MASS,IL,proprietary,169,"320,505"
176900,1769,SOUTH SUBURBAN COLLEGE OF COOK COUNTY,IL,public 2 year,"4,246","8,082,047"
175700,1757,SOUTHEASTERN ILLINOIS COLLEGE,IL,public 2 year,678,"1,637,464"
175800,1758,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,IL,public 4 year,"5,299","14,372,869"
175900,1759,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,public 4 year,"2,690","6,754,528"
163600,1636,SOUTHWESTERN ILLINOIS COLLEGE,IL,public 2 year,"3,766","7,640,040"
3128500,31285,SPANISH COALITION FOR JOBS,IL,private 2 year,91,"204,196"
457100,4571,SPARKS COLLEGE,IL,proprietary,19,"52,052"
164300,1643,SPOON RIVER COLLEGE,IL,public 2 year,617,"1,404,078"
176100,1761,SPRINGFIELD COLLEGE ILLINOIS,IL,private 2 year,215,"477,378"
2185400,15415,ST. AUGUSTINE COLLEGE,IL,private 4 year,982,"2,577,654"
1181000,11810,TAYLOR BUSINESS INSTITUTE,IL,proprietary,320,"911,062"
2073200,13816,TELSHE YESHIVA-CHICAGO,IL,private 4 year,25,"87,913"
3065300,30653,TREND SETTERS COLLEGE OF COSMETOLOGY,IL,proprietary,103,"208,817"
1069500,10695,TRI COUNTY BEAUTY ACADEMY,IL,proprietary,20,"50,439"
177100,1771,TRINITY CHRISTIAN COLLEGE,IL,private 4 year,347,"763,115"
622500,6225,TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES,IL,private 4 year,53,"125,373"
177200,1772,TRINITY INTERNATIONAL UNIVERSITY,IL,private 4 year,436,"1,045,938"
177300,1773,TRITON COLLEGE,IL,public 2 year,"2,276","4,643,373"
177400,1774,UNIVERSITY OF CHICAGO (THE),IL,private 4 year,547,"1,451,215"
177600,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,IL,public 4 year,"5,220","14,350,776"
933300,9333,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,IL,public 4 year,757,"1,794,327"
177500,1775,UNIVERSITY OF ILLINOIS AT URBANA - CHAMPAIGN,IL,public 4 year,"4,758","13,028,378"
166400,1664,UNIVERSITY OF SAINT FRANCIS,IL,private 4 year,397,"936,364"
2124400,14839,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,proprietary,149,"322,382"
177800,1778,VANDERCOOK COLLEGE OF MUSIC,IL,private 4 year,43,"109,764"
2069300,13944,VATTEROTT COLLEGE,IL,proprietary,864,"2,206,717"
3623300,36233,VEE'S SCHOOL OF BEAUTY CULTURE,IL,proprietary,28,"91,399"
693100,6931,WAUBONSEE COMMUNITY COLLEGE,IL,public 2 year,729,"1,367,203"
2214100,6250,WEST SUBURBAN COLLEGE OF NURSING,IL,private 4 year,57,"132,047"
178000,1780,WESTERN ILLINOIS UNIVERSITY,IL,public 4 year,"3,092","7,887,602"
3079200,30792,WESTWOOD COLLEGE - DUPAGE,IL,proprietary,888,"2,191,967"
2313900,16368,WESTWOOD COLLEGE - O'HARE AIRPORT,IL,proprietary,967,"2,292,811"
178100,1781,WHEATON COLLEGE,IL,private 4 year,296,"774,933"
396100,3961,WILLIAM RAINEY HARPER COLLEGE,IL,public 2 year,"1,946","4,198,537"
178300,1783,WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,proprietary,40,"91,402"
3879300,38793,YOUR SCHOOL OF BEAUTY CULTURE,IL,proprietary,49,"132,941"
2345200,16665,A CUT ABOVE BEAUTY COLLEGE,IN,proprietary,75,"187,235"
3538300,35383,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,IN,proprietary,33,"60,749"
178400,1784,ANCILLA DOMINI COLLEGE,IN,private 2 year,310,"725,122"
178500,1785,ANDERSON UNIVERSITY,IN,private 4 year,631,"1,564,658"
961200,13918,APEX ACADEMY OF HAIR DESIGN,IN,proprietary,7,"17,700"
3176300,31763,AVIATION INSTITUTE OF MAINTENANCE,IN,proprietary,191,"406,921"
178600,1786,BALL STATE UNIVERSITY,IN,public 4 year,"3,764","9,510,567"
178700,1787,BETHEL COLLEGE,IN,private 4 year,728,"1,596,496"
2103200,14607,BROWN MACKIE COLLEGE-MERRILLVILLE,IN,proprietary,"1,941","4,136,488"
458300,4583,BROWN MACKIE COLLEGE-SOUTH BEND,IN,proprietary,"2,346","4,760,453"
178800,1788,BUTLER UNIVERSITY,IN,private 4 year,389,"999,588"
183400,1834,CALUMET COLLEGE OF SAINT JOSEPH,IN,private 4 year,402,"984,160"
2615800,26158,COLLEGE OF COURT REPORTING,IN,proprietary,96,"216,690"
1150500,11505,CREATIVE HAIR STYLING ACADEMY,IN,proprietary,67,"162,447"
3456700,34567,CROSSROADS BIBLE COLLEGE,IN,private 4 year,125,"252,973"
3262300,32623,DAVID DEMUTH INSTITUTE OF COSMETOLOGY,IN,proprietary,32,"62,312"
179200,1792,DEPAUW UNIVERSITY,IN,private 4 year,272,"691,876"
2158800,14523,DON ROBERTS BEAUTY SCHOOL,IN,proprietary,26,"57,378"
2164300,13998,DON ROBERTS SCHOOL OF HAIR DESIGN,IN,proprietary,44,"101,154"
179300,1793,EARLHAM COLLEGE,IN,private 4 year,231,"559,189"
2118900,14626,EVANSVILLE TRI STATE BEAUTY COLLEGE,IN,proprietary,29,"86,675"
179800,1798,FRANKLIN COLLEGE OF INDIANA,IN,private 4 year,280,"722,537"
179900,1799,GOSHEN COLLEGE,IN,private 4 year,200,"492,431"
180000,1800,GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,private 4 year,233,"591,918"
2607000,26070,HAIR ARTS ACADEMY,IN,proprietary,26,"57,591"
2490500,16688,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,IN,proprietary,173,"379,892"
2490800,16691,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,IN,proprietary,68,"138,026"
180100,1801,HANOVER COLLEGE,IN,private 4 year,150,"403,612"
951500,9515,HARROLD BEAUTY ACADEMY,IN,proprietary,50,"110,300"
726300,7263,HOLY CROSS COLLEGE,IN,private 4 year,97,"198,714"
180300,1803,HUNTINGTON UNIVERSITY,IN,private 4 year,240,"549,117"
4038700,40387,IDEAL BEAUTY ACADEMY,IN,proprietary,14,"27,127"
2158400,15218,INDIANA BUSINESS COLLEGE,IN,proprietary,"4,295","9,861,569"
3009700,15222,INDIANA BUSINESS COLLEGE-MUNCIE,IN,proprietary,416,"963,737"
180500,1805,INDIANA INSTITUTE OF TECHNOLOGY,IN,private 4 year,974,"2,209,899"
180700,1807,INDIANA STATE UNIVERSITY,IN,public 4 year,"2,644","6,882,965"
180900,1809,INDIANA UNIVERSITY - BLOOMINGTON,IN,public 4 year,"4,485","11,874,218"
181100,1811,INDIANA UNIVERSITY - EAST,IN,public 4 year,"1,064","2,484,274"
181400,1814,INDIANA UNIVERSITY - KOKOMO,IN,public 4 year,784,"1,794,695"
181500,1815,INDIANA UNIVERSITY - NORTHWEST,IN,public 4 year,"1,735","4,349,810"
181300,1813,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,IN,public 4 year,"6,049","14,647,451"
181600,1816,INDIANA UNIVERSITY - SOUTH BEND,IN,public 4 year,"2,070","4,796,000"
182800,1828,INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE,IN,public 4 year,"3,305","7,554,878"
181700,1817,INDIANA UNIVERSITY SOUTHEAST,IN,public 4 year,"1,516","3,482,456"
182200,1822,INDIANA WESLEYAN UNIVERSITY,IN,private 4 year,"2,508","5,162,972"
457900,14207,INTERNATIONAL BUSINESS COLLEGE,IN,proprietary,508,"1,289,268"
732900,7329,ITT TECHNICAL INSTITUTE -,IN,proprietary,"39,015","84,044,910"
854600,9916,IVY TECH COMMUNITY COLLEGE OF INDIANA - SYSTEM OFFICE,IN,public 2 year,"33,613","66,205,012"
2302700,16285,J. EVERETT LIGHT CAREER CENTER,IN,public 2 year,74,"160,869"
977700,9777,KAPLAN COLLEGE,IN,proprietary,841,"2,096,826"
2201800,15564,KAPLAN COLLEGE,IN,proprietary,"1,324","3,224,982"
2351300,16692,KNOX BEAUTY COLLEGE,IN,proprietary,19,"49,225"
1040900,10409,LAFAYETTE BEAUTY ACADEMY,IN,proprietary,28,"94,350"
793800,7938,LINCOLN COLLEGE OF TECHNOLOGY,IN,proprietary,"1,085","2,537,169"
182000,1820,MANCHESTER COLLEGE,IN,private 4 year,275,"751,559"
182100,1821,MARIAN COLLEGE,IN,private 4 year,643,"1,605,251"
2140800,14975,MARTIN UNIVERSITY,IN,private 4 year,554,"1,211,052"
2308900,16324,MASTERS OF COSMETOLOGY COLLEGE,IN,proprietary,36,"110,507"
961300,9613,MERRILLVILLE BEAUTY COLLEGE,IN,proprietary,106,"212,489"
1061800,10618,MID AMERICA COLLEGE OF FUNERAL SERVICE,IN,private 4 year,33,"78,007"
4119700,41197,MOLER HAIRSTYLING COLLEGE,IN,proprietary,4,"6,816"
182400,1824,OAKLAND CITY UNIVERSITY,IN,private 4 year,395,"992,092"
2241700,15806,PJ'S COLLEGE OF COSMETOLOGY,IN,proprietary,90,"193,258"
2304800,16289,PJ'S COLLEGE OF COSMETOLOGY,IN,proprietary,30,"72,033"
182500,1825,PURDUE UNIVERSITY,IN,public 4 year,"5,360","13,458,849"
182700,1827,PURDUE UNIVERSITY - CALUMET,IN,public 4 year,"2,766","6,902,985"
182600,1826,PURDUE UNIVERSITY NORTH CENTRAL,IN,public 4 year,"1,212","2,687,104"
2084800,14273,RAVENSCROFT BEAUTY COLLEGE,IN,proprietary,175,"389,566"
2339600,16593,ROGERS ACADEMY OF HAIR DESIGN,IN,proprietary,100,"240,468"
183000,1830,ROSE-HULMAN INSTITUTE OF TECHNOLOGY,IN,private 4 year,230,"595,449"
967300,9673,RUDAE'S SCHOOL OF BEAUTY CULTURE,IN,proprietary,145,"376,553"
625700,6257,SAINT ELIZABETH SCHOOL OF NURSING,IN,private 4 year,99,"255,023"
183300,1833,ST JOSEPH'S COLLEGE,IN,private 4 year,234,"629,133"
183500,1835,ST MARY OF THE WOODS COLLEGE,IN,private 4 year,516,"935,269"
183600,1836,ST MARYS COLLEGE,IN,private 4 year,173,"452,002"
4100300,41003,SUCCESS SCHOOLS,IN,proprietary,28,"67,467"
183800,1838,TAYLOR UNIVERSITY,IN,private 4 year,491,"1,145,510"
183900,1839,TRI-STATE UNIVERSITY,IN,private 4 year,489,"1,240,811"
3100600,31006,TUCKER CAREER AND TECHNOLOGY CENTER,IN,public 2 year,23,"75,600"
179500,1795,UNIVERSITY OF EVANSVILLE,IN,private 4 year,612,"1,583,011"
180400,1804,UNIVERSITY OF INDIANAPOLIS,IN,private 4 year,"1,054","2,474,264"
184000,1840,UNIVERSITY OF NOTRE DAME,IN,private 4 year,722,"1,816,541"
183200,1832,UNIVERSITY OF SAINT FRANCIS,IN,private 4 year,618,"1,455,016"
180800,1808,UNIVERSITY OF SOUTHERN INDIANA,IN,public 4 year,"2,230","5,603,541"
184200,1842,VALPARAISO UNIVERSITY,IN,private 4 year,540,"1,423,897"
1015100,10151,VINCENNES BEAUTY COLLEGE,IN,proprietary,43,"89,087"
184300,1843,VINCENNES UNIVERSITY,IN,public 4 year,"2,545","6,286,799"
184400,1844,WABASH COLLEGE,IN,private 4 year,153,"404,069"
868200,8682,ACADEMY OF HAIR DESIGN,KS,proprietary,64,"142,229"
190100,1901,ALLEN COUNTY COMMUNITY COLLEGE,KS,public 2 year,824,"1,784,586"
2204900,15587,AMERICAN ACADEMY OF HAIR DESIGN,KS,proprietary,42,"105,544"
190300,1903,BAKER UNIVERSITY,KS,private 4 year,499,"1,120,646"
191700,1917,BARCLAY COLLEGE,KS,private 4 year,42,"117,751"
460800,4608,BARTON COUNTY COMMUNITY COLLEGE,KS,public 2 year,747,"1,590,371"
