OPEID,PELLID,Name,State,Type & Control,Recipients,Awards
299200,2992,UNIVERSITY OF MARY,ND,private 4 year,625,"1,543,840"
300500,3005,UNIVERSITY OF NORTH DAKOTA,ND,public 4 year,"2,085","5,042,279"
300800,3008,VALLEY CITY STATE UNIVERSITY,ND,public 4 year,234,"567,034"
300700,3007,WILLISTON STATE COLLEGE,ND,public 2 year,357,"910,778"
849200,8492,ALEGENT HEALTH SCHOOLS,NE,private 4 year,12,"40,200"
974300,2538,BELLEVUE UNIVERSITY,NE,private 4 year,"1,345","2,712,700"
639900,6399,BRYAN LGH COLLEGE OF HEALTH SCIENCES,NE,private 4 year,89,"139,550"
961700,9617,CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS,NE,proprietary,61,"134,570"
2099500,14468,CENTRAL COMMUNITY COLLEGE,NE,public 2 year,"1,798","3,586,342"
253900,2539,CHADRON STATE COLLEGE,NE,public 4 year,758,"1,869,497"
986200,9862,CLARKSON COLLEGE,NE,private 4 year,176,"403,211"
2079700,14176,COLLEGE OF HAIR DESIGN,NE,proprietary,127,"302,057"
254000,2540,COLLEGE OF SAINT MARY,NE,private 4 year,471,"1,225,646"
254100,2541,CONCORDIA UNIVERSITY,NE,private 4 year,283,"693,630"
3164300,31643,CREATIVE CENTER (THE),NE,proprietary,49,"144,399"
254200,2542,CREIGHTON UNIVERSITY,NE,private 4 year,639,"1,613,104"
254300,2543,DANA COLLEGE,NE,private 4 year,200,"492,710"
254400,2544,DOANE COLLEGE,NE,private 4 year,478,"1,170,544"
254700,2547,GRACE UNIVERSITY,NE,private 4 year,140,"300,879"
254800,2548,HASTINGS COLLEGE,NE,private 4 year,290,"728,862"
1151900,11519,JOSEPH'S COLLEGE OF BEAUTY,NE,proprietary,379,"1,028,763"
952300,9523,LA'JAMES INTERNATIONAL COLLEGE,NE,proprietary,80,"197,651"
3323300,33233,LITTLE PRIEST TRIBAL COLLEGE,NE,private 2 year,80,"208,705"
1258600,4432,METROPOLITAN COMMUNITY COLLEGE,NE,public 2 year,"3,799","5,555,215"
255300,2553,MIDLAND LUTHERAN COLLEGE,NE,private 4 year,356,"827,876"
255700,2557,MID-PLAINS COMMUNITY COLLEGE,NE,public 2 year,687,"1,606,460"
3279300,32793,MYOTHERAPY INSTITUTE,NE,proprietary,26,"44,333"
1297600,12976,NEBRASKA CHRISTIAN COLLEGE,NE,private 4 year,63,"159,811"
2550800,15339,NEBRASKA INDIAN COMMUNITY COLLEGE,NE,private 2 year,29,"43,014"
640400,9937,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,NE,private 4 year,159,"378,075"
255500,2555,NEBRASKA WESLEYAN UNIVERSITY,NE,private 4 year,437,"1,047,597"
1166700,2556,NORTHEAST COMMUNITY COLLEGE,NE,public 2 year,"1,225","2,860,444"
3127300,31273,OMAHA SCHOOL OF MASSAGE THERAPY,NE,proprietary,51,"103,042"
255900,2559,PERU STATE COLLEGE,NE,public 4 year,520,"1,304,947"
2508300,7591,SOUTHEAST COMMUNITY COLLEGE,NE,public 2 year,"2,902","5,161,716"
256300,2563,UNION COLLEGE,NE,private 4 year,284,"788,207"
3821400,38214,UNIVERSAL COLLEGE OF HEALING ARTS,NE,proprietary,19,"39,677"
256500,2565,UNIVERSITY OF NEBRASKA,NE,public 4 year,"3,284","7,878,420"
255100,2551,UNIVERSITY OF NEBRASKA - KEARNEY,NE,public 4 year,"1,704","4,129,871"
255400,2554,UNIVERSITY OF NEBRASKA - OMAHA,NE,public 4 year,"2,495","5,893,544"
689500,6895,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,public 4 year,248,"621,699"
750100,7501,VATTEROTT COLLEGE,NE,proprietary,682,"1,800,101"
256600,2566,WAYNE STATE COLLEGE,NE,public 4 year,"1,024","2,624,237"
256000,2560,WESTERN NEBRASKA COMMUNITY COLLEGE,NE,public 2 year,634,"1,449,064"
2610500,26105,XENON INTERNATIONAL ACADEMY II,NE,proprietary,91,"211,400"
256700,2567,YORK COLLEGE,NE,private 4 year,165,"430,993"
473300,4733,CHESTER COLLEGE OF NEW ENGLAND,NH,private 4 year,82,"190,617"
257200,2572,COLBY-SAWYER COLLEGE,NH,private 4 year,148,"387,034"
849300,8493,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,proprietary,15,"31,246"
1318900,13189,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,proprietary,24,"57,905"
473100,4731,DANIEL WEBSTER COLLEGE,NH,private 4 year,176,"418,000"
257300,2573,DARTMOUTH COLLEGE,NH,private 4 year,531,"1,393,640"
864500,14177,EMPIRE BEAUTY SCHOOL,NH,proprietary,139,"283,383"
2179600,15403,EMPIRE BEAUTY SCHOOL,NH,proprietary,184,"379,546"
2300200,16275,ESTHETICS INSTITUTE AT CONCORD ACADEMY,NH,proprietary,8,"18,522"
257500,2575,FRANKLIN PIERCE UNIVERSITY,NH,private 4 year,592,"1,194,378"
3101300,31013,GRANITE STATE COLLEGE,NH,public 4 year,463,"872,403"
472900,4729,HESSER COLLEGE,NH,proprietary,"2,204","4,926,055"
2245400,15836,KEENE BEAUTY ACADEMY,NH,proprietary,36,"76,023"
259000,2590,KEENE STATE COLLEGE,NH,public 4 year,726,"1,714,603"
702500,7025,LEBANON COLLEGE,NH,private 2 year,7,"22,599"
473000,4730,MCINTOSH COLLEGE,NH,proprietary,553,"1,235,848"
2174800,15356,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,NH,proprietary,74,"132,238"
257900,2579,NEW ENGLAND COLLEGE,NH,private 4 year,224,"578,521"
2247000,15845,NEW ENGLAND SCHOOL OF HAIR DESIGN,NH,proprietary,30,"78,935"
755500,7555,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE - LACONIA,NH,public 2 year,264,"547,877"
258200,2582,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHEST,NH,public 2 year,439,"840,488"
923600,9236,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE-NASHUA,NH,public 2 year,345,"734,010"
258300,2583,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE-STRATHAM,NH,public 2 year,290,"569,778"
756000,7560,NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE - CLAREMONT,NH,public 2 year,247,"497,838"
529100,5291,NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE AT BERLIN/LA,NH,public 2 year,324,"693,065"
3729300,37293,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NH,proprietary,14,"29,235"
3182300,31823,NEW HAMPSHIRE INSTITUTE OF ART,NH,private 4 year,93,"235,555"
258100,2581,NEW HAMPSHIRE TECHNICAL INSTITUTE,NH,public 2 year,677,"1,326,629"
259100,2591,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF,NH,public 4 year,813,"1,943,214"
2211600,13558,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN,NH,proprietary,16,"36,783"
258600,2586,RIVIER COLLEGE,NH,private 4 year,271,"636,637"
258700,2587,SAINT ANSELM COLLEGE,NH,private 4 year,212,"499,769"
2140400,15016,SAINT JOSEPH SCHOOL OF PRACTICAL NURSING,NH,private 2 year,37,"96,657"
3305300,33053,SECOND START,NH,private 2 year,49,"125,518"
258000,2580,SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,private 4 year,925,"1,668,230"
3043100,30431,THOMAS MORE COLLEGE OF LIBERAL ARTS,NH,private 4 year,22,"66,800"
258900,2589,UNIVERSITY OF NEW HAMPSHIRE,NH,public 4 year,"1,899","4,733,939"
3437300,34373,UPPER VALLEY TEACHER INSTITUTE,NH,private 2 year,18,"50,200"
3389300,33893,ACADEMY OF MASSAGE THERAPY,NJ,proprietary,60,"128,782"
2525900,16954,ARTISTIC ACADEMY OF HAIR DESIGN,NJ,proprietary,52,"105,376"
259600,2596,ATLANTIC CAPE COMMUNITY COLLEGE,NJ,public 2 year,"2,846","6,141,345"
4081300,40813,BAIS MEDRASH TORAS CHESED,NJ,private 4 year,19,"68,225"
2132300,14968,BERDAN INSTITUTE,NJ,proprietary,379,"782,429"
473600,4736,BERGEN COMMUNITY COLLEGE,NJ,public 2 year,"3,060","7,497,430"
2312000,16349,BERGEN COUNTY TECHNICAL SCHOOLS,NJ,public 2 year,20,"49,620"
750200,7502,BERKELEY COLLEGE,NJ,proprietary,"1,727","4,132,723"
794700,3972,BETH MEDRASH GOVOHA OF AMERICA,NJ,private 4 year,"1,617","5,274,359"
259700,2597,BLOOMFIELD COLLEGE,NJ,private 4 year,"1,316","3,273,961"
840400,8404,BROOKDALE COMMUNITY COLLEGE,NJ,public 2 year,"2,867","6,496,275"
773000,7730,BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS,NJ,public 2 year,"1,379","3,112,109"
259800,2598,CALDWELL COLLEGE,NJ,private 4 year,567,"1,142,735"
686500,6865,CAMDEN COUNTY COLLEGE,NJ,public 2 year,"3,846","8,746,795"
907800,9078,CAPRI INSTITUTE OF HAIR DESIGN,NJ,proprietary,95,"196,621"
2103700,14551,CAPRI INSTITUTE OF HAIR DESIGN,NJ,proprietary,66,"117,527"
2183600,15558,CAPRI INSTITUTE OF HAIR DESIGN,NJ,proprietary,98,"178,062"
2265500,16107,CAPRI INSTITUTE OF HAIR DESIGN,NJ,proprietary,125,"254,481"
259900,2599,CENTENARY COLLEGE,NJ,private 4 year,427,"1,063,928"
3324300,33243,CENTRAL CAREER SCHOOL,NJ,proprietary,41,"78,528"
641000,6410,CHARLES E GREGORY SCHOOL OF NURSING (THE),NJ,private 4 year,36,"99,464"
1085100,16701,CHUBB INSTITUTE,NJ,proprietary,"1,429","2,855,493"
264200,2642,COLLEGE OF NEW JERSEY (THE),NJ,public 4 year,800,"2,205,060"
260000,2600,COLLEGE OF SAINT ELIZABETH,NJ,private 4 year,278,"772,167"
2252700,15918,CONCORDE SCHOOL OF HAIR DESIGN,NJ,proprietary,238,"522,604"
2248600,15857,COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCA,NJ,private 2 year,10,"33,350"
3574400,35744,CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAP,NJ,proprietary,52,"64,906"
772900,7106,COUNTY COLLEGE OF MORRIS,NJ,public 2 year,983,"2,179,708"
260100,2601,CUMBERLAND COUNTY COLLEGE,NJ,public 2 year,"1,331","3,168,796"
2154000,15188,DIVERS ACADEMY OF THE EASTERN SEABOARD,NJ,proprietary,53,"86,554"
1234600,12346,DOVER BUSINESS COLLEGE,NJ,proprietary,426,"893,657"
2223900,15719,DRAKE COLLEGE OF BUSINESS,NJ,proprietary,"1,206","3,016,286"
260300,2603,DREW UNIVERSITY,NJ,private 4 year,245,"704,175"
2131100,14848,DUCRET SCHOOL OF THE ARTS,NJ,private 4 year,5,"11,038"
3811300,38113,EASTERN SCHOOL OF ACUPUNCTURE AND TRADITIONAL MEDICIN,NJ,proprietary,7,"18,262"
2291000,16176,ENGINE CITY TECHNICAL INSTITUTE,NJ,proprietary,76,"157,014"
710700,7107,ESSEX COUNTY COLLEGE,NJ,public 2 year,"4,902","12,330,127"
2261800,15969,EUROPEAN ACADEMY OF COSMETOLOGY,NJ,proprietary,98,"210,478"
260700,2607,FAIRLEIGH DICKINSON UNIVERSITY,NJ,private 4 year,"1,401","3,675,232"
261000,2610,FELICIAN COLLEGE,NJ,private 4 year,538,"1,452,483"
260800,2608,GEORGIAN COURT UNIVERSITY,NJ,private 4 year,591,"1,492,878"
750700,7507,GIBBS COLLEGE,NJ,proprietary,"1,402","3,268,413"
690100,6901,GLOUCESTER COUNTY COLLEGE,NJ,public 2 year,"1,282","3,044,612"
2104000,14575,HARRIS SCHOOL OF BUSINESS,NJ,proprietary,874,"1,790,507"
2186700,15442,HARRISON CAREER INSTITUTE,NJ,proprietary,130,"254,232"
2586800,25868,HARRISON CAREER INSTITUTE-,NJ,proprietary,106,"199,262"
3803300,38033,HEALTHCARE TRAINING INSTITUTE,NJ,proprietary,102,"196,456"
3629300,36293,HELMA INSTITUTE OF MASSAGE THERAPY,NJ,proprietary,120,"224,843"
849400,8494,HO HO KUS SCHL OF TRADE & TECH SCIENCES,NJ,proprietary,96,"218,988"
1246200,12462,HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCI,NJ,proprietary,358,"738,058"
2053700,13618,HOHOKUS SCHOOL,NJ,proprietary,363,"720,535"
2092300,13129,HOHOKUS SCHOOL - RETS/NUTLEY,NJ,proprietary,323,"683,562"
641700,6417,HOLY NAME HOSPITAL SCHOOL OF NURSING,NJ,private 2 year,28,"72,845"
1295400,12954,HUDSON COUNTY COMMUNITY COLLEGE,NJ,public 2 year,"4,484","11,144,363"
3197300,31973,INSTITUTE FOR HEALTH EDUCATION (THE),NJ,proprietary,6,"14,525"
3536300,35363,INSTITUTE FOR THERAPEUTIC MASSAGE,NJ,proprietary,74,"76,814"
2146800,15102,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),NJ,proprietary,24,"78,000"
262200,2622,KEAN UNIVERSITY,NJ,public 4 year,"2,827","7,625,710"
3530300,35303,KEYSKILLS LEARNING,NJ,proprietary,17,"24,981"
750600,7506,LINCOLN TECHNICAL INSTITUTE,NJ,proprietary,"2,264","5,333,552"
1246100,12461,LINCOLN TECHNICAL INSTITUTE,NJ,proprietary,"3,452","7,966,061"
474000,2641,MERCER COUNTY COMMUNITY COLLEGE,NJ,public 2 year,"2,546","5,526,655"
3122600,31226,MICRO TECH TRAINING CENTER,NJ,proprietary,409,"1,190,248"
261500,2615,MIDDLESEX COUNTY COLLEGE,NJ,public 2 year,"3,365","7,683,284"
539900,5399,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,NJ,public 2 year,25,"62,724"
261600,2616,MONMOUTH UNIVERSITY,NJ,private 4 year,860,"2,225,962"
261700,2617,MONTCLAIR STATE UNIVERSITY,NJ,public 4 year,"3,149","8,607,100"
1152300,15846,MORRIS COUNTY SCHOOL OF TECHNOLOGY,NJ,public 2 year,11,"34,650"
642000,6420,MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING,NJ,private 4 year,15,"33,540"
642100,6421,MUHLENBERG REGIONAL MEDICAL CTR-HAROLD B. & DOROTHY A,NJ,private 2 year,130,"214,812"
1170800,11708,NATURAL MOTION INSTITUTE OF HAIR DESIGN,NJ,proprietary,92,"189,827"
3424500,34245,NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER,NJ,private 2 year,284,"616,718"
2223700,15709,NEW HORIZONS INSTITUTE OF COSMETOLOGY,NJ,proprietary,80,"195,986"
261300,2613,NEW JERSEY CITY UNIVERSITY,NJ,public 4 year,"2,830","7,924,218"
262100,2621,NEW JERSEY INSTITUTE OF TECHNOLOGY,NJ,public 4 year,"1,420","3,944,128"
262400,2624,OCEAN COUNTY COLLEGE,NJ,public 2 year,"1,755","3,969,274"
2523700,16934,OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS,NJ,public 2 year,84,"190,652"
2219600,15683,OMEGA INSTITUTE,NJ,proprietary,204,"429,569"
759300,7593,PARISIAN BEAUTY ACADEMY,NJ,proprietary,143,"312,853"
999400,9994,PASSAIC COUNTY COMMUNITY COLLEGE,NJ,public 2 year,"3,457","7,050,716"
1062900,10629,PB COSMETOLOGY EDUCATION CENTRE,NJ,proprietary,92,"193,394"
3650600,36506,PC AGE,NJ,proprietary,65,"171,227"
3650603,36507,PC AGE,NJ,proprietary,46,"98,743"
3769300,37693,PC TECH LEARNING CENTER,NJ,proprietary,211,"517,156"
2131600,14877,PENNCO TECH,NJ,proprietary,406,"973,340"
3625300,36253,PERFORMANCE TRAINING INSTITUTE,NJ,proprietary,1,"3,330"
262700,2627,PRINCETON UNIVERSITY,NJ,private 4 year,415,"1,075,050"
3077500,30775,RABBI JACOB JOSEPH SCHOOL,NJ,private 4 year,3,"10,700"
860900,8609,RABBINICAL COLLEGE OF AMERICA,NJ,private 4 year,74,"270,425"
934400,9344,RAMAPO COLLEGE OF NEW JERSEY,NJ,public 4 year,907,"2,508,197"
773100,7731,RARITAN VALLEY COMMUNITY COLLEGE,NJ,public 2 year,840,"1,620,192"
1209000,12090,REIGNBOW BEAUTY ACADEMY,NJ,proprietary,193,"404,033"
2528200,16935,REIGNBOW BEAUTY ACADEMY,NJ,proprietary,75,"136,107"
934500,9345,RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE),NJ,public 4 year,"1,598","4,247,929"
262800,2628,RIDER UNIVERSITY,NJ,private 4 year,830,"2,179,763"
1090300,10903,RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS,NJ,proprietary,39,"59,814"
2061800,13590,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,proprietary,74,"189,422"
260900,2609,ROWAN UNIVERSITY,NJ,public 4 year,"2,094","5,293,707"
262900,2629,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,public 4 year,"9,980","28,234,871"
263800,2638,SAINT PETER'S COLLEGE,NJ,private 4 year,981,"2,757,638"
546100,5461,SALEM COMMUNITY COLLEGE,NJ,public 2 year,494,"1,132,641"
263200,2632,SETON HALL UNIVERSITY,NJ,private 4 year,"1,011","2,775,525"
2234600,15759,SHORE BEAUTY SCHOOL,NJ,proprietary,34,"81,724"
3666300,36663,SOMERSET CHRISTIAN COLLEGE,NJ,private 4 year,42,"94,097"
546000,14074,SOMERSET COUNTY TECHNICAL INSTITUTE,NJ,public 2 year,40,"89,447"
642900,6429,ST FRANCIS MEDICAL CENTER,NJ,private 4 year,5,"9,875"
2586900,25869,STAR TECHNICAL INSTITUTE,NJ,proprietary,626,"1,464,649"
3187300,31873,STENOTECH CAREER INSTITUTE,NJ,proprietary,44,"110,036"
263900,2639,STEVENS INSTITUTE OF TECHNOLOGY,NJ,private 4 year,319,"863,018"
736200,7362,STUART SCHOOL OF BUSINESS ADMINISTRATION (THE),NJ,proprietary,631,"1,283,430"
2568800,25688,SUSSEX COUNTY COMMUNITY COLLEGE,NJ,public 2 year,640,"1,333,582"
1198900,11989,TALMUDICAL ACADEMY,NJ,private 4 year,27,"102,550"
545200,5452,TETERBORO SCHOOL OF AERONAUTICS,NJ,proprietary,76,"214,664"
2192200,11648,THOMAS A EDISON STATE COLLEGE,NJ,public 4 year,692,"955,024"
264300,2643,UNION COUNTY COLLEGE,NJ,public 2 year,"3,440","7,862,598"
2232500,6139,UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS,NJ,public 2 year,59,"134,085"
1039400,13645,UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY,NJ,public 4 year,109,"230,166"
2503900,16857,WARREN COUNTY COMMUNITY COLLEGE,NJ,public 2 year,313,"687,917"
262500,2625,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,NJ,public 4 year,"1,948","5,129,325"
2532900,15410,BUSINESS SKILLS INSTITUTE,NM,proprietary,46,"79,859"
474200,4742,CENTRAL NEW MEXICO COMMUNITY COLLEGE,NM,public 2 year,"7,308","12,119,482"
474300,4743,CLOVIS COMMUNITY COLLEGE,NM,public 2 year,"1,151","2,448,939"
264900,2649,COLLEGE OF SANTA FE,NM,private 4 year,363,"900,942"
265000,13935,COLLEGE OF THE SOUTHWEST,NM,private 4 year,237,"636,483"
2357600,16119,CROWNPOINT INSTITUTE OF TECHNOLOGY,NM,public 2 year,326,"896,174"
1063200,10632,DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY,NM,proprietary,129,"326,150"
265100,2651,EASTERN NEW MEXICO UNIVERSITY,NM,public 4 year,"2,939","7,614,609"
2146400,14152,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE,NM,public 4 year,124,"219,959"
3128200,31282,KAPLAN CAREER INSTITUTE,NM,proprietary,277,"625,177"
996200,9962,LUNA COMMUNITY COLLEGE,NM,public 2 year,405,"1,033,748"
3944300,39443,MASSAGE THERAPY TRAINING INSTITUTE,NM,proprietary,44,"71,746"
3206300,32063,MESALANDS COMMUNITY COLLEGE,NM,public 2 year,195,"469,356"
265300,2653,NEW MEXICO HIGHLANDS UNIVERSITY,NM,public 4 year,"1,173","3,181,073"
265400,2654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,NM,public 4 year,276,"758,324"
265500,2655,NEW MEXICO JUNIOR COLLEGE,NM,public 2 year,803,"1,922,210"
265600,2656,NEW MEXICO MILITARY INSTITUTE,NM,public 2 year,117,"309,852"
265700,2657,NEW MEXICO STATE UNIVERSITY,NM,public 4 year,"9,567","25,766,013"
2083900,5286,NORTHERN NEW MEXICO COLLEGE,NM,public 4 year,846,"2,116,039"
1300500,13005,OLYMPIAN UNIVERSITY OF COSMETOLOGY,NM,proprietary,766,"1,787,654"
3678300,36783,PIMA MEDICAL INSTITUTE,NM,proprietary,36,"83,660"
209300,2093,SAINT JOHN'S COLLEGE,NM,private 4 year,119,"313,095"
266000,2660,SAN JUAN COLLEGE,NM,public 2 year,"1,822","4,522,778"
2278100,16065,SANTA FE COMMUNITY COLLEGE,NM,public 2 year,851,"1,877,345"
2511000,11185,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,NM,public 2 year,302,"537,729"
3430300,34303,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,NM,proprietary,75,"131,569"
266300,2663,UNIVERSITY OF NEW MEXICO,NM,public 4 year,"8,398","22,150,788"
266400,2664,WESTERN NEW MEXICO UNIVERSITY,NM,public 4 year,"1,131","3,162,746"
1323200,13232,ACADEMY OF HAIR DESIGN,NV,proprietary,127,"283,053"
3110000,31100,ACADEMY OF HEALING ARTS,NV,proprietary,431,"993,054"
3084600,30846,ART INSTITUTE OF LAS VEGAS (THE),NV,proprietary,787,"1,700,770"
2621500,26215,CAREER COLLEGE OF NORTHERN NEVADA,NV,proprietary,297,"596,701"
3088200,30882,CARSON CITY BEAUTY ACADEMY,NV,proprietary,77,"186,079"
1036200,10362,COMMUNITY COLLEGE OF SOUTHERN NEVADA,NV,public 2 year,"4,343","8,638,396"
3010400,30104,CRESCENT CITY SCHOOL OF GAMING & BARTENDING,NV,proprietary,276,"766,615"
3787300,37873,EXPERTISE COSMETOLOGY INSTITUTE,NV,private 2 year,94,"225,604"
697700,6977,GREAT BASIN COLLEGE,NV,public 4 year,407,"880,344"
3043200,30432,HERITAGE COLLEGE,NV,proprietary,520,"1,173,570"
3975300,39753,INSTITUTE OF PROFESSIONAL CAREERS,NV,proprietary,15,"27,932"
2237500,15804,LAS VEGAS COLLEGE,NV,proprietary,469,"931,595"
736700,7367,MARINELLO SCHOOLS OF BEAUTY,NV,proprietary,253,"567,566"
4114300,41143,NEVADA STATE COLLEGE,NV,public 4 year,198,"289,264"
3838500,38385,NORTHWEST HEALTH CAREERS,NV,proprietary,85,"168,708"
737100,7371,PRATER WAY COLLEGE OF BEAUTY,NV,proprietary,1,"2,025"
919200,9192,SIERRA NEVADA COLLEGE,NV,private 4 year,65,"158,316"
2097100,14291,SOUTHERN NEVADA UNIVERSITY OF COSMETOLOGY,NV,proprietary,31,"74,623"
2107700,10363,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,public 2 year,"1,430","2,852,329"
256900,2569,UNIVERSITY OF NEVADA - LAS VEGAS,NV,public 4 year,"4,027","10,454,480"
256800,2568,UNIVERSITY OF NEVADA - RENO,NV,public 4 year,"1,753","4,050,989"
4065300,40653,UNIVERSITY OF SOUTHERN NEVADA,NV,private 4 year,17,"64,050"
1036300,13896,WESTERN NEVADA COLLEGE,NV,public 4 year,728,"1,376,731"
3342400,33424,A.B.I. SCHOOL OF BARBERING AND COSMETOLOGY OF CHELSEA,NY,proprietary,109,"233,772"
266600,2666,ADELPHI UNIVERSITY,NY,private 4 year,"1,187","3,134,172"
3103700,31037,ADIRONDACK BEAUTY SCHOOL,NY,proprietary,20,"55,912"
2171900,15038,AILEY SCHOOL (THE),NY,private 2 year,14,"36,438"
288500,2885,ALBANY COLLEGE OF PHARMACY,NY,private 4 year,155,"408,191"
2170200,15936,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL,NY,public 2 year,104,"261,885"
266800,2668,ALFRED UNIVERSITY,NY,private 4 year,585,"1,626,511"
3358300,33583,ALLEN SCHOOL,NY,proprietary,"1,124","2,791,100"
1081300,10813,AMERICAN ACADEMY MCALLISTER INSTITUTE,NY,private 2 year,80,"205,385"
746500,7465,AMERICAN ACADEMY OF DRAMATIC ARTS,NY,private 2 year,60,"166,370"
3903400,39034,AMERICAN BEAUTY SCHOOL,NY,proprietary,128,"299,620"
757200,16082,AMERICAN MUSICAL & DRAMATIC ACADEMY,NY,private 4 year,306,"856,988"
751800,7518,APEX TECHNICAL SCHOOL,NY,proprietary,"1,301","3,189,602"
643500,6435,ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TEC,NY,private 2 year,29,"63,661"
2525600,17163,ART INSTITUTE OF NEW YORK CITY (THE),NY,proprietary,"1,291","2,943,298"
3095500,30955,ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY,NY,proprietary,"4,779","13,261,404"
2506000,11208,ASSOCIATED BETH RIVKAH SCHOOLS,NY,private 2 year,71,"273,775"
737200,7372,AUSTIN'S SCHOOL OF SPA TECHNOLOGY,NY,proprietary,189,"377,140"
3839300,38393,AVEDA INSTITUTE NEW YORK,NY,proprietary,49,"97,204"
267100,2671,BARD COLLEGE,NY,private 4 year,219,"625,033"
270800,2708,BARNARD COLLEGE,NY,private 4 year,423,"1,277,695"
3941400,39414,BEAUTY SALON SCHOOL,NY,proprietary,71,"191,690"
739100,7391,BEAUTY SCHOOL OF MIDDLETOWN,NY,proprietary,80,"177,442"
3713300,37133,BEIS MEDRASH HEICHAL DOVID,NY,private 4 year,21,"67,550"
1183000,11830,BERK TRADE & BUSINESS SCHOOL,NY,proprietary,138,"222,349"
739400,8556,BERKELEY COLLEGE,NY,proprietary,"1,929","4,760,011"
1119200,11192,BETH HAMEDRASH SHAAREI YOSHER INSTITUTE,NY,private 4 year,38,"147,200"
1192200,11922,BETH HATALMUD RABBINICAL COLLEGE,NY,private 4 year,45,"175,750"
2138500,14928,BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING,NY,public 2 year,65,"160,996"
1302900,13029,BORICUA COLLEGE,NY,private 4 year,"1,153","3,225,015"
2106800,14662,BRAMSON ORT COLLEGE MAIN CAMPUS-01,NY,private 2 year,741,"1,989,614"
2075700,14099,BRIARCLIFFE COLLEGE,NY,proprietary,"1,558","3,892,568"
928400,9284,BRITTANY BEAUTY SCHOOL,NY,proprietary,241,"572,065"
3208300,32083,BROOKLYN INSTITUTE OF BUSINESS TECHNOLOGY,NY,private 2 year,315,"553,885"
286200,2862,BROOME COMMUNITY COLLEGE,NY,public 2 year,"2,471","5,813,813"
2153600,14498,BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURS,NY,public 2 year,43,"81,498"
267800,2678,BRYANT & STRATTON BUSINESS INSTITUTE,NY,proprietary,"9,911","23,171,970"
2572900,17271,BUSINESS INFORMATICS CENTER,NY,proprietary,82,"224,873"
3172400,31724,CALIBER TRAINING INSTITUTE,NY,proprietary,"1,382","3,214,007"
268100,2681,CANISIUS COLLEGE,NY,private 4 year,811,"2,044,227"
2056400,14122,CAPRI COSMETOLOGY LEARNING CENTER,NY,proprietary,30,"71,887"
2348700,16654,CAREER BLAZERS LEARNING CENTER,NY,proprietary,314,"597,885"
3089700,30897,CAREER INSTITUTE OF HEALTH AND TECHNOLOGY,NY,proprietary,"1,122","3,788,668"
