OPEID,NAME,CITY,STATE,Insttype,Recips,Awards
4179700,UNITED BEAUTY COLLEGE,DENVER,CO,Proprietary 2 Year,60,"229,617"
450900,UNIV OF COLORADO AT COLO SPRINGS,COLORADO SPRINGS,CO,Public 4 Year,"2,860","10,715,738"
450800,UNIVERSITY OF COLORADO DENVER,DENVER,CO,Public 4 Year,"3,876","14,476,846"
137000,UNIVERSITY OF COLORADO-BOULDER,BOULDER,CO,Public 4 Year,"4,896","19,312,091"
137100,UNIVERSITY OF DENVER,DENVER,CO,Private 4 Year,"1,065","4,080,322"
134900,UNIVERSITY OF NORTHERN COLORADO,GREELEY,CO,Public 4 Year,"3,391","13,021,329"
137200,WESTERN STATE COLLEGE,GUNNISON,CO,Public 4 Year,634,"2,493,663"
754800,WESTWOOD COLLEGE - DENVER NORTH,DENVER,CO,Proprietary 4 Year,"3,605","14,352,054"
3027400,XENON INTERNATIONAL ACADEMY III,AURORA,CO,Proprietary 2 Year,105,"376,092"
4104300,ACADEMY DI CAPELLI - SCHOOL OF COSMETOLO,WALLINGFORD,CT,Proprietary 2 Year,64,"225,638"
982200,ALBERT I PRINCE TECHNICAL HIGH SCHOOL,HARTFORD,CT,Public 2 Year,34,"126,931"
3927300,ALBERT SCHOOL (THE),NIANTIC,CT,Proprietary 2 Year,262,"793,523"
137400,ALBERTUS MAGNUS COLLEGE,NEW HAVEN,CT,Private 4 Year,830,"3,084,002"
2106600,AMERICAN INSTITUTE,WEST HARTFORD,CT,Proprietary 2 Year,996,"2,592,997"
1115000,ASNUNTUCK COMMUNITY COLLEGE,ENFIELD,CT,Public 2 Year,693,"2,052,333"
4128800,BRANFORD ACADEMY OF HAIR & COSMETOLOGY,BRANFORD,CT,Proprietary 2 Year,48,"168,237"
2074000,BRANFORD HALL CAREER INSTITUTE,BRANFORD,CT,Proprietary 2 Year,"3,978","12,345,113"
618100,BRIDGEPORT HOSP SCHL OF NURSING,BRIDGEPORT,CT,Private 2 Year,52,"148,344"
887400,BRIO ACADEMY OF COSMETOLOGY,MERIDEN,CT,Proprietary 2 Year,519,"1,688,886"
1041700,BRIO ACADEMY OF EAST HARTFORD,EAST HARTFORD,CT,Proprietary 2 Year,189,"634,164"
1149600,BULLARD HAVENS VOC TECH SCHOOL,BRIDGEPORT,CT,Public 2 Year,12,"34,716"
2115100,BUTLER BUSINESS SCHOOL,BRIDGEPORT,CT,Proprietary 2 Year,259,"790,841"
763500,CAPITAL COMMUNITY COLLEGE,HARTFORD,CT,Public 2 Year,"3,165","9,291,077"
137800,CENTRAL CONNECTICUT STATE UNIV,NEW BRITAIN,CT,Public 4 Year,"3,390","12,283,624"
3234300,CHARTER OAK STATE COLLEGE,NEW BRITAIN,CT,Public 4 Year,571,"1,480,383"
137900,CONNECTICUT COLLEGE,NEW LONDON,CT,Private 4 Year,263,"1,014,975"
2316600,CONNECTICUT CTR FOR MASSAGE THERAPY,NEWINGTON,CT,Proprietary 2 Year,373,"688,638"
2148700,CONNECTICUT INST OF HAIR DESIGN,WOLCOTT,CT,Proprietary 2 Year,53,"221,597"
927700,E C GOODWIN TECHNICAL HIGH SCHOOL,NEW BRITAIN,CT,Public 2 Year,21,"87,056"
142500,EASTERN CONNECTICUT STATE UNIV,WILLIMANTIC,CT,Public 4 Year,"1,385","5,297,733"
730000,ELI WHITNEY TECHNICAL HIGH SCHOOL,HAMDEN,CT,Public 2 Year,24,"82,700"
4148400,EUROPEAN ACADEMY OF COSMETOLOGY AND HAIR,GUILFORD,CT,Proprietary 2 Year,18,"69,304"
138500,FAIRFIELD UNIVERSITY,FAIRFIELD,CT,Private 4 Year,612,"2,395,370"
803700,GATEWAY COMMUNITY-TECHNICAL COLLEGE,NEW HAVEN,CT,Public 2 Year,"3,750","10,628,514"
2244900,GOODWIN COLLEGE,EAST HARTFORD,CT,Private 4 Year,"2,599","7,746,738"
138900,HOLY APOSTLES COLLEGE & SEMINARY,CROMWELL,CT,Private 4 Year,9,"32,408"
451300,HOUSATONIC COMMUNITY COLLEGE,BRIDGEPORT,CT,Public 2 Year,"3,488","10,303,218"
2245300,HOWELL CHENEY TECHNICAL HIGH SCHOOL,MANCHESTER,CT,Public 2 Year,3,"8,759"
3094800,INDUSTRIAL MANAGEMENT & TRAINING,WATERBURY,CT,Proprietary 2 Year,99,"276,443"
4152400,INTERNATIONAL INSTITUTE OF COSMETOLOGY,WETHERSFIELD,CT,Proprietary 2 Year,72,"215,239"
1291300,LEON INSTITUTE OF HAIR DESIGN,BRIDGEPORT,CT,Proprietary 2 Year,21,"66,338"
940700,LINCOLN COLLEGE OF NEW ENGLAND,SOUTHINGTON,CT,Proprietary 4 Year,"1,214","3,895,851"
730300,LINCOLN TECHNICAL INSTITUTE,NEW BRITAIN,CT,Proprietary 2 Year,"1,639","5,764,814"
730306,LINCOLN TECHNICAL INSTITUTE - EAST WINDS,EAST WINDSOR,CT,Proprietary 2 Year,828,"2,319,092"
3316300,LINCOLN TECHNICAL INSTITUTE - HARTFORD,HARTFORD,CT,Proprietary 2 Year,503,"1,423,207"
3079400,LYME ACADEMY COLLEGE OF FINE ARTS,OLD LYME,CT,Private 4 Year,28,"120,207"
139200,MANCHESTER COMMUNITY COLLEGE,MANCHESTER,CT,Public 2 Year,"3,051","9,013,660"
803800,MIDDLESEX COMMUNITY CLG,MIDDLETOWN,CT,Public 2 Year,"1,204","3,467,623"
139300,MITCHELL COLLEGE,NEW LONDON,CT,Private 4 Year,358,"1,436,700"
698200,NAUGATUCK VALLEY COMM-TECH COLG,WATERBURY,CT,Public 2 Year,"2,953","9,003,951"
2202500,NEW ENGLAND TRACTOR TRAILER SCH,SOMERS,CT,Proprietary 2 Year,"1,133","3,313,403"
2112700,NORTH HAVEN ACADEMY,NORTH HAVEN,CT,Proprietary 2 Year,108,"387,558"
139800,NORTHWESTERN CT COMMUNITY COLLEGE,WINSTED,CT,Public 2 Year,618,"1,741,781"
139900,NORWALK COMMUNITY TECHNICAL COLLEGE,NORWALK,CT,Public 2 Year,"2,442","7,312,871"
1184300,NORWICH TECHNICAL HIGH SCHOOL,NORWICH,CT,Public 2 Year,9,"26,386"
4145400,OXFORD ACADEMY OF HAIR DESIGN,SEYMOUR,CT,Proprietary 2 Year,85,"300,207"
745900,PAIER COLLEGE OF ART,HAMDEN,CT,Proprietary 4 Year,65,"235,614"
887300,PAUL MITCHELL THE SCHOOL,DANBURY,CT,Proprietary 2 Year,60,"234,680"
2565000,PLATT TECHNICAL HIGH SCHOOL,MILFORD,CT,Public 2 Year,24,"85,010"
730500,PORTER AND CHESTER INSTITUTE OF BRANFORD,BRANFORD,CT,Proprietary 2 Year,462,"1,417,530"
1077900,PORTER AND CHESTER INSTITUTE-ALLCAMPUSES,STRATFORD,CT,Proprietary 2 Year,"3,409","10,496,610"
140100,POST UNIVERSITY,WATERBURY,CT,Proprietary 4 Year,"3,872","13,245,971"
1053000,QUINEBAUG VALLEY COMMUNITY COLLEGE,DANIELSON,CT,Public 2 Year,"1,136","2,945,341"
140200,QUINNIPIAC UNIVERSITY,HAMDEN,CT,Private 4 Year,880,"3,284,286"
2112300,RIDLEY LOWELL BUSINESS & TECH INST,NEW LONDON,CT,Proprietary 2 Year,948,"3,148,613"
140300,SACRED HEART UNIVERSITY,FAIRFIELD,CT,Private 4 Year,757,"2,977,899"
140900,SAINT JOSEPH COLLEGE,WEST HARTFORD,CT,Private 4 Year,418,"1,683,251"
1287700,SANFORD-BROWN COLLEGE,NORWALK,CT,Proprietary 2 Year,394,"1,397,366"
140600,SOUTHERN CONNECTICUT STATE UNIV,NEW HAVEN,CT,Public 4 Year,"3,068","11,914,039"
619100,ST. VINCENT'S COLLEGE,BRIDGEPORT,CT,Private 4 Year,217,"640,729"
1242500,STONE ACADEMY,WEST HAVEN,CT,Proprietary 2 Year,"1,262","3,690,222"
976500,THREE RIVERS COMMUNITY COLLEGE,NORWICH,CT,Public 2 Year,"2,491","6,803,750"
4162900,TONSORIAL ACADEMY OF COSMETOLOGY AND BAR,WEST HAVEN,CT,Proprietary 2 Year,14,"49,025"
141400,TRINITY COLLEGE,HARTFORD,CT,Private 4 Year,366,"1,469,340"
976400,TUNXIS COMMUNITY COLLEGE,FARMINGTON,CT,Public 2 Year,"1,800","5,387,448"
141600,UNIVERSITY OF BRIDGEPORT,BRIDGEPORT,CT,Private 4 Year,"1,383","4,940,386"
141700,UNIVERSITY OF CONNECTICUT-STORRS,STORRS,CT,Public 4 Year,"5,334","21,286,312"
142200,UNIVERSITY OF HARTFORD,WEST HARTFORD,CT,Private 4 Year,"1,433","5,520,228"
139700,UNIVERSITY OF NEW HAVEN,WEST HAVEN,CT,Private 4 Year,"1,284","4,960,326"
1169700,VINAL REGIONAL VOC TECH SCHOOL,MIDDLETOWN,CT,Public 2 Year,23,"65,262"
2300000,W F KAYNOR TECHNICAL HIGH SCHOOL,WATERBURY,CT,Public 2 Year,18,"61,822"
142400,WESLEYAN UNIVERSITY,MIDDLETOWN,CT,Private 4 Year,546,"2,329,134"
138000,WESTERN CONNECTICUT STATE UNIV,DANBURY,CT,Public 4 Year,"1,677","6,353,459"
2265900,WINDHAM COMMUNITY MEM HOSP-RAD TECH,WILLIMANTIC,CT,Private 2 Year,3,"10,650"
731100,WINDHAM TECHNICAL HIGH SCHOOL,WILLIMANTIC,CT,Public 2 Year,9,"42,200"
142600,YALE UNIVERSITY,NEW HAVEN,CT,Private 4 Year,749,"3,102,500"
143400,AMERICAN UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,160","4,639,082"
3409600,BENNETT CAREER INSTITUTE,WASHINGTON,DC,Proprietary 2 Year,233,"831,079"
3104300,CAREER BLAZERS LEARNING CENTER OF WASHIN,WASHINGTON,DC,Proprietary 2 Year,480,"1,557,029"
143700,CATHOLIC UNIVERSITY OF AMERICA,WASHINGTON,DC,Private 4 Year,511,"1,880,764"
2279200,DUDLEY BEAUTY COLG-WASHINGTON,WASHINGTON,DC,Proprietary 2 Year,7,"12,670"
144300,GALLAUDET UNIVERSITY,WASHINGTON,DC,Private 4 Year,590,"2,627,202"
144400,GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,449","5,955,775"
144500,GEORGETOWN UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,059","4,278,593"
144800,HOWARD UNIVERSITY,WASHINGTON,DC,Private 4 Year,"3,256","14,094,698"
2132800,NAT'L CONSERVATORY DRAMATIC ARTS,WASHINGTON,DC,Private 2 Year,12,"52,013"
3218300,POTOMAC COLLEGE,WASHINGTON,DC,Proprietary 4 Year,280,"1,004,556"
2588900,SANZ SCHOOL,WASHINGTON,DC,Proprietary 2 Year,"2,036","7,115,677"
145900,STRAYER UNIVERSITY,WASHINGTON,DC,Proprietary 4 Year,"28,967","87,009,485"
3750300,TECHNICAL LEARNING CENTERS,WASHINGTON,DC,Proprietary 2 Year,246,"1,147,593"
1195000,THE CORCORAN COLLEGE OF ART & DESIG,WASHINGTON,DC,Private 4 Year,124,"489,817"
146000,TRINITY UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,292","5,093,080"
144100,UNIV OF THE DISTRICT OF COLUMBIA,WASHINGTON,DC,Public 4 Year,"2,806","9,229,492"
4130700,ACADEMY OF MASSAGE AND BODYWORK,BEAR,DE,Proprietary 2 Year,51,"161,683"
2125200,BEEBE SCHOOL OF NURSING,LEWES,DE,Private 2 Year,14,"51,381"
3025800,DAWN TRAINING CENTRE,WILMINGTON,DE,Proprietary 2 Year,825,"3,201,663"
4171100,DELAWARE ACADEMY PAUL MITCHELL PARTNER S,NEWARK,DE,Proprietary 2 Year,129,"461,772"
4139800,DELAWARE COLLEGE OF ART & DESIGN,WILMINGTON,DE,Private 2 Year,126,"520,387"
3702300,DELAWARE LEARNING INSTITUTE OF COSMETOLO,DAGSBORO,DE,Proprietary 2 Year,79,"285,787"
142800,DELAWARE STATE UNIVERSITY,DOVER,DE,Public 4 Year,"2,149","8,974,828"
2144900,DELAWARE TECH & CMTY CLG-STANTN/WLM,WILMINGTON,DE,Public 2 Year,"2,883","8,317,329"
1172700,DELAWARE TECH & CMTY CLG-TERRY,DOVER,DE,Public 2 Year,"1,935","5,695,225"
705300,DELAWARE TECH & CMTY COLLEGE-OWENS,GEORGETOWN,DE,Public 2 Year,"2,900","8,710,076"
142900,GOLDEY BEACOM COLLEGE,WILMINGTON,DE,Private 4 Year,264,"975,993"
3543300,HARRIS SCHOOL OF BUSINESS,WILMINGTON,DE,Proprietary 2 Year,684,"2,102,476"
2190400,SCHILLING DOUGLAS SCH OF HAIR DSGN,NEWARK,DE,Proprietary 2 Year,113,"372,944"
143100,UNIVERSITY OF DELAWARE,NEWARK,DE,Public 4 Year,"2,194","8,400,885"
143300,WESLEY COLLEGE,DOVER,DE,Private 4 Year,805,"3,150,338"
794800,WILMINGTON UNIVERSITY,NEW CASTLE,DE,Private 4 Year,"3,308","11,761,765"
3346300,ACAD FOR PRAC NURSING & HEALTH OCCP,WEST PALM BEACH,FL,Private 2 Year,630,"2,084,698"
4126900,ACADEMY OF CAREER TRAINING,KISSIMMEE,FL,Proprietary 2 Year,220,"715,357"
2499000,ACADEMY OF COSMETOLOGY,MERRITT ISLAND,FL,Proprietary 2 Year,212,"696,941"
3113400,ACADEMY OF HEALING ARTS,LAKE WORTH,FL,Proprietary 2 Year,114,"382,888"
3414500,ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI,FL,Proprietary 4 Year,85,"276,580"
3757300,ADVANCE SCIENCE INSTITUTE,HIALEAH,FL,Proprietary 2 Year,70,"248,800"
2293600,ADVANCED TECHNICAL CENTERS,MIAMI SPRINGS,FL,Private 2 Year,11,"20,100"
3115500,ADVENTIST UNIVERSITY OF HEALTH SCIENCES,ORLANDO,FL,Private 4 Year,"1,057","2,472,683"
4157100,AEROSIM FLIGHT ACADEMY,SANFORD,FL,Proprietary 2 Year,16,"47,379"
4135900,ALLIED HEALTH INSTITUTE,NORTH LAUDERDALE,FL,Proprietary 2 Year,632,"2,186,376"
4195100,AMBIANCE BEAUTY & BARBER ACADEMY,MELBORNE,FL,Proprietary 2 Year,12,"38,600"
4151500,AMERICAN ACADEMY OF COSMETOLOGY,ORANGE PARK,FL,Proprietary 2 Year,111,"381,881"
3491400,AMERICAN ADVANCED TECHNICIANS INST,HIALEAH,FL,Proprietary 2 Year,204,"538,448"
4176900,AMERICAN HEALTH INSTITUTE,PORT RICHEY,FL,Proprietary 2 Year,53,"219,995"
3706300,AMERICAN INSTITUTE,LAUDERDALE LAKES,FL,Proprietary 2 Year,330,"1,039,205"
4016500,AMERICAN INSTITUTE OF BEAUTY,LARGO,FL,Proprietary 2 Year,315,"929,810"
4192100,AMERICAN MEDICAL ACADEMY,MIAMI,FL,Proprietary 2 Year,28,"92,227"
3595400,ANGLEY COLLEGE,DELAND,FL,Proprietary 4 Year,139,"248,729"
1019500,ART INSTITUTE OF FT LAUDERDALE,FORT LAUDERDALE,FL,Proprietary 4 Year,"2,069","7,010,642"
3816300,ARTISTIC NAILS & BEAUTY ACADEMY,TAMPA,FL,Proprietary 2 Year,521,"1,567,722"
3012300,ASM BEAUTY WORLD ACADEMY,HOLLYWOOD,FL,Proprietary 2 Year,162,"478,966"
4038303,ATA COLLEGE - ATA CAREER EDUCATION,LARGO,FL,Proprietary 2 Year,79,"193,748"
2215900,ATI CAREER TRAINING CENTER,FORT LAUDERDALE,FL,Proprietary 2 Year,532,"1,786,079"
2293200,ATI CAREER TRAINING CENTER,OAKLAND PARK,FL,Proprietary 2 Year,"3,057","10,448,870"
1226300,ATLANTIC TECHNICAL CENTER,COCONUT CREEK,FL,Public 2 Year,396,"1,408,370"
3941300,AVE MARIA UNIVERSITY,AVE MARIA,FL,Private 4 Year,469,"2,049,185"
4119400,AVEDA INSTITUTE - SAINT PETERSBURG,SAINT PETERSBURG,FL,Proprietary 2 Year,754,"2,851,481"
4134800,AVEDA INSTITUTE - TALLAHASSEE,TALLAHASSEE,FL,Proprietary 2 Year,277,"1,085,147"
4156400,AVIATION INSTITUTE OF MAINTENANCE,ORLANDO,FL,Proprietary 2 Year,248,"870,168"
3986300,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE,FORT PIERCE,FL,Proprietary 2 Year,18,"47,194"
2159600,BAPTIST COLLEGE OF FLORIDA (THE),GRACEVILLE,FL,Private 4 Year,354,"1,347,621"
146600,BARRY UNIVERSITY,MIAMI SHORES,FL,Private 4 Year,"2,789","11,402,347"
3373300,BEACON COLLEGE,LEESBURG,FL,Private 4 Year,38,"158,332"
4170300,BEAUTY ACADEMY OF SOUTH FLORIDA,HIALEAH,FL,Proprietary 2 Year,205,"828,090"
3801400,BEAUTY INSTITUTE (THE),WEST PALM BEACH,FL,Proprietary 2 Year,95,"336,222"
2283800,BEAUTY SCHOOLS OF AMERICA,HIALEAH,FL,Proprietary 2 Year,"3,513","11,070,882"
3018500,BENE'S INTERNATIONAL SCHOOL OF BEAUTY,NEW PORT RICHEY,FL,Proprietary 2 Year,298,"930,252"
146700,BETHUNE COOKMAN UNIVERSITY,DAYTONA BEACH,FL,Private 4 Year,"2,930","13,266,799"
2200100,BRADENTON BEAUTY & BARBER ACADEMY,BRADENTON,FL,Proprietary 2 Year,164,"552,229"
3382300,BRADFORD-UNION AREA CAREERTECHNICAL CENT,STARKE,FL,Public 2 Year,81,"287,553"
147000,BREVARD COMMUNITY COLLEGE,COCOA,FL,Public 2 Year,"8,355","26,067,500"
150000,BROWARD COLLEGE- DOWNTOWN CTR,FORT LAUDERDALE,FL,Public 4 Year,"28,857","89,839,261"
3842500,CAMBRIDGE INSTITUTE OF ALLIED HEALTH,LONGWOOD,FL,Proprietary 2 Year,167,"634,203"
4083400,CAMBRIDGE INSTITUTE OF ALLIED HEALTH & T,DELRAY BEACH,FL,Proprietary 2 Year,130,"541,942"
4145900,CELEBRITY SCHOOL OF BEAUTY,MIAMI,FL,Proprietary 2 Year,302,"1,023,035"
3425400,CENTRAL FLORIDA INSTITUTE,PALM HARBOR,FL,Proprietary 2 Year,471,"1,666,848"
3939400,CENTURA INSTITUTE,ORLANDO,FL,Proprietary 2 Year,162,"684,712"
2297000,CHARLOTTE TECHNICAL CENTER,PORT CHARLOTTE,FL,Public 2 Year,163,"612,202"
147200,CHIPOLA  COLLEGE,MARIANNA,FL,Public 4 Year,"1,195","4,003,874"
3230300,CHOICE HIGH SCHOOL AND TECHNICAL CENTER,FORT WALTON BEACH,FL,Public 2 Year,261,"774,316"
2515400,CITY COLLEGE,FORT LAUDERDALE,FL,Private 4 Year,"1,993","7,120,279"
3079900,CITY COLLEGE,CASSELBERRY,FL,Private 2 Year,406,"1,417,904"
147300,CLEARWATER CHRISTIAN COLLEGE,CLEARWATER,FL,Private 4 Year,267,"1,095,605"
3071600,COLLEGE OF BUSINESS & TECHNOLOGY,MIAMI,FL,Proprietary 4 Year,"1,423","5,694,755"
147100,COLLEGE OF CENTRAL FLORIDA,OCALA,FL,Public 4 Year,"6,168","20,669,913"
3985300,COMMERCIAL DIVING ACADEMY,JACKSONVILLE,FL,Proprietary 2 Year,203,"635,541"
3108600,COM-PU-MED VOCATIONAL CAREERS,HIALEAH,FL,Proprietary 2 Year,530,"2,171,209"
2089600,CONCORDE CAREER INSTITUTE,JACKSONVILLE,FL,Proprietary 2 Year,950,"3,197,036"
2172700,CONCORDE CAREER INSTITUTE,TAMPA,FL,Proprietary 2 Year,536,"1,849,329"
2275100,CONCORDE CAREER INSTITUTE,MIRAMAR,FL,Proprietary 2 Year,616,"2,218,911"
3178400,CORAL RIDGE NURSES ASST TRAINING,FORT LAUDERDALE,FL,Proprietary 2 Year,27,"88,830"
2279600,CORTIVA INSTITUTE - FLORIDA,PINELLAS PARK,FL,Proprietary 2 Year,173,"513,395"
4135000,COZMO THE SCHOOL,BONITA SPRINGS,FL,Proprietary 2 Year,98,"320,157"
559400,D G ERWIN TECHNICAL CENTER,TAMPA,FL,Public 2 Year,715,"2,428,441"
4164600,D. A. DORSEY EDUCATIONAL CENTER,MIAMI,FL,Public 2 Year,35,"101,854"
3832300,DADE MEDICAL COLLEGE,MIAMI,FL,Proprietary 4 Year,"2,182","8,878,112"
3939600,DAYTONA COLLEGE,ORMOND BEACH,FL,Proprietary 2 Year,372,"1,431,900"
147500,DAYTONA STATE COLLEGE,DAYTONA BEACH,FL,Public 4 Year,"10,464","33,803,427"
4127400,DIGITAL MEDIA ARTS COLLEGE,BOCA RATON,FL,Proprietary 4 Year,214,"861,666"
148700,ECKERD COLLEGE,ST PETERSBURG,FL,Private 4 Year,650,"2,488,444"
147700,EDISON STATE COLLEGE,FORT MYERS,FL,Public 4 Year,"8,472","27,884,588"
147800,EDWARD WATERS COLLEGE,JACKSONVILLE,FL,Private 4 Year,754,"3,331,745"
147900,EMBRY-RIDDLE AERONAUTICAL UNIV,DAYTONA BEACH,FL,Private 4 Year,"3,793","12,710,899"
3570400,ENGLISH CENTER (THE),MIAMI,FL,Public 2 Year,127,"274,679"
4172300,ETERNITY COSMETOLOGY SCHOOL,WEST PALM BEACH,FL,Proprietary 2 Year,142,"458,800"
4164500,EUREKA INSTITUTE OF HEALTH AND BEAUTY,MIAMI,FL,Proprietary 2 Year,52,"216,869"
2121800,EVEREST INSTITUTE,MIAMI,FL,Proprietary 2 Year,"1,380","4,603,061"
3003200,EVEREST INSTITUTE,MIAMI,FL,Proprietary 2 Year,867,"2,919,855"
153400,EVEREST UNIVERSITY,TAMPA,FL,Proprietary 4 Year,"14,456","46,908,261"
149900,EVEREST UNIVERSITY,ORLANDO,FL,Proprietary 4 Year,"37,589","121,161,860"
2599800,EVEREST UNIVERSITY,LARGO,FL,Proprietary 4 Year,"2,045","6,558,466"
814600,EVEREST UNIVERSITY - POMPANO BEACH,POMPANO BEACH,FL,Proprietary 4 Year,"2,758","8,694,143"
3108500,EVERGLADES UNIVERSITY,BOCA RATON,FL,Private 4 Year,955,"3,969,067"
2148200,FASHION FOCUS HAIR ACADEMY,SARASOTA,FL,Proprietary 2 Year,66,"229,611"
4132000,FASTTRAIN OF FORT LAUDERDALE,PLANTATION,FL,Proprietary 2 Year,424,"1,316,309"
4132200,FASTTRAIN OF JACKSONVILLE,JACKSONVILLE,FL,Proprietary 2 Year,239,"708,978"
4131900,FASTTRAIN OF MIAMI,MIAMI,FL,Proprietary 2 Year,438,"1,182,467"
4132100,FASTTRAIN OF TAMPA,TAMPA,FL,Proprietary 2 Year,445,"1,288,908"
1254400,FIRST COAST TECHNICAL COLLEGE,ST. AUGUSTINE,FL,Public 2 Year,429,"1,308,317"
789300,FLAGLER COLLEGE,SAINT AUGUSTINE,FL,Private 4 Year,"1,246","4,970,020"
4158300,FLAGLER TECHNICAL INSTITUTE,PALM COAST,FL,Public 2 Year,109,"392,454"
148000,FLORIDA A & M UNIVERSITY,TALLAHASSEE,FL,Public 4 Year,"8,134","35,422,849"
4188300,FLORIDA ACADEMY,FORT MYERS,FL,Proprietary 2 Year,112,"349,293"
3823300,FLORIDA ACADEMY OF HEALTH & BEAUTY,WILTON MANOR,FL,Proprietary 2 Year,44,"145,027"
148100,FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,Public 4 Year,"11,139","41,976,851"
3611400,FLORIDA BARBER ACADEMY,DEERFIELD BEACH,FL,Proprietary 2 Year,447,"1,435,664"
2305800,FLORIDA CAREER COLLEGE,HIALEAH,FL,Proprietary 4 Year,"6,709","21,030,812"
2305810,FLORIDA CAREER COLLEGE - CLEARWATER,CLEARWATER,FL,Proprietary 4 Year,293,"860,524"
2156700,FLORIDA CHRISTIAN COLLEGE,KISSIMMEE,FL,Private 4 Year,230,"911,892"
148200,FLORIDA COLLEGE,TEMPLE TERRACE,FL,Private 4 Year,193,"729,737"
3008600,FLORIDA COLLEGE OF NATURAL HEALTH,POMPANO BEACH,FL,Proprietary 2 Year,"1,105","3,384,540"
3627600,FLORIDA EDUCATION INSTITUTE,MIAMI,FL,Proprietary 2 Year,278,"1,018,105"
3255300,FLORIDA GULF COAST UNIVERSITY,FORT MYERS,FL,Public 4 Year,"4,083","15,910,010"
3618300,FLORIDA INSTITUTE OF ANIMAL ARTS,WINTER PARK,FL,Proprietary 2 Year,229,"796,989"
146900,FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,Private 4 Year,"3,611","11,552,658"
2329900,FLORIDA INSTITUTE OF ULTRASOUND,PENSACOLA,FL,Proprietary 2 Year,36,"143,767"
963500,FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,Public 4 Year,"20,256","77,857,594"
148500,FLORIDA KEYS COMMUNITY COLLEGE,KEY WEST,FL,Public 2 Year,508,"1,592,404"
148600,FLORIDA MEMORIAL UNIVERSITY,MIAMI GARDENS,FL,Private 4 Year,"1,543","6,954,831"
2547600,FLORIDA NATIONAL COLLEGE,HIALEAH,FL,Proprietary 4 Year,"3,020","10,840,983"
4129900,FLORIDA SCHOOL OF MASSAGE,GAINESVILLE,FL,Proprietary 2 Year,109,"357,735"
3856500,FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY,GAINESVILLE,FL,Private 2 Year,20,"79,581"
148800,FLORIDA SOUTHERN COLLEGE,LAKELAND,FL,Private 4 Year,756,"3,014,319"
148400,FLORIDA STATE COLLEGE AT JACKSONVILLE,JACKSONVILLE,FL,Public 4 Year,"17,400","52,741,589"
148900,FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,Public 4 Year,"11,160","44,348,726"
2218700,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,Proprietary 4 Year,"4,022","12,872,845"
2305700,FORTIS COLLEGE,TAMPA,FL,Proprietary 2 Year,460,"1,593,359"
2245500,FORTIS COLLEGE,WINTER PARK,FL,Proprietary 4 Year,863,"3,177,922"
3054200,FORTIS COLLEGE,MIAMI,FL,Proprietary 2 Year,566,"2,113,672"
3434300,FORTIS COLLEGE,ORANGE PARK,FL,Proprietary 2 Year,903,"3,138,515"
3096300,FORTIS INSTITUTE,MULBERRY,FL,Proprietary 2 Year,154,"479,823"
2338400,FT PIERCE BEAUTY ACADEMY,FORT PIERCE,FL,Proprietary 2 Year,411,"1,295,762"
2362100,FULL SAIL UNIVERSITY,WINTER PARK,FL,Proprietary 4 Year,"16,380","65,419,662"
4133900,FUTURA CAREER INSTITUTE,HIALEAH,FL,Proprietary 2 Year,62,"204,256"
4116400,FUTURE-TECH INSTITUTE,MIAMI,FL,Proprietary 2 Year,50,"199,567"
2307400,GEORGE STONE AREA VOCATIONAL TECHNICAL,PENSACOLA,FL,Public 2 Year,345,"966,917"
3079800,GEORGE T BAKER AVIATION,MIAMI,FL,Public 2 Year,457,"1,261,722"
149000,GULF COAST COMMUNITY COLLEGE,PANAMA CITY,FL,Public 4 Year,"3,502","10,969,216"
2601600,HENRY W BREWSTER TECHNICAL CENTER,TAMPA,FL,Public 2 Year,262,"914,530"
2597100,HERITAGE INSTITUTE,FORT MYERS,FL,Proprietary 2 Year,917,"3,248,934"
3035800,HERITAGE INSTITUTE,JACKSONVILLE,FL,Proprietary 2 Year,317,"1,088,707"
787000,HILLSBOROUGH COMMUNITY COLLEGE,TAMPA,FL,Public 2 Year,"16,656","54,774,904"
4120400,HI-TECH SCHOOL OF COSMETOLOGY,MIAMI,FL,Proprietary 2 Year,169,"609,000"
2188900,HOBE SOUND BIBLE COLLEGE,HOBE SOUND,FL,Private 4 Year,113,"404,335"
3037500,HODGES UNIVERSITY,NAPLES,FL,Private 4 Year,"2,905","10,556,680"
4162500,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,HOLLYWOOD,FL,Proprietary 2 Year,476,"1,489,552"
