OPEID,Name,State,Type & Control,Recips,Awards
1914,DONNELLY COLLEGE,KS,Private 4 Year,660,"1,698,077"
1927,EMPORIA STATE UNIVERSITY,KS,Public 4 Year,"1,626","6,408,536"
41627,ERIC FISHER ACADEMY,KS,Proprietary 2 Year,42,"157,347"
5264,FLINT HILLS TECHNICAL COLLEGE,KS,Public 2 Year,272,"938,930"
1915,FORT HAYS STATE UNIVERSITY,KS,Public 4 Year,"2,508","8,891,683"
1918,FRIENDS UNIVERSITY,KS,Private 4 Year,"1,089","3,634,146"
1916,FT SCOTT COMMUNITY COLLEGE,KS,Public 2 Year,966,"3,429,398"
1919,GARDEN CITY COMMUNITY COLLEGE,KS,Public 2 Year,825,"2,912,684"
10438,HASKELL INDIAN NATIONS UNIVERSITY,KS,Public 4 Year,641,"2,769,516"
22577,HAYS ACADEMY OF HAIR DESIGN,KS,Proprietary 2 Year,57,"250,652"
1920,HESSTON COLLEGE,KS,Private 2 Year,165,"569,674"
1921,HIGHLAND COMMUNITY COLLEGE,KS,Public 2 Year,"1,217","3,800,613"
1923,HUTCHINSON COMMUNITY COLLEGE,KS,Public 2 Year,"1,883","5,523,627"
1924,INDEPENDENCE COMMUNITY COLLEGE,KS,Public 2 Year,551,"1,820,174"
8244,JOHNSON COUNTY COMMUNITY COLLEGE,KS,Public 2 Year,"4,281","12,557,029"
1925,KANSAS CITY KANSAS COMMUNITY COLLEGE,KS,Public 2 Year,"3,416","10,299,842"
1928,KANSAS STATE UNIVERSITY,KS,Public 4 Year,"4,573","17,288,154"
1929,KANSAS WESLEYAN UNIVERSITY,KS,Private 4 Year,356,"1,316,799"
23407,LABARON HAIRDRESSING ACADEMY,KS,Proprietary 2 Year,42,"125,514"
1930,LABETTE COMMUNITY COLLEGE,KS,Public 2 Year,649,"2,040,403"
5500,MANHATTAN AREA TECHNICAL COLLEGE,KS,Public 2 Year,275,"792,456"
1931,MANHATTAN CHRISTIAN COLLEGE,KS,Private 4 Year,144,"528,261"
1933,MCPHERSON COLLEGE,KS,Private 4 Year,246,"916,527"
7032,MIDAMERICA NAZARENE UNIVERSITY,KS,Private 4 Year,476,"1,683,076"
1936,NEOSHO COUNTY COMMUNITY COLLEGE,KS,Public 2 Year,717,"2,413,683"
1939,NEWMAN UNIVERSITY,KS,Private 4 Year,504,"1,826,662"
5265,NORTH CENTRAL KANSAS TECHNICAL COLLEGE,KS,Public 2 Year,368,"1,329,300"
5267,NORTHWEST KANSAS TECHNICAL COLLEGE,KS,Public 2 Year,174,"715,240"
21348,OLD TOWN BARBER  COLLEGE,KS,Proprietary 2 Year,68,"266,181"
1937,OTTAWA UNIVERSITY,KS,Private 4 Year,"1,104","3,092,828"
26063,PAUL MITCHELL THE SCHOOL WICHITA,KS,Proprietary 2 Year,101,"445,325"
26130,PINNACLE CAREER INSTITUTE,KS,Proprietary 2 Year,197,"637,468"
1926,PITTSBURG STATE UNIVERSITY,KS,Public 4 Year,"2,341","9,066,819"
1938,PRATT COMMUNITY COLLEGE,KS,Public 2 Year,438,"1,444,346"
5499,SALINA AREA TECHNICAL COLLEGE,KS,Public 2 Year,136,"519,724"
8228,SEWARD COUNTY COMMUNITY COLLEGE/AREA TECHNICAL SCHOOL,KS,Public 2 Year,404,"1,318,656"
35293,SIDNEY'S HAIRDRESSING COLLEGE,KS,Proprietary 2 Year,65,"285,430"
1940,SOUTHWESTERN COLLEGE,KS,Private 4 Year,510,"1,710,403"
1945,STERLING COLLEGE,KS,Private 4 Year,312,"1,177,383"
1946,TABOR COLLEGE,KS,Private 4 Year,287,"913,181"
1948,UNIVERSITY OF KANSAS,KS,Public 4 Year,"4,275","16,209,464"
1943,UNIVERSITY OF SAINT MARY,KS,Private 4 Year,233,"787,208"
1949,WASHBURN UNIVERSITY - TOPEKA,KS,Public 4 Year,"2,539","8,819,889"
5498,WICHITA AREA TECHNICAL COLLEGE - MAIN CAMPUS,KS,Public 2 Year,"1,333","3,975,042"
1950,WICHITA STATE UNIVERSITY,KS,Public 4 Year,"4,005","14,899,710"
10503,WICHITA TECHNICAL INSTITUTE,KS,Proprietary 2 Year,"2,137","8,869,977"
25909,WRIGHT CAREER COLLEGE,KS,Private 2 Year,"2,809","13,256,091"
26031,XENON INTERNATIONAL ACADEMY,KS,Proprietary 2 Year,180,"791,168"
30313,XENON INTERNATIONAL ACADEMY IV,KS,Proprietary 2 Year,69,"290,901"
41329,Z HAIR ACADEMY,KS,Proprietary 2 Year,37,"146,411"
1951,ALICE LLOYD COLLEGE,KY,Private 4 Year,331,"1,347,904"
21591,APPALACHIAN BEAUTY SCHOOL,KY,Proprietary 2 Year,17,"73,602"
1952,ASBURY COLLEGE,KY,Private 4 Year,465,"1,724,343"
1990,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,039","7,027,900"
40383,ATA COLLEGE,KY,Proprietary 2 Year,697,"2,241,336"
25189,BARRETT & CO SCHOOL OF HAIR DESIGN,KY,Proprietary 2 Year,84,"301,420"
24911,BECKFIELD COLLEGE,KY,Proprietary 4 Year,"1,274","4,130,829"
1954,BELLARMINE UNIVERSITY,KY,Private 4 Year,511,"1,975,521"
38043,BELLEFONTE ACADEMY OF BEAUTY,KY,Proprietary 2 Year,144,"523,458"
1955,BEREA COLLEGE,KY,Private 4 Year,"1,275","5,481,264"
1996,BIG SANDY COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,601","9,380,017"
5244,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE,KY,Public 2 Year,"7,006","22,868,752"
5271,BOWLING GREEN TECHNICAL COLLEGE,KY,Public 2 Year,"2,096","6,893,611"
1958,BRESCIA UNIVERSITY,KY,Private 4 Year,292,"1,042,197"
36113,BRIGHTON CENTER'S CENTER FOR EMPLOYMENT TRAINING,KY,Private 2 Year,83,"286,340"
1959,CAMPBELLSVILLE UNIVERSITY,KY,Private 4 Year,"1,085","4,220,697"
1961,CENTRE COLLEGE OF KENTUCKY,KY,Private 4 Year,222,"855,886"
25356,CLEAR CREEK BAPTIST BIBLE COLLEGE,KY,Private 4 Year,141,"540,661"
11725,COLLINS SCHOOL OF COSMETOLOGY,KY,Proprietary 2 Year,59,"251,762"
8425,DAYMAR COLLEGE,KY,Proprietary 2 Year,270,"1,070,112"
9313,DAYMAR COLLEGE,KY,Proprietary 2 Year,"2,706","10,117,426"
1963,EASTERN KENTUCKY UNIVERSITY,KY,Public 4 Year,"5,855","23,453,784"
1991,ELIZABETHTOWN COMMUNITY  AND TECHNICAL COLLEGE,KY,Public 2 Year,"4,260","14,075,666"
12914,EMPIRE BEAUTY SCHOOL,KY,Proprietary 2 Year,432,"1,658,725"
12915,EMPIRE BEAUTY SCHOOL,KY,Proprietary 2 Year,201,"849,302"
12916,EMPIRE BEAUTY SCHOOL,KY,Proprietary 2 Year,238,"1,003,924"
12917,EMPIRE BEAUTY SCHOOL,KY,Proprietary 2 Year,253,"1,073,533"
12968,EMPIRE BEAUTY SCHOOL,KY,Proprietary 2 Year,147,"609,988"
21771,EMPIRE BEAUTY SCHOOL,KY,Proprietary 2 Year,177,"776,428"
38853,EMPLOYMENT SOLUTIONS,KY,Private 2 Year,185,"709,158"
35165,EZELL'S COSMETOLOGY SCHOOL,KY,Proprietary 2 Year,49,"229,693"
30837,GALEN HEALTH INSTITUTES,KY,Proprietary 2 Year,"1,793","6,089,804"
5273,GATEWAY COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,394","7,507,026"
1964,GEORGETOWN COLLEGE,KY,Private 4 Year,401,"1,578,025"
6962,HAZARD COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,087","7,609,106"
30262,HEAD'S WEST KENTUCKY BEAUTY COLLEGE,KY,Proprietary 2 Year,36,"150,399"
1993,HENDERSON COMMUNITY COLLEGE,KY,Public 2 Year,"1,070","3,270,001"
1994,HOPKINSVILLE COMMUNITY COLLEGE,KY,Public 2 Year,"2,497","7,794,865"
6961,JEFFERSON COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"7,095","21,524,151"
25261,JENNY LEA ACADEMY OF COSMETOLOGY,KY,Proprietary 2 Year,15,"61,401"
1965,KENTUCKY CHRISTIAN UNIVERSITY,KY,Private 4 Year,274,"1,057,061"
30021,KENTUCKY MOUNTAIN BIBLE COLLEGE,KY,Private 4 Year,54,"207,579"
1968,KENTUCKY STATE UNIVERSITY,KY,Public 4 Year,"1,547","6,508,506"
1969,KENTUCKY WESLEYAN COLLEGE,KY,Private 4 Year,422,"1,659,687"
41239,LEXINGTON HEALING ARTS ACADEMY,KY,Proprietary 2 Year,64,"149,633"
1972,LINDSEY WILSON COLLEGE,KY,Private 4 Year,"1,349","6,119,546"
9010,MADISONVILLE COMMUNITY COLLEGE,KY,Public 2 Year,"2,030","6,896,335"
6960,MAYSVILLE COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,556","9,092,367"
25762,MID-CONTINENT UNIVERSITY,KY,Private 4 Year,"1,257","4,264,029"
1975,MIDWAY COLLEGE,KY,Private 4 Year,768,"2,596,523"
1976,MOREHEAD STATE UNIVERSITY,KY,Public 4 Year,"3,517","13,300,253"
31035,MR JIM'S BEAUTY COLLEGE,KY,Proprietary 2 Year,31,"127,491"
1977,MURRAY STATE UNIVERSITY,KY,Public 4 Year,"2,963","11,490,249"
9275,NORTHERN KENTUCKY UNIVERSITY,KY,Public 4 Year,"3,984","14,695,688"
30292,NU TEK ACADEMY OF BEAUTY,KY,Proprietary 2 Year,41,"187,732"
30345,OWENSBORO COMMUNITY & TECHNICAL COLLEGE,KY,Public 2 Year,"2,729","8,776,897"
23237,PAT WILSON BEAUTY COLLEGE,KY,Proprietary 2 Year,59,"204,744"
23517,PAUL MITCHELL THE SCHOOL - LOUISVILLE,KY,Proprietary 2 Year,143,"529,646"
23408,PAUL MITCHELL THE SCHOOL LEXINGTON,KY,Proprietary 2 Year,133,"529,459"
1980,PIKEVILLE COLLEGE,KY,Private 4 Year,397,"1,564,694"
23372,PJ'S COLLEGE OF COSMETOLOGY,KY,Proprietary 2 Year,552,"1,906,714"
25511,PJ'S COLLEGE OF COSMETOLOGY,KY,Proprietary 2 Year,82,"331,897"
38863,REGENCY SCHOOL OF HAIR DESIGN,KY,Proprietary 2 Year,24,"81,858"
10424,SALON PROFESSIONAL ACADEMY THE,KY,Proprietary 2 Year,108,"534,119"
1997,SOMERSET COMMUNITY COLLEGE,KY,Public 2 Year,"5,718","19,924,967"
1998,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,245","8,408,147"
25608,SOUTHEAST SCHOOL OF COSMETOLOGY,KY,Proprietary 2 Year,37,"157,301"
1960,SPALDING UNIVERSITY,KY,Private 4 Year,679,"2,596,893"
4618,SPENCERIAN COLLEGE,KY,Proprietary 2 Year,"1,929","5,831,356"
1983,ST. CATHARINE COLLEGE,KY,Private 4 Year,401,"1,493,378"
12088,SULLIVAN COLLEGE OF TECHNOLOGY AND DESIGN,KY,Proprietary 4 Year,538,"2,093,526"
4619,SULLIVAN UNIVERSITY,KY,Proprietary 4 Year,"3,657","11,737,305"
2001,THOMAS MORE COLLEGE,KY,Private 4 Year,402,"1,421,573"
1987,TRANSYLVANIA UNIVERSITY,KY,Private 4 Year,275,"1,008,853"
22515,TREND SETTERS' ACADEMY OF BEAUTY CULTURE,KY,Proprietary 2 Year,239,"708,117"
1988,UNION COLLEGE,KY,Private 4 Year,539,"2,280,786"
1989,UNIVERSITY OF KENTUCKY,KY,Public 4 Year,"4,147","16,595,364"
1999,UNIVERSITY OF LOUISVILLE,KY,Public 4 Year,"4,292","17,041,314"
1962,UNIVERSITY OF THE CUMBERLANDS,KY,Private 4 Year,782,"3,072,534"
1979,WEST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,KY,Public 2 Year,"2,880","9,169,600"
2002,WESTERN KENTUCKY UNIVERSITY,KY,Public 4 Year,"7,736","29,443,483"
41495,A & W HEALTHCARE EDUCATORS,LA,Proprietary 2 Year,8,"39,664"
41207,ALDEN'S SCHOOL OF COSMETOLOGY,LA,Proprietary 2 Year,110,"565,429"
26010,AMERICAN SCHOOL OF BUSINESS,LA,Proprietary 2 Year,63,"228,944"
30614,ASCENSION COLLEGE,LA,Proprietary 2 Year,234,"748,617"
22584,AVEDA INSTITUTE BATON ROUGE,LA,Proprietary 2 Year,109,"462,970"
26009,AVEDA INSTITUTE COVINGTON,LA,Proprietary 2 Year,642,"2,546,795"
21178,AVEDA INSTITUTE LAFAYETTE,LA,Proprietary 2 Year,71,"301,977"
4621,AYERS CAREER COLLEGE,LA,Proprietary 2 Year,350,"1,104,262"
26171,BATON ROUGE COLLEGE,LA,Proprietary 2 Year,52,"152,400"
37303,BATON ROUGE COMMUNITY COLLEGE,LA,Public 2 Year,"3,384","11,019,713"
23357,BATON ROUGE GENERAL MEDICAL CENTER,LA,Private 2 Year,50,"142,054"
21975,BATON ROUGE SCHOOL OF COMPUTERS,LA,Proprietary 2 Year,36,"212,662"
32943,BLUE CLIFF COLLEGE,LA,Proprietary 2 Year,"1,045","3,203,399"
34225,BLUE CLIFF COLLEGE,LA,Proprietary 2 Year,599,"1,904,106"
34226,BLUE CLIFF COLLEGE,LA,Proprietary 2 Year,565,"1,729,279"
20554,BOSSIER PARISH COMMUNITY COLLEGE,LA,Public 2 Year,"2,513","8,787,195"
30235,CAMELOT COLLEGE,LA,Proprietary 2 Year,332,"1,255,155"
22340,CAMERON COLLEGE,LA,Proprietary 2 Year,199,"1,031,209"
26068,CAREER TECHNICAL COLLEGE,LA,Proprietary 2 Year,"1,597","6,137,680"
2003,CENTENARY COLLEGE OF LOUISIANA,LA,Private 4 Year,236,"883,395"
11097,CLOYD'S BEAUTY SCHOOL #1,LA,Proprietary 2 Year,51,"167,933"
23380,CLOYD'S BEAUTY SCHOOL #2,LA,Proprietary 2 Year,35,"117,169"
23525,CLOYD'S BEAUTY SCHOOL #3,LA,Proprietary 2 Year,45,"152,232"
40403,COMPASS CAREER COLLEGE,LA,Proprietary 2 Year,180,"627,073"
25485,COSMETOLOGY TRAINING CENTER,LA,Proprietary 2 Year,52,"197,171"
38105,COURT REPORTING INSTITUTE OF LOUISIANA,LA,Proprietary 2 Year,27,"77,169"
30104,CRESCENT CITY SCHOOL OF GAMING & BARTENDING,LA,Proprietary 2 Year,404,"1,664,614"
4625,DELGADO COMMUNITY COLLEGE,LA,Public 2 Year,"10,447","35,663,205"
33326,DELTA COLLEGE,LA,Proprietary 2 Year,418,"1,531,350"
25383,DELTA COLLEGE OF ARTS & TECHNOLOGY,LA,Proprietary 2 Year,621,"2,183,279"
20555,DELTA SCHOOL OF BUSINESS AND TECHNOLOGY,LA,Proprietary 2 Year,452,"1,499,118"
9898,DEMMON SCHOOL OF BEAUTY,LA,Proprietary 2 Year,43,"166,175"
26192,DENHAM SPRINGS BEAUTY COLLEGE,LA,Proprietary 2 Year,45,"171,300"
22602,DIESEL DRIVING ACADEMY,LA,Proprietary 2 Year,266,"701,702"
30309,DIESEL DRIVING ACADEMY,LA,Proprietary 2 Year,360,"994,586"
2004,DILLARD UNIVERSITY,LA,Private 4 Year,796,"3,555,422"
11631,"D-JAY'S SCHOOL OF BEAUTY, ARTS & SCIENCES",LA,Proprietary 2 Year,75,"274,501"
21661,ELAINE P. NUNEZ COMMUNITY COLLEGE,LA,Public 2 Year,"1,022","3,360,314"
2006,GRAMBLING STATE UNIVERSITY,LA,Public 4 Year,"3,206","14,569,751"
30951,GRETNA CAREER COLLEGE,LA,Proprietary 2 Year,290,"944,148"
25822,"GUY'S ACADEMY HAIR, SKIN & NAILS",LA,Proprietary 2 Year,99,"378,647"
21662,ITI TECHNICAL COLLEGE,LA,Proprietary 2 Year,378,"1,645,114"
11841,JOHN JAY BEAUTY COLLEGE,LA,Proprietary 2 Year,32,"129,266"
22656,JOHN JAY KENNER ACADEMY,LA,Proprietary 2 Year,143,"520,609"
32533,JONESVILLE BEAUTY SCHOOL,LA,Proprietary 2 Year,46,"175,537"
5761,L. E. FLETCHER TECHNICAL COMMUNITY COLLEGE,LA,Public 2 Year,747,"2,474,803"
25364,LOUISIANA ACADEMY OF BEAUTY,LA,Proprietary 2 Year,59,"276,142"
2007,LOUISIANA COLLEGE,LA,Private 4 Year,406,"1,557,195"
41123,LOUISIANA CULINARY INSTITUTE,LA,Proprietary 2 Year,70,"327,980"
41301,LOUISIANA DELTA COMMUNITY COLLEGE,LA,Public 2 Year,846,"2,988,035"
2010,LOUISIANA STATE UNIVERSITY & AGRICULTURAL & MECHANICAL COLLEGE,LA,Public 4 Year,"4,309","17,255,974"
2011,LOUISIANA STATE UNIVERSITY AT ALEXANDRIA,LA,Public 4 Year,"1,237","4,214,342"
2012,LOUISIANA STATE UNIVERSITY AT EUNICE,LA,Public 2 Year,"1,568","5,371,058"
2014,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER,LA,Public 4 Year,231,"875,634"
8067,LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER IN SHREVEPORT,LA,Public 4 Year,16,"62,697"
2013,LOUISIANA STATE UNIVERSITY IN SHREVEPORT,LA,Public 4 Year,"1,551","6,280,136"
2008,LOUISIANA TECH UNIVERSITY,LA,Public 4 Year,"1,892","8,069,466"
5488,LOUISIANA TECHNICAL COLLEGE,LA,Public 2 Year,"11,186","39,885,522"
2016,LOYOLA UNIVERSITY NEW ORLEANS,LA,Private 4 Year,780,"3,136,739"
2017,MCNEESE STATE UNIVERSITY,LA,Public 4 Year,"2,916","11,100,479"
33563,MEDICAL TRAINING COLLEGE,LA,Proprietary 2 Year,314,"1,083,201"
34803,MEDVANCE INSTITUTE OF BATON ROUGE,LA,Proprietary 2 Year,"3,546","11,626,254"
37275,MOORE CAREER COLLEGE,LA,Proprietary 2 Year,49,"136,797"
41516,MY-LE'S BEAUTY COLLEGE,LA,Proprietary 2 Year,84,"257,585"
2005,NICHOLLS STATE UNIVERSITY,LA,Public 4 Year,"2,335","9,772,035"
2021,NORTHWESTERN STATE UNIVERSITY,LA,Public 4 Year,"3,232","12,364,864"
34984,OMEGA INSTITUTE OF COSMETOLOGY,LA,Proprietary 2 Year,39,"152,386"
26011,OPELOUSAS SCHOOL OF COSMETOLOGY,LA,Proprietary 2 Year,33,"130,182"
2023,OUR LADY OF HOLY CROSS COLLEGE,LA,Private 4 Year,531,"2,047,595"
31062,OUR LADY OF THE LAKE COLLEGE,LA,Private 4 Year,712,"2,300,431"
12880,PAT GOINS BEAUTY SCHOOL,LA,Proprietary 2 Year,22,"94,260"
12879,PAT GOINS BENTON RD BEAUTY SCHOOL,LA,Proprietary 2 Year,39,"154,790"
12823,PAT GOINS RUSTON BEAUTY SCHOOL,LA,Proprietary 2 Year,41,"160,852"
23278,PINEVILLE BEAUTY SCHOOL,LA,Proprietary 2 Year,44,"162,576"
5203,REMINGTON COLLEGE - LAFAYETTE CAMPUS,LA,Proprietary 2 Year,"3,049","11,981,089"
37894,RIVER PARISHES COMMUNITY COLLEGE,LA,Public 2 Year,652,"2,206,945"
12611,RONNIE AND DORMANS SCHOOL OF HAIR DESIGN,LA,Proprietary 2 Year,13,"64,785"
2027,SAINT JOSEPH SEMINARY COLLEGE,LA,Private 4 Year,25,"104,975"
25183,SOUTH LOUISIANA BEAUTY COLLEGE,LA,Proprietary 2 Year,40,"128,565"
39563,SOUTH LOUISIANA COMMUNITY COLLEGE,LA,Public 2 Year,970,"2,980,149"
2024,SOUTHEASTERN LOUISIANA UNIVERSITY,LA,Public 4 Year,"4,917","19,619,154"
2025,SOUTHERN UNIVERSITY AND AGRICULTURAL & MECHANICAL COLG AT BATON ROUGE,LA,Public 4 Year,"4,525","19,796,515"
2026,SOUTHERN UNIVERSITY AT NEW ORLEANS,LA,Public 4 Year,"2,610","9,830,148"
7686,SOUTHERN UNIVERSITY AT SHREVEPORT - BOSSIER CITY,LA,Public 2 Year,"2,257","8,548,076"
5467,SOWELA TECHNICAL COMMUNITY COLLEGE,LA,Public 2 Year,"1,291","4,379,861"
23586,STAGE ONE HAIR SCHOOL,LA,Proprietary 2 Year,109,"472,270"
22693,STEVENSON'S ACADEMY OF HAIR DESIGN,LA,Proprietary 2 Year,90,"349,974"
2029,TULANE UNIVERSITY,LA,Private 4 Year,"1,250","4,400,729"
37893,UNITECH TRAINING ACADEMY,LA,Proprietary 2 Year,"1,253","3,693,496"
2031,UNIVERSITY OF LOUISIANA AT LAFAYETTE,LA,Public 4 Year,"4,388","16,964,730"
2020,UNIVERSITY OF LOUISIANA AT MONROE,LA,Public 4 Year,"3,107","13,453,640"
2015,UNIVERSITY OF NEW ORLEANS (THE),LA,Public 4 Year,"2,979","11,943,248"
25548,VANGUARD COLLEGE OF COSMETOLOGY,LA,Proprietary 2 Year,184,"662,200"
2032,XAVIER UNIVERSITY OF LOUISIANA,LA,Private 4 Year,"1,641","7,470,073"
30667,AILANO SCHOOL OF COSMETOLOGY,MA,Proprietary 2 Year,33,"117,807"
2114,AMERICAN INTERNATIONAL COLLEGE,MA,Private 4 Year,827,"3,236,253"
2115,AMHERST COLLEGE,MA,Private 4 Year,365,"1,490,976"
2117,ANNA MARIA COLLEGE,MA,Private 4 Year,428,"1,653,467"
21699,ASSABET VALLEY REGIONAL VOCATIONAL SCHOOL,MA,Public 2 Year,14,"60,296"
2118,ASSUMPTION COLLEGE,MA,Private 4 Year,338,"1,276,898"
2119,ATLANTIC UNION COLLEGE,MA,Private 4 Year,247,"958,252"
2121,BABSON COLLEGE,MA,Private 4 Year,324,"1,396,400"
23374,BANCROFT SCHOOL OF MASSAGE THERAPY,MA,Proprietary 2 Year,22,"66,048"
2122,BAY PATH COLLEGE,MA,Private 4 Year,760,"2,724,015"
3965,BAY STATE COLLEGE,MA,Proprietary 4 Year,780,"2,778,013"
23382,BAY STATE SCHOOL OF TECHNOLOGY,MA,Proprietary 2 Year,337,"1,445,016"
2123,BECKER COLLEGE,MA,Private 4 Year,720,"2,744,612"
2151,BENJAMIN FRANKLIN INSTITUTE OF TECHNOLOGY,MA,Public 4 Year,397,"1,614,904"
2124,BENTLEY UNIVERSITY,MA,Private 4 Year,651,"2,561,432"
2126,BERKLEE COLLEGE OF MUSIC,MA,Private 4 Year,841,"3,161,380"
2167,BERKSHIRE COMMUNITY COLLEGE,MA,Public 2 Year,"1,106","3,327,764"
12187,BLACKSTONE VALLEY VOCATIONAL REGIONAL SCHOOL DISTRICT,MA,Public 2 Year,8,"40,600"
20767,"BLAINE, THE BEAUTY CAREER SCHOOL",MA,Proprietary 2 Year,230,"637,235"
20922,"BLAINE, THE BEAUTY CAREER SCHOOL",MA,Proprietary 2 Year,173,"498,232"
12921,"BLAINE, THE BEAUTY CAREER SCHOOLS",MA,Proprietary 2 Year,414,"1,274,794"
5523,BLUE HILLS REGIONAL TECHNICAL SCHOOL,MA,Public 2 Year,30,"132,489"
3966,BOSTON ARCHITECTURAL COLLEGE,MA,Private 4 Year,215,"594,025"
32483,BOSTON BAPTIST COLLEGE,MA,Private 4 Year,48,"166,809"
2128,BOSTON COLLEGE,MA,Private 4 Year,"1,188","4,811,073"
2129,BOSTON CONSERVATORY,MA,Private 4 Year,80,"334,244"
2130,BOSTON UNIVERSITY,MA,Private 4 Year,"2,358","9,241,124"
2133,BRANDEIS UNIVERSITY,MA,Private 4 Year,563,"2,357,025"
2183,BRIDGEWATER STATE COLLEGE,MA,Public 4 Year,"2,256","8,169,898"
2176,BRISTOL COMMUNITY COLLEGE,MA,Public 2 Year,"3,650","10,625,082"
6322,BROCKTON HOSPITAL SCHOOL OF NURSING,MA,Private 2 Year,115,"301,164"
11210,BUNKER HILL COMMUNITY COLLEGE-,MA,Public 2 Year,"5,797","16,827,107"
20638,BUTERA SCHOOL OF ART,MA,Proprietary 2 Year,5,"22,050"
5557,C. H. MCCANN TECHNICAL SCHOOL,MA,Public 2 Year,26,"95,075"
21829,CAMBRIDGE COLLEGE,MA,Private 4 Year,595,"2,047,068"
2168,CAPE COD COMMUNITY COLLEGE,MA,Public 2 Year,"1,509","4,180,489"
22204,CATHERINE HINDS INSTITUTE OF ESTHETICS,MA,Proprietary 2 Year,85,"263,233"
41289,CENTRAL MASS SCHOOL OF MASSAGE AND THERAPY,MA,Proprietary 2 Year,25,"70,793"
2139,CLARK UNIVERSITY,MA,Private 4 Year,471,"1,799,037"
2140,COLLEGE OF OUR LADY OF THE ELMS,MA,Private 4 Year,359,"1,426,597"
2141,COLLEGE OF THE HOLY CROSS,MA,Private 4 Year,429,"1,787,759"
24917,CORTIVA INSTITUTE -  BOSTON,MA,Proprietary 2 Year,87,"191,329"
2143,CURRY COLLEGE,MA,Private 4 Year,638,"2,285,314"
2144,DEAN COLLEGE,MA,Private 4 Year,321,"1,098,960"
41169,DIGRIGOLI SCHOOL OF COSMETOLOGY,MA,Proprietary 2 Year,47,"164,475"
5519,DIMAN REGIONAL VOCATIONAL TECHNICAL INSTITUTE,MA,Public 2 Year,19,"65,209"
38593,E.I.N.E.,MA,Proprietary 2 Year,11,"34,379"
2145,EASTERN NAZARENE COLLEGE,MA,Private 4 Year,356,"1,378,695"
25239,ELIZABETH GRADY SCHOOL OF ESTHETICS AND MASSAGE THERAPY,MA,Proprietary 2 Year,20,"49,836"
2146,EMERSON COLLEGE,MA,Private 4 Year,521,"2,012,374"
2147,EMMANUEL COLLEGE,MA,Private 4 Year,510,"2,020,814"
20794,EMPIRE BEAUTY SCHOOL,MA,Proprietary 2 Year,236,"774,581"
2148,ENDICOTT COLLEGE,MA,Private 4 Year,315,"1,175,917"
11510,EVEREST INSTITUTE,MA,Proprietary 2 Year,"1,482","4,806,904"
33164,FINE MORTUARY COLLEGE,MA,Proprietary 2 Year,35,"101,054"
2150,FISHER COLLEGE - BOSTON,MA,Private 4 Year,699,"1,964,266"
2184,FITCHBURG STATE COLLEGE,MA,Public 4 Year,"1,087","3,909,444"
2185,FRAMINGHAM STATE COLLEGE,MA,Public 4 Year,797,"2,881,859"
39463,FRANKLIN W. OLIN COLLEGE OF ENGINEERING,MA,Private 4 Year,18,"78,650"
7481,GIBBS COLLEGE,MA,Proprietary 2 Year,270,"1,018,418"
2153,GORDON COLLEGE,MA,Private 4 Year,334,"1,258,626"
5279,GREATER LOWELL REGIONAL VOCATIONAL TECHNICAL SCHOOL,MA,Public 2 Year,22,"80,573"
2169,GREENFIELD COMMUNITY COLLEGE,MA,Public 2 Year,"1,109","3,322,299"
32403,HAIR IN MOTION BEAUTY ACADEMY,MA,Proprietary 2 Year,20,"94,532"
22151,HALLMARK INSTITUTE OF PHOTOGRAPHY,MA,Proprietary 2 Year,56,"227,575"
4661,HAMPSHIRE COLLEGE,MA,Private 4 Year,259,"1,015,251"
2155,HARVARD UNIVERSITY,MA,Private 4 Year,"1,137","4,593,882"
2157,HEBREW COLLEGE,MA,Private 4 Year,1,"3,344"
2154,HELLENIC COLLEGE & HOLY CROSS GREEK ORTHODOX SCHOOL OF THEOLOGY,MA,Private 4 Year,31,"116,919"
9877,HENRI'S SCHOOL OF HAIR DESIGN,MA,Proprietary 2 Year,37,"141,309"
2170,HOLYOKE COMMUNITY COLLEGE,MA,Public 2 Year,"3,581","10,585,877"
32054,JOLIE HAIR & BEAUTY ACADEMY,MA,Proprietary 2 Year,148,"473,695"
7488,KAPLAN CAREER INSTITUTE,MA,Proprietary 2 Year,"1,068","3,787,911"
31208,KAY HARVEY HAIRDRESSING ACADEMY,MA,Proprietary 2 Year,55,"191,752"
23257,LABARON HAIRDRESSING ACADEMY,MA,Proprietary 2 Year,72,"242,275"
23258,LABARON HAIRDRESSING ACADEMY,MA,Proprietary 2 Year,54,"174,292"
