PELLID,OPEID,GAPSID,Name,State,Type & Control,Recipients,Awards,,,,,,,
31042,3104200,4740,CHARLOTTE MECKLENBURG HOSPITAL AUTHORITY,NC,Public 2 year,98,"179,283",,,,,,,
2916,291600,1922,CHOWAN UNIVERSITY,NC,Private 4 Year,525,"1,738,442",,,,,,,
8082,808200,3040,CLEVELAND COMMUNITY COLLEGE,NC,Public 2 year,"1,637","4,441,914",,,,,,,
5316,531600,2642,COASTAL CAROLINA COMMUNITY COLLEGE,NC,Public 2 year,"1,733","4,878,306",,,,,,,
2917,291700,1923,COLLEGE OF THE ALBEMARLE,NC,Public 2 year,773,"2,153,982",,,,,,,
13850,2205000,3946,COLLEGE OF WILMINGTON,NC,Proprietary,115,"250,450",,,,,,,
30644,3064400,4632,COSMETOLOGY INSTITUTE OF BEAUTY ARTS & SCIENCES (THE),NC,Proprietary,102,"317,190",,,,,,,
8086,679900,2856,CRAVEN COMMUNITY COLLEGE,NC,Public 2 year,"1,099","3,223,984",,,,,,,
2918,291800,1924,DAVIDSON COLLEGE,NC,Private 4 Year,125,"400,827",,,,,,,
2919,291900,1925,DAVIDSON COUNTY COMMUNITY COLLEGE,NC,Public 2 year,"1,652","4,331,798",,,,,,,
2920,292000,1926,DUKE UNIVERSITY,NC,Private 4 Year,609,"2,105,686",,,,,,,
37485,3748500,5576,DURHAM BEAUTY ACADEMY,NC,Proprietary,139,"372,691",,,,,,,
5448,544800,2680,DURHAM TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,"2,035","5,116,046",,,,,,,
2923,292300,1927,EAST CAROLINA UNIVERSITY,NC,Public 4 year,"5,060","16,473,797",,,,,,,
8855,885500,3116,EDGECOMBE COMMUNITY COLLEGE,NC,Public 2 year,"1,653","4,516,384",,,,,,,
2926,292600,0321,ELIZABETH CITY STATE UNIVERSITY,NC,Public 4 year,"2,063","7,352,624",,,,,,,
2927,292700,1928,ELON UNIVERSITY,NC,Private 4 Year,330,"1,026,249",,,,,,,
15211,2210400,3955,FAYETTEVILLE BEAUTY COLLEGE,NC,Proprietary,66,"214,959",,,,,,,
2928,292800,0322,FAYETTEVILLE STATE UNIVERSITY,NC,Public 4 year,"3,580","12,294,262",,,,,,,
7640,764000,2977,FAYETTEVILLE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,"4,871","14,954,084",,,,,,,
5317,531700,2643,FORSYTH TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,"2,977","8,187,733",,,,,,,
2929,292900,1929,GARDNER-WEBB UNIVERSITY,NC,Private 4 Year,"1,054","3,373,171",,,,,,,
2973,297300,0327,GASTON COLLEGE,NC,Public 2 year,"2,148","5,777,070",,,,,,,
2930,293000,1930,GREENSBORO COLLEGE,NC,Private 4 Year,330,"1,033,693",,,,,,,
2931,293100,1931,GUILFORD COLLEGE,NC,Private 4 Year,"1,017","3,088,132",,,,,,,
4838,483800,2553,GUILFORD TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,"5,767","16,044,517",,,,,,,
15789,2238700,4009,HAIRSTYLING INSTITUTE OF CHARLOTTE,NC,Proprietary,54,"171,051",,,,,,,
7986,798600,3030,HALIFAX COMMUNITY COLLEGE,NC,Public 2 year,964,"2,639,870",,,,,,,
8083,808300,3041,HAYWOOD COMMUNITY COLLEGE,NC,Public 2 year,870,"2,445,152",,,,,,,
30893,3089300,4689,HERITAGE BIBLE COLLEGE,NC,Private 4 Year,59,"160,802",,,,,,,
2933,293300,0323,HIGH POINT UNIVERSITY,NC,Private 4 Year,685,"2,113,445",,,,,,,
2934,293400,1932,ISOTHERMAL COMMUNITY COLLEGE,NC,Public 2 year,"1,158","3,189,291",,,,,,,
7687,768700,2985,JAMES SPRUNT COMMUNITY COLLEGE,NC,Public 2 year,619,"1,826,391",,,,,,,
13819,293500,1933,JOHN WESLEY COLLEGE,NC,Private 4 Year,53,"135,522",,,,,,,
2936,293600,0324,JOHNSON C. SMITH UNIVERSITY,NC,Private 4 Year,"1,071","3,816,232",,,,,,,
9336,933600,3184,JOHNSTON COMMUNITY COLLEGE,NC,Public 2 year,"1,107","2,916,036",,,,,,,
2937,293700,1934,KING'S COLLEGE,NC,Proprietary,470,"1,513,356",,,,,,,
2939,293900,1935,LEES-MCRAE COLLEGE,NC,Private 4 Year,372,"1,209,523",,,,,,,
2940,294000,1936,LENOIR COMMUNITY COLLEGE,NC,Public 2 year,"1,582","4,799,768",,,,,,,
2941,294100,1937,LENOIR-RHYNE COLLEGE,NC,Private 4 Year,411,"1,301,861",,,,,,,
11926,1192600,3494,LEON'S BEAUTY SCHOOL,NC,Proprietary,92,"302,096",,,,,,,
2942,294200,0325,LIVINGSTONE COLLEGE,NC,Private 4 Year,841,"3,087,757",,,,,,,
2943,294300,1938,LOUISBURG COLLEGE,NC,Private 2 Year,457,"1,501,147",,,,,,,
2944,294400,1939,MARS HILL COLLEGE,NC,Private 4 Year,515,"1,655,969",,,,,,,
7988,798800,3032,MARTIN COMMUNITY COLLEGE,NC,Public 2 year,402,"1,152,044",,,,,,,
11197,1119700,3432,MAYLAND COMMUNITY COLLEGE,NC,Public 2 year,445,"1,115,902",,,,,,,
8085,808500,3042,MCDOWELL TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,603,"1,592,328",,,,,,,
33613,3361300,4943,MEDICAL ARTS SCHOOL (THE),NC,Proprietary,153,"394,783",,,,,,,
6478,647800,2817,MERCY SCHOOL OF NURSING,NC,Public 2 year,34,"79,123",,,,,,,
2945,294500,1940,MEREDITH COLLEGE,NC,Private 4 Year,484,"1,553,454",,,,,,,
2946,294600,1941,METHODIST UNIVERSITY,NC,Private 4 Year,605,"1,973,308",,,,,,,
2947,294700,1942,MITCHELL COMMUNITY COLLEGE,NC,Public 2 year,"1,180","3,082,512",,,,,,,
13670,2056500,0671,MITCHELLS HAIR STYLING ACADEMY,NC,Proprietary,126,"388,006",,,,,,,
14793,2227900,0740,MITCHELL'S HAIR STYLING ACADEMY,NC,Proprietary,4,"11,609",,,,,,,
8087,808700,3043,MONTGOMERY COMMUNITY COLLEGE,NC,Public 2 year,420,"1,186,551",,,,,,,
2948,294800,1943,MONTREAT COLLEGE,NC,Private 4 Year,356,"1,044,097",,,,,,,
2949,294900,1944,MOUNT OLIVE COLLEGE,NC,Private 4 Year,"1,566","3,990,948",,,,,,,
8557,855700,3093,NASH COMMUNITY COLLEGE,NC,Public 2 year,"1,155","2,863,207",,,,,,,
38273,3827300,5582,NEW LIFE THEOLOGICAL SEMINARY,NC,Private 4 Year,33,"99,823",,,,,,,
2905,290500,0317,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NC,Public 4 year,"4,324","14,948,192",,,,,,,
2950,295000,0326,NORTH CAROLINA CENTRAL UNIVERSITY,NC,Public 4 year,"3,609","12,632,850",,,,,,,
2972,297200,1959,NORTH CAROLINA STATE UNIVERSITY,NC,Public 4 year,"4,064","13,184,663",,,,,,,
2951,295100,1945,NORTH CAROLINA WESLEYAN COLLEGE,NC,Private 4 Year,859,"2,865,257",,,,,,,
7031,703100,2882,PAMLICO COMMUNITY COLLEGE,NC,Public 2 year,231,"668,105",,,,,,,
11799,1179900,0634,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,NC,Proprietary,43,"134,447",,,,,,,
2953,295300,1946,PEACE COLLEGE,NC,Private 4 Year,254,"854,308",,,,,,,
2955,295500,1948,PFEIFFER UNIVERSITY,NC,Private 4 Year,407,"1,219,282",,,,,,,
2956,295600,1949,PIEDMONT BAPTIST COLLEGE AND GRADUATE SCHOOL,NC,Private 4 Year,145,"378,998",,,,,,,
9646,964600,3214,PIEDMONT COMMUNITY COLLEGE,NC,Public 2 year,"1,022","2,812,508",,,,,,,
17191,2560600,5431,PINNACLE INSTITUTE OF COSMETOLOGY,NC,Proprietary,26,"89,507",,,,,,,
4062,406200,2495,PITT COMMUNITY COLLEGE,NC,Public 2 year,"2,645","7,775,513",,,,,,,
2957,295700,1950,QUEENS UNIVERSITY OF CHARLOTTE,NC,Private 4 Year,503,"1,412,838",,,,,,,
5447,544700,2679,RANDOLPH COMMUNITY COLLEGE,NC,Public 2 year,913,"2,436,621",,,,,,,
41157,4115700,5874,REGINA'S COLLEGE OF BEAUTY,NC,Proprietary,51,"140,921",,,,,,,
5464,546400,2686,RICHMOND COMMUNITY COLLEGE,NC,Public 2 year,"1,096","3,006,257",,,,,,,
14101,2280900,5239,ROANOKE BIBLE COLLEGE,NC,Private 4 Year,87,"261,142",,,,,,,
8613,861300,3101,ROANOKE CHOWAN COMMUNITY COLLEGE,NC,Public 2 year,512,"1,401,457",,,,,,,
8612,861200,3100,ROBESON COMMUNITY COLLEGE,NC,Public 2 year,"1,823","5,383,743",,,,,,,
2958,295800,1951,ROCKINGHAM COMMUNITY COLLEGE,NC,Public 2 year,962,"2,521,783",,,,,,,
5754,575400,2780,ROWAN-CABARRUS COMMUNITY COLLEGE,NC,Public 2 year,"3,115","8,536,704",,,,,,,
2960,296000,1952,SALEM COLLEGE,NC,Private 4 Year,381,"1,153,662",,,,,,,
7892,789200,3014,SAMPSON COMMUNITY COLLEGE,NC,Public 2 year,781,"2,320,689",,,,,,,
2961,296100,1953,SANDHILLS COMMUNITY COLLEGE,NC,Public 2 year,"1,797","4,849,286",,,,,,,
31090,3109000,4759,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,Proprietary,350,"856,778",,,,,,,
2962,296200,1954,SHAW UNIVERSITY,NC,Private 4 Year,"1,865","6,502,260",,,,,,,
10264,1026400,3314,SOUTH COLLEGE,NC,Proprietary,265,"636,872",,,,,,,
7985,798500,3029,SOUTH PIEDMONT COMMUNITY COLLEGE,NC,Public 2 year,"1,099","2,578,506",,,,,,,
2964,296400,1955,SOUTHEASTERN COMMUNITY COLLEGE,NC,Public 2 year,"1,416","4,317,399",,,,,,,
35553,3555300,5924,SOUTHEASTERN INSTITUTE,NC,Proprietary,265,"574,833",,,,,,,
8466,846600,3082,SOUTHWESTERN COMMUNITY COLLEGE,NC,Public 2 year,820,"2,280,556",,,,,,,
2968,296800,1957,ST AUGUSTINES COLLEGE,NC,Private 4 Year,"1,065","3,933,932",,,,,,,
2967,296700,1956,ST. ANDREWS PRESBYTERIAN COLLEGE,NC,Private 4 Year,162,"499,414",,,,,,,
11194,1119400,3431,STANLY COMMUNITY COLLEGE,NC,Public 2 year,"1,064","2,797,444",,,,,,,
2970,297000,1958,SURRY COMMUNITY COLLEGE,NC,Public 2 year,"1,151","3,235,372",,,,,,,
40983,4098300,6254,TECHSKILLS - CHARLOTTE,NC,Proprietary,19,"32,507",,,,,,,
9430,943000,3192,TRI-COUNTY COMMUNITY COLLEGE,NC,Public 2 year,583,"1,632,787",,,,,,,
2974,297400,1960,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,Public 4 year,"2,572","8,777,968",,,,,,,
2975,297500,1961,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,Public 4 year,"5,388","16,811,091",,,,,,,
2976,297600,1962,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,Public 4 year,"4,483","14,419,974",,,,,,,
2907,290700,0318,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,NC,Public 4 year,832,"2,600,796",,,,,,,
2954,295400,1947,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,Public 4 year,"2,739","8,864,180",,,,,,,
2984,298400,0329,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,Public 4 year,"2,130","6,467,270",,,,,,,
3981,398100,0461,UNIVERSITY OF NORTH CAROLINA SCHOOL OF THE ARTS,NC,Public 4 year,187,"637,659",,,,,,,
9903,990300,3259,VANCE - GRANVILLE COMMUNITY COLLEGE,NC,Public 2 year,"2,232","5,879,917",,,,,,,
2978,297800,1963,WAKE FOREST UNIVERSITY,NC,Private 4 Year,325,"1,060,180",,,,,,,
4844,484400,2554,WAKE TECHNICAL COMMUNITY COLLEGE,NC,Public 2 year,"3,068","7,665,381",,,,,,,
2979,297900,1964,WARREN WILSON COLLEGE,NC,Private 4 Year,211,"682,314",,,,,,,
8216,298000,1965,WAYNE COMMUNITY COLLEGE,NC,Public 2 year,"1,517","4,171,528",,,,,,,
2981,298100,0328,WESTERN CAROLINA UNIVERSITY,NC,Public 4 year,"1,924","6,110,847",,,,,,,
2982,298200,1966,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,Public 2 year,"1,639","4,862,726",,,,,,,
2983,298300,1967,WILKES COMMUNITY COLLEGE,NC,Public 2 year,"1,285","3,534,330",,,,,,,
4845,484500,2555,WILSON COMMUNITY COLLEGE,NC,Public 2 year,"1,091","3,098,392",,,,,,,
2985,298500,1968,WINGATE UNIVERSITY,NC,Private 4 Year,379,"1,225,631",,,,,,,
30095,3009500,4551,WINSTON-SALEM BARBER SCHOOL,NC,Proprietary,70,"220,935",,,,,,,
2986,298600,1969,WINSTON-SALEM STATE UNIVERSITY,NC,Public 4 year,"3,207","11,310,212",,,,,,,
2988,298800,1970,BISMARCK STATE COLLEGE,ND,Public 4 year,"1,048","2,950,167",,,,,,,
15793,2236500,4002,CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE,ND,Public 2 year,212,"649,647",,,,,,,
2989,298900,1971,DICKINSON STATE UNIVERSITY,ND,Public 4 year,612,"1,854,663",,,,,,,
15536,2553700,5365,FORT BERTHOLD COMMUNITY COLLEGE,ND,Public 2 year,39,"80,575",,,,,,,
41394,4139400,6264,HAIR ACADEMY (THE),ND,Proprietary,23,"78,212",,,,,,,
16232,2298200,0772,HEADQUARTERS ACADEMY OF HAIR DESIGN,ND,Proprietary,57,"164,212",,,,,,,
2990,299000,1972,JAMESTOWN COLLEGE,ND,Private 4 Year,235,"747,221",,,,,,,
7756,775600,2998,JOSEFS SCHOOL OF HAIR DESIGN,ND,Proprietary,43,"100,055",,,,,,,
10406,1040600,3338,JOSEF'S SCHOOL OF HAIR DESIGN,ND,Proprietary,48,"105,532",,,,,,,
2991,299100,1973,LAKE REGION STATE COLLEGE,ND,Public 2 year,286,"863,105",,,,,,,
2993,299300,1975,MAYVILLE STATE UNIVERSITY,ND,Public 4 year,216,"621,978",,,,,,,
9354,935400,3185,MEDCENTER ONE COLLEGE OF NURSING,ND,Private 4 Year,27,"82,928",,,,,,,
2994,299400,1976,MINOT STATE UNIVERSITY,ND,Public 4 year,901,"2,744,696",,,,,,,
2995,299500,1977,MINOT STATE UNIVERSITY - BOTTINEAU,ND,Public 2 year,254,"774,766",,,,,,,
16929,3087200,4682,MOLER BARBER COLLEGE OF HAIR STYLING,ND,Proprietary,8,"29,253",,,,,,,
2996,299600,1978,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,Public 2 year,713,"2,122,389",,,,,,,
2997,299700,1979,NORTH DAKOTA STATE UNIVERSITY - MAIN CAMPUS - FARGO,ND,Public 4 year,"2,217","6,669,242",,,,,,,
12295,1229500,3524,R D HAIRSTYLING COLLEGE,ND,Proprietary,26,"70,001",,,,,,,
4846,484600,2556,RASMUSSEN COLLEGE,ND,Proprietary,"1,218","2,701,042",,,,,,,
40313,4031300,5783,SALON PROFESSIONAL ACADEMY (THE),ND,Proprietary,48,"139,203",,,,,,,
14993,2188200,3908,SITTING BULL COLLEGE,ND,Public 4 year,251,"752,353",,,,,,,
12059,1205900,3504,TRINITY BIBLE COLLEGE,ND,Private 4 Year,199,"661,439",,,,,,,
9450,2301100,4144,TURTLE MOUNTAIN COMMUNITY COLLEGE,ND,Private 4 Year,472,"1,522,391",,,,,,,
14470,2242900,4019,UNITED TRIBES TECHNICAL COLLEGE,ND,Private 2 Year,384,"1,212,539",,,,,,,
2992,299200,1974,UNIVERSITY OF MARY,ND,Private 4 Year,586,"1,864,846",,,,,,,
3005,300500,1980,UNIVERSITY OF NORTH DAKOTA,ND,Public 4 year,"1,878","5,739,004",,,,,,,
3008,300800,1982,VALLEY CITY STATE UNIVERSITY,ND,Public 4 year,246,"776,922",,,,,,,
3007,300700,1981,WILLISTON STATE COLLEGE,ND,Public 2 year,298,"825,106",,,,,,,
8492,849200,3083,ALEGENT HEALTH SCHOOLS,NE,Private 2 Year,11,"39,941",,,,,,,
2538,974300,3235,BELLEVUE UNIVERSITY,NE,Private 4 Year,"1,621","3,696,362",,,,,,,
6399,639900,2804,BRYAN LGH COLLEGE OF HEALTH SCIENCES,NE,Private 4 Year,113,"292,400",,,,,,,
9617,961700,3209,CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS,NE,Proprietary,71,"179,329",,,,,,,
14468,2099500,3728,CENTRAL COMMUNITY COLLEGE,NE,Public 2 year,"1,842","4,353,768",,,,,,,
2539,253900,0264,CHADRON STATE COLLEGE,NE,Public 4 year,783,"2,310,421",,,,,,,
9862,986200,3251,CLARKSON COLLEGE,NE,Private 4 Year,166,"494,608",,,,,,,
14176,2079700,3707,COLLEGE OF HAIR DESIGN,NE,Proprietary,170,"500,716",,,,,,,
2540,254000,1772,COLLEGE OF SAINT MARY,NE,Private 4 Year,387,"1,283,836",,,,,,,
2541,254100,1773,CONCORDIA UNIVERSITY,NE,Private 4 Year,284,"867,945",,,,,,,
31643,3164300,4847,CREATIVE CENTER (THE),NE,Proprietary,56,"204,887",,,,,,,
2542,254200,1774,CREIGHTON UNIVERSITY,NE,Private 4 Year,688,"2,171,526",,,,,,,
2543,254300,1775,DANA COLLEGE,NE,Private 4 Year,176,"531,337",,,,,,,
2544,254400,1776,DOANE COLLEGE,NE,Private 4 Year,457,"1,344,006",,,,,,,
2547,254700,1777,GRACE UNIVERSITY,NE,Private 4 Year,144,"437,287",,,,,,,
2548,254800,1778,HASTINGS COLLEGE,NE,Private 4 Year,299,"943,663",,,,,,,
11519,1151900,3446,JOSEPH'S COLLEGE OF BEAUTY,NE,Proprietary,387,"1,154,536",,,,,,,
9523,952300,3200,LA'JAMES INTERNATIONAL COLLEGE,NE,Proprietary,53,"146,137",,,,,,,
33233,3323300,4924,LITTLE PRIEST TRIBAL COLLEGE,NE,Private 2 Year,84,"260,118",,,,,,,
4432,1258600,3560,METROPOLITAN COMMUNITY COLLEGE,NE,Public 2 year,"4,183","9,259,861",,,,,,,
2553,255300,1780,MIDLAND LUTHERAN COLLEGE,NE,Private 4 Year,319,"981,307",,,,,,,
2557,255700,1783,MID-PLAINS COMMUNITY COLLEGE,NE,Public 2 year,681,"1,836,862",,,,,,,
32793,3279300,4904,MYOTHERAPY INSTITUTE,NE,Proprietary,16,"44,973",,,,,,,
12976,1297600,3608,NEBRASKA CHRISTIAN COLLEGE,NE,Private 4 Year,75,"221,385",,,,,,,
9937,640400,2805,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH,NE,Private 4 Year,180,"521,067",,,,,,,
2555,255500,1782,NEBRASKA WESLEYAN UNIVERSITY,NE,Private 4 Year,431,"1,276,386",,,,,,,
2556,1166700,3458,NORTHEAST COMMUNITY COLLEGE,NE,Public 2 year,"1,193","3,176,402",,,,,,,
31273,3127300,4816,OMAHA SCHOOL OF MASSAGE THERAPY,NE,Proprietary,81,"219,737",,,,,,,
2559,255900,1784,PERU STATE COLLEGE,NE,Public 4 year,621,"1,845,329",,,,,,,
7591,2508300,4309,SOUTHEAST COMMUNITY COLLEGE,NE,Public 2 year,"3,871","8,217,946",,,,,,,
2563,256300,1786,UNION COLLEGE,NE,Private 4 Year,260,"859,685",,,,,,,
38214,3821400,5687,UNIVERSAL COLLEGE OF HEALING ARTS,NE,Proprietary,30,"76,322",,,,,,,
2565,256500,0265,UNIVERSITY OF NEBRASKA,NE,Public 4 year,"3,338","10,114,770",,,,,,,
2551,255100,1779,UNIVERSITY OF NEBRASKA - KEARNEY,NE,Public 4 year,"1,538","4,665,671",,,,,,,
2554,255400,1781,UNIVERSITY OF NEBRASKA - OMAHA,NE,Public 4 year,"2,695","7,854,646",,,,,,,
6895,689500,2869,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,Public 4 year,212,"629,739",,,,,,,
7501,750100,0523,VATTEROTT COLLEGE,NE,Proprietary,602,"1,616,792",,,,,,,
2566,256600,1787,WAYNE STATE COLLEGE,NE,Public 4 year,"1,018","3,150,792",,,,,,,
2560,256000,1785,WESTERN NEBRASKA COMMUNITY COLLEGE,NE,Public 2 year,821,"2,209,826",,,,,,,
26105,2610500,4502,XENON INTERNATIONAL ACADEMY II,NE,Proprietary,160,"486,134",,,,,,,
2567,256700,1788,YORK COLLEGE,NE,Private 4 Year,163,"510,119",,,,,,,
4733,473300,2543,CHESTER COLLEGE OF NEW ENGLAND,NH,Private 4 Year,73,"221,557",,,,,,,
2572,257200,1790,COLBY-SAWYER COLLEGE,NH,Private 4 Year,223,"684,979",,,,,,,
8493,849300,3084,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,Proprietary,18,"42,186",,,,,,,
13189,1318900,3628,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,Proprietary,28,"94,359",,,,,,,
4731,473100,5165,DANIEL WEBSTER COLLEGE,NH,Private 4 Year,213,"674,720",,,,,,,
2573,257300,1791,DARTMOUTH COLLEGE,NH,Private 4 Year,551,"1,795,920",,,,,,,
14177,864500,0555,EMPIRE BEAUTY SCHOOL,NH,Proprietary,167,"467,173",,,,,,,
15403,2179600,0716,EMPIRE BEAUTY SCHOOL,NH,Proprietary,190,"471,648",,,,,,,
16275,2300200,4142,ESTHETICS INSTITUTE AT CONCORD ACADEMY,NH,Proprietary,2,"7,885",,,,,,,
2575,257500,1792,FRANKLIN PIERCE UNIVERSITY,NH,Private 4 Year,478,"1,376,248",,,,,,,
31013,3101300,4726,GRANITE STATE COLLEGE,NH,Public 4 year,529,"1,158,988",,,,,,,
2583,258300,5848,GREAT BAY COMMUNITY COLLEGE,NH,Public 2 year,354,"834,310",,,,,,,
4729,472900,5175,HESSER COLLEGE,NH,Proprietary,"2,637","7,179,603",,,,,,,
15836,2245400,5289,KEENE BEAUTY ACADEMY,NH,Proprietary,43,"115,462",,,,,,,
2590,259000,1801,KEENE STATE COLLEGE,NH,Public 4 year,726,"2,134,109",,,,,,,
7555,755500,5845,LAKES REGION COMMUNITY COLLEGE,NH,Public 2 year,310,"788,344",,,,,,,
7025,702500,5580,LEBANON COLLEGE,NH,Private 4 Year,24,"68,547",,,,,,,
22233,2223300,6367,MAGDALEN COLLEGE,NH,Private 4 Year,10,"40,160",,,,,,,
2582,258200,1796,MANCHESTER COMMUNITY COLLEGE,NH,Public 2 year,552,"1,300,426",,,,,,,
4730,473000,2542,MCINTOSH COLLEGE,NH,Proprietary,135,"292,271",,,,,,,
15356,2174800,0714,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHETICS,NH,Proprietary,72,"202,189",,,,,,,
9236,923600,3167,NASHUA COMMUNITY COLLEGE,NH,Public 2 year,367,"903,241",,,,,,,
2579,257900,1793,NEW ENGLAND COLLEGE,NH,Private 4 Year,268,"881,147",,,,,,,
15845,2247000,4027,NEW ENGLAND SCHOOL OF HAIR DESIGN,NH,Proprietary,45,"132,251",,,,,,,
37293,3729300,5492,NEW HAMPSHIRE INSTITUTE FOR THERAPEUTIC ARTS,NH,Proprietary,23,"71,575",,,,,,,
31823,3182300,5092,NEW HAMPSHIRE INSTITUTE OF ART,NH,Private 4 Year,108,"311,603",,,,,,,
2581,258100,1795,NHTI  - CONCORD'S COMMUNITY COLLEGE,NH,Public 2 year,802,"2,070,348",,,,,,,
2591,259100,1802,PLYMOUTH STATE UNIVERSITY OF THE UNIV SYSTEM OF NEW HAMPSHIRE,NH,Public 4 year,808,"2,374,793",,,,,,,
13558,2211600,3959,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN,NH,Proprietary,13,"41,210",,,,,,,
7560,756000,5850,RIVER VALLEY COMMUNITY COLLEGE,NH,Public 2 year,292,"732,696",,,,,,,
2586,258600,1798,RIVIER COLLEGE,NH,Private 4 Year,299,"907,619",,,,,,,
2587,258700,1799,SAINT ANSELM COLLEGE,NH,Private 4 Year,222,"658,393",,,,,,,
15016,2140400,3805,SAINT JOSEPH SCHOOL OF  NURSING,NH,Private 2 Year,42,"150,107",,,,,,,
2580,258000,1794,SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,Private 4 Year,"1,175","2,727,914",,,,,,,
30431,3043100,4615,THOMAS MORE COLLEGE OF LIBERAL ARTS,NH,Private 4 Year,24,"92,894",,,,,,,
2589,258900,1800,UNIVERSITY OF NEW HAMPSHIRE,NH,Public 4 year,"2,001","6,247,029",,,,,,,
34373,3437300,5293,UPPER VALLEY TEACHER INSTITUTE,NH,Private 2 Year,15,"52,224",,,,,,,
5291,529100,2631,WHITE MOUNTAINS COMMUNITY COLLEGE,NH,Public 2 year,383,"1,045,683",,,,,,,
33893,3389300,4952,ACADEMY OF MASSAGE THERAPY,NJ,Proprietary,137,"412,030",,,,,,,
41364,4136400,6296,AMERICAN INSTITUTE OF MEDICAL SCIENCES & EDUCATION,NJ,Proprietary,18,"52,509",,,,,,,
16701,1085100,3390,ANTHEM INSTITUTE,NJ,Proprietary,"1,454","3,792,064",,,,,,,
16954,2525900,0840,ARTISTIC ACADEMY OF HAIR DESIGN,NJ,Proprietary,59,"145,729",,,,,,,
15759,2234600,0741,ATLANTIC BEAUTY & SPA ACADEMY,NJ,Proprietary,72,"210,854",,,,,,,
2596,259600,1803,ATLANTIC CAPE COMMUNITY COLLEGE,NJ,Public 2 year,"3,117","7,839,249",,,,,,,
40813,4081300,5870,BAIS MEDRASH TORAS CHESED,NJ,Private 4 Year,11,"51,293",,,,,,,
14968,2132300,3795,BERDAN INSTITUTE,NJ,Proprietary,559,"1,281,902",,,,,,,
4736,473600,2544,BERGEN COMMUNITY COLLEGE,NJ,Public 2 year,"3,783","11,075,763",,,,,,,
16349,2312000,4167,BERGEN COUNTY TECHNICAL SCHOOLS,NJ,Public 2 year,30,"87,734",,,,,,,
7502,750200,2951,BERKELEY COLLEGE,NJ,Proprietary,"2,471","7,384,628",,,,,,,
3972,794700,3026,BETH MEDRASH GOVOHA OF AMERICA,NJ,Private 4 Year,"1,571","6,278,883",,,,,,,
2597,259700,1804,BLOOMFIELD COLLEGE,NJ,Private 4 Year,"1,217","4,079,999",,,,,,,
8404,840400,3076,BROOKDALE COMMUNITY COLLEGE,NJ,Public 2 year,"3,299","9,056,980",,,,,,,
7730,773000,2995,BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS,NJ,Public 2 year,"1,887","4,850,596",,,,,,,
2598,259800,1805,CALDWELL COLLEGE,NJ,Private 4 Year,570,"1,715,562",,,,,,,
6865,686500,2865,CAMDEN COUNTY COLLEGE,NJ,Public 2 year,"4,754","13,301,806",,,,,,,
9078,907800,0566,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary,154,"384,387",,,,,,,
14551,2103700,0686,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary,69,"170,941",,,,,,,
15558,2183600,0720,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary,98,"234,115",,,,,,,
16107,2265500,0755,CAPRI INSTITUTE OF HAIR DESIGN,NJ,Proprietary,104,"293,667",,,,,,,
2599,259900,1806,CENTENARY COLLEGE,NJ,Private 4 Year,404,"1,300,388",,,,,,,
41341,4134100,6199,CENTER FOR ALLIED HEALTH & NURSING EDUCATION (THE),NJ,Proprietary,189,"568,162",,,,,,,
33243,3324300,4925,CENTRAL CAREER SCHOOL,NJ,Proprietary,63,"132,287",,,,,,,
6410,641000,2806,CHARLES E GREGORY SCHOOL OF NURSING (THE),NJ,Private 2 Year,12,"44,772",,,,,,,
2642,264200,1026,COLLEGE OF NEW JERSEY (THE),NJ,Public 4 year,871,"3,024,707",,,,,,,
