OPEID,NAME,CITY,STATE,Type & Control,Recipients,Awards
803700,GATEWAY COMMUNITY-TECHNICAL COLLEGE,NEW HAVEN,CT,Public 2 Year,"3,547","10,449,419"
2244900,GOODWIN COLLEGE,EAST HARTFORD,CT,Private 4 Year,"2,506","7,836,119"
1326400,HENRY ABBOTT TECHNICAL HIGH SCHOOL,DANBURY,CT,Public 2 Year,7,"9,723"
138900,HOLY APOSTLES COLLEGE & SEMINARY,CROMWELL,CT,Private 4 Year,5,"15,827"
451300,HOUSATONIC COMMUNITY COLLEGE,BRIDGEPORT,CT,Public 2 Year,"3,395","10,279,488"
2245300,HOWELL CHENEY TECHNICAL HIGH SCHOOL,MANCHESTER,CT,Public 2 Year,4,"14,700"
3094800,INDUSTRIAL MANAGEMENT & TRAINING,WATERBURY,CT,Proprietary 2 Year,105,"294,680"
4152400,INTERNATIONAL INSTITUTE OF COSMETOLOGY,WETHERSFIELD,CT,Proprietary 2 Year,51,"204,291"
1291300,LEON INSTITUTE OF HAIR DESIGN,BRIDGEPORT,CT,Proprietary 2 Year,21,"61,943"
940700,LINCOLN COLLEGE OF NEW ENGLAND,SOUTHINGTON,CT,Proprietary 4 Year,852,"2,868,245"
730300,LINCOLN TECHNICAL INSTITUTE,NEW BRITAIN,CT,Proprietary 2 Year,"2,162","8,407,486"
2228800,LINCOLN TECHNICAL INSTITUTE - EAST WINDS,EAST WINDSOR,CT,Proprietary 2 Year,932,"3,893,878"
3316300,LINCOLN TECHNICAL INSTITUTE - HARTFORD,HARTFORD,CT,Proprietary 2 Year,596,"2,376,997"
3079400,LYME ACADEMY COLLEGE OF FINE ARTS,OLD LYME,CT,Private 4 Year,31,"123,322"
139200,MANCHESTER COMMUNITY COLLEGE,MANCHESTER,CT,Public 2 Year,"2,966","8,737,617"
803800,MIDDLESEX COMMUNITY CLG,MIDDLETOWN,CT,Public 2 Year,"1,123","3,278,021"
139300,MITCHELL COLLEGE,NEW LONDON,CT,Private 4 Year,358,"1,428,205"
698200,NAUGATUCK VALLEY COMM-TECH COLG,WATERBURY,CT,Public 2 Year,"2,622","8,104,234"
2202500,NEW ENGLAND TRACTOR TRAILER SCH,SOMERS,CT,Proprietary 2 Year,"1,184","3,368,729"
2112700,NORTH HAVEN ACADEMY,NORTH HAVEN,CT,Proprietary 2 Year,134,"495,220"
139800,NORTHWESTERN CT COMMUNITY COLLEGE,WINSTED,CT,Public 2 Year,616,"1,763,783"
139900,NORWALK COMMUNITY TECHNICAL COLLEGE,NORWALK,CT,Public 2 Year,"2,312","7,217,676"
1184300,NORWICH TECHNICAL HIGH SCHOOL,NORWICH,CT,Public 2 Year,12,"15,673"
4145400,OXFORD ACADEMY OF HAIR DESIGN,SEYMOUR,CT,Proprietary 2 Year,65,"255,004"
745900,PAIER COLLEGE OF ART,HAMDEN,CT,Proprietary 4 Year,72,"257,455"
887300,PAUL MITCHELL THE SCHOOL,DANBURY,CT,Proprietary 2 Year,53,"237,098"
2565000,PLATT TECHNICAL HIGH SCHOOL,MILFORD,CT,Public 2 Year,26,"92,968"
730500,PORTER AND CHESTER INSTITUTE OF BRANFORD,BRANFORD,CT,Proprietary 2 Year,437,"1,268,132"
1077900,PORTER AND CHESTER INSTITUTE-ALLCAMPUSES,STRATFORD,CT,Proprietary 2 Year,"3,325","10,149,109"
140100,POST UNIVERSITY,WATERBURY,CT,Proprietary 4 Year,"2,395","9,223,904"
1053000,QUINEBAUG VALLEY COMMUNITY COLLEGE,DANIELSON,CT,Public 2 Year,"1,157","3,179,746"
140200,QUINNIPIAC UNIVERSITY,HAMDEN,CT,Private 4 Year,899,"3,389,129"
2112300,RIDLEY LOWELL BUSINESS & TECH INST,NEW LONDON,CT,Proprietary 2 Year,914,"3,506,681"
140300,SACRED HEART UNIVERSITY,FAIRFIELD,CT,Private 4 Year,821,"3,143,818"
140900,SAINT JOSEPH COLLEGE,WEST HARTFORD,CT,Private 4 Year,429,"1,663,320"
1287700,SANFORD-BROWN COLLEGE,NORWALK,CT,Proprietary 2 Year,353,"1,519,541"
140600,SOUTHERN CONNECTICUT STATE UNIV,NEW HAVEN,CT,Public 4 Year,"2,793","10,932,741"
619100,ST. VINCENT'S COLLEGE,BRIDGEPORT,CT,Private 4 Year,155,"483,018"
1242500,STONE ACADEMY,HAMDEN,CT,Proprietary 2 Year,"1,121","3,711,638"
906500,THE HARTFORD CONSERVATORY,HARTFORD,CT,Private 2 Year,10,"42,038"
976500,THREE RIVERS COMMUNITY TECH COLLEGE,NORWICH,CT,Public 2 Year,"2,326","6,298,012"
4162900,TONSORIAL ACADEMY OF COSMETOLOGY AND BAR,WEST HAVEN,CT,Proprietary 2 Year,30,"182,313"
141400,TRINITY COLLEGE,HARTFORD,CT,Private 4 Year,375,"1,495,153"
976400,TUNXIS COMMUNITY COLLEGE,FARMINGTON,CT,Public 2 Year,"1,721","5,254,401"
141600,UNIVERSITY OF BRIDGEPORT,BRIDGEPORT,CT,Private 4 Year,"1,378","5,104,965"
141700,UNIVERSITY OF CONNECTICUT-STORRS,STORRS,CT,Public 4 Year,"5,045","20,767,406"
142200,UNIVERSITY OF HARTFORD,WEST HARTFORD,CT,Private 4 Year,"1,431","5,488,144"
139700,UNIVERSITY OF NEW HAVEN,WEST HAVEN,CT,Private 4 Year,"1,194","4,666,999"
1169700,VINAL REGIONAL VOC TECH SCHOOL,MIDDLETOWN,CT,Public 2 Year,20,"34,901"
2300000,W F KAYNOR TECHNICAL HIGH SCHOOL,WATERBURY,CT,Public 2 Year,13,"23,297"
142400,WESLEYAN UNIVERSITY,MIDDLETOWN,CT,Private 4 Year,499,"2,105,995"
138000,WESTERN CONNECTICUT STATE UNIV,DANBURY,CT,Public 4 Year,"1,603","6,205,558"
2265900,WINDHAM COMMUNITY MEM HOSP-RAD TECH,WILLIMANTIC,CT,Private 2 Year,3,"9,075"
731100,WINDHAM TECHNICAL HIGH SCHOOL,WILLIMANTIC,CT,Public 2 Year,8,"29,200"
142600,YALE UNIVERSITY,NEW HAVEN,CT,Private 4 Year,772,"3,285,397"
143400,AMERICAN UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,040","4,163,594"
3409600,BENNETT CAREER INSTITUTE,WASHINGTON,DC,Proprietary 2 Year,192,"620,819"
3104300,CAREER BLAZERS LEARNING CENTER OF WASHIN,WASHINGTON,DC,Proprietary 2 Year,559,"1,900,731"
143700,CATHOLIC UNIVERSITY OF AMERICA,WASHINGTON,DC,Private 4 Year,513,"1,838,598"
2279200,DUDLEY BEAUTY COLG-WASHINGTON,WASHINGTON,DC,Proprietary 2 Year,90,"342,657"
144300,GALLAUDET UNIVERSITY,WASHINGTON,DC,Private 4 Year,560,"2,514,303"
144400,GEORGE WASHINGTON UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,392","5,630,921"
144500,GEORGETOWN UNIVERSITY,WASHINGTON,DC,Private 4 Year,990,"4,315,718"
144800,HOWARD UNIVERSITY,WASHINGTON,DC,Private 4 Year,"3,258","14,134,803"
2132800,NAT'L CONSERVATORY DRAMATIC ARTS,WASHINGTON,DC,Private 2 Year,7,"21,738"
3218300,POTOMAC COLLEGE,WASHINGTON,DC,Proprietary 4 Year,294,"1,234,876"
2588900,SANZ SCHOOL,WASHINGTON,DC,Proprietary 2 Year,"1,913","6,775,428"
145900,STRAYER UNIVERSITY,WASHINGTON,DC,Proprietary 4 Year,"32,124","105,132,479"
3750300,TECHNICAL LEARNING CENTERS,WASHINGTON,DC,Proprietary 2 Year,215,"892,474"
1195000,THE CORCORAN COLLEGE OF ART & DESIG,WASHINGTON,DC,Private 4 Year,122,"488,298"
146000,TRINITY UNIVERSITY,WASHINGTON,DC,Private 4 Year,"1,183","4,771,711"
144100,UNIV OF THE DISTRICT OF COLUMBIA,WASHINGTON,DC,Public 4 Year,"2,966","10,103,127"
4130700,ACADEMY OF MASSAGE AND BODYWORK,BEAR,DE,Proprietary 2 Year,35,"110,154"
2125200,BEEBE SCHOOL OF NURSING,LEWES,DE,Private 2 Year,19,"78,631"
3025800,DAWN TRAINING CENTRE,WILMINGTON,DE,Proprietary 2 Year,808,"2,970,391"
4171100,DELAWARE ACADEMY PAUL MITCHELL PARTNER S,NEWARK,DE,Proprietary 2 Year,113,"572,925"
4139800,DELAWARE COLLEGE OF ART & DESIGN,WILMINGTON,DE,Private 2 Year,111,"489,025"
3702300,DELAWARE LEARNING INSTITUTE OF COSMETOLO,DAGSBORO,DE,Proprietary 2 Year,78,"272,123"
142800,DELAWARE STATE UNIVERSITY,DOVER,DE,Public 4 Year,"1,957","8,302,176"
2144900,DELAWARE TECH & CMTY CLG-STANTN/WLM,WILMINGTON,DE,Public 2 Year,"2,764","7,882,450"
1172700,DELAWARE TECH & CMTY CLG-TERRY,DOVER,DE,Public 2 Year,"1,774","5,269,153"
705300,DELAWARE TECH & CMTY COLLEGE-OWENS,GEORGETOWN,DE,Public 2 Year,"2,821","8,709,674"
142900,GOLDEY BEACOM COLLEGE,WILMINGTON,DE,Private 4 Year,240,"944,013"
3543300,HARRIS SCHOOL OF BUSINESS,WILMINGTON,DE,Proprietary 2 Year,789,"2,402,032"
2190400,SCHILLING DOUGLAS SCH OF HAIR DSGN,NEWARK,DE,Proprietary 2 Year,154,"686,409"
143100,UNIVERSITY OF DELAWARE,NEWARK,DE,Public 4 Year,"2,264","8,334,525"
143300,WESLEY COLLEGE,DOVER,DE,Private 4 Year,819,"3,124,777"
794800,WILMINGTON UNIVERSITY,NEW CASTLE,DE,Private 4 Year,"2,900","11,522,989"
3346300,ACAD FOR PRAC NURSING & HEALTH OCCP,WEST PALM BEACH,FL,Private 2 Year,522,"1,906,089"
4126900,ACADEMY OF CAREER TRAINING,KISSIMMEE,FL,Proprietary 2 Year,217,"780,981"
2499000,ACADEMY OF COSMETOLOGY,MERRITT ISLAND,FL,Proprietary 2 Year,179,"635,653"
2612700,ACADEMY OF COSMETOLOGY-PALM BAY,PALM BAY,FL,Proprietary 2 Year,104,"308,976"
3113400,ACADEMY OF HEALING ARTS,LAKE WORTH,FL,Proprietary 2 Year,147,"467,766"
3414500,ACUPUNCTURE AND MASSAGE COLLEGE,MIAMI,FL,Proprietary 4 Year,100,"449,905"
3757300,ADVANCE SCIENCE INSTITUTE,HIALEAH,FL,Proprietary 2 Year,110,"336,099"
2293600,ADVANCED TECHNICAL CENTERS,MIAMI SPRINGS,FL,Private 2 Year,2,"2,983"
4157100,AEROSIM FLIGHT ACADEMY,SANFORD,FL,Proprietary 2 Year,5,"12,205"
4135900,ALLIED HEALTH INSTITUTE,NORTH LAUDERDALE,FL,Proprietary 2 Year,535,"1,908,610"
4151500,AMERICAN ACADEMY OF COSMETOLOGY,ORANGE PARK,FL,Proprietary 2 Year,96,"356,099"
3491400,AMERICAN ADVANCED TECHNICIANS INST,HIALEAH,FL,Proprietary 2 Year,209,"598,330"
4176900,AMERICAN HEALTH INSTITUTE,PORT RICHEY,FL,Proprietary 2 Year,38,"139,285"
3706300,AMERICAN INSTITUTE,LAUDERDALE LAKES,FL,Proprietary 2 Year,623,"2,193,009"
4016500,AMERICAN INSTITUTE OF BEAUTY,LARGO,FL,Proprietary 2 Year,285,"984,274"
3595400,ANGLEY COLLEGE,DELAND,FL,Proprietary 4 Year,315,"778,776"
1019500,ART INSTITUTE OF FT LAUDERDALE,FORT LAUDERDALE,FL,Proprietary 4 Year,"2,253","8,478,794"
3816300,ARTISTIC NAILS & BEAUTY ACADEMY,TAMPA,FL,Proprietary 2 Year,448,"1,461,657"
3012300,ASM BEAUTY WORLD ACADEMY,HOLLYWOOD,FL,Proprietary 2 Year,127,"405,927"
2215900,ATI CAREER TRAINING CENTER,FORT LAUDERDALE,FL,Proprietary 2 Year,"1,014","3,836,165"
2293200,ATI CAREER TRAINING CENTER,OAKLAND PARK,FL,Proprietary 2 Year,"5,762","23,990,563"
1226300,ATLANTIC TECHNICAL CENTER,COCONUT CREEK,FL,Public 2 Year,447,"1,566,911"
3941300,AVE MARIA UNIVERSITY,AVE MARIA,FL,Private 4 Year,438,"1,938,297"
4119400,AVEDA INSTITUTE - SAINT PETERSBURG,SAINT PETERSBURG,FL,Proprietary 2 Year,700,"3,189,938"
4134800,AVEDA INSTITUTE - TALLAHASSEE,TALLAHASSEE,FL,Proprietary 2 Year,138,"562,731"
4156400,AVIATION INSTITUTE OF MAINTENANCE,ORLANDO,FL,Proprietary 2 Year,202,"1,113,404"
3986300,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE,FORT PIERCE,FL,Proprietary 2 Year,13,"45,537"
2159600,BAPTIST COLLEGE OF FLORIDA (THE),GRACEVILLE,FL,Private 4 Year,330,"1,240,325"
146600,BARRY UNIVERSITY,MIAMI SHORES,FL,Private 4 Year,"2,845","12,667,565"
3373300,BEACON COLLEGE,LEESBURG,FL,Private 4 Year,26,"105,856"
4170300,BEAUTY ACADEMY OF SOUTH FLORIDA,HIALEAH,FL,Proprietary 2 Year,89,"294,353"
3801400,BEAUTY INSTITUTE (THE),WEST PALM BEACH,FL,Proprietary 2 Year,91,"337,005"
2283800,BEAUTY SCHOOLS OF AMERICA,HIALEAH,FL,Proprietary 2 Year,"3,283","11,045,678"
3018500,BENE'S INTERNATIONAL SCHOOL OF BEAUTY,NEW PORT RICHEY,FL,Proprietary 2 Year,282,"934,300"
146700,BETHUNE COOKMAN UNIVERSITY,DAYTONA BEACH,FL,Private 4 Year,"2,891","13,772,329"
2200100,BRADENTON BEAUTY & BARBER ACADEMY,BRADENTON,FL,Proprietary 2 Year,178,"697,249"
3382300,BRADFORD-UNION AREA CAREERTECHNICAL CENT,STARKE,FL,Public 2 Year,90,"335,747"
147000,BREVARD COMMUNITY COLLEGE,COCOA,FL,Public 2 Year,"7,738","24,920,881"
150000,BROWARD COLLEGE- DOWNTOWN CTR,FORT LAUDERDALE,FL,Public 4 Year,"25,446","88,634,633"
3842500,CAMBRIDGE INSTITUTE OF ALLIED HEALTH,LONGWOOD,FL,Proprietary 2 Year,144,"501,952"
3906300,CAREER INSTITUTE OF FLORIDA,LARGO,FL,Proprietary 2 Year,240,"747,815"
4145900,CELEBRITY SCHOOL OF BEAUTY,MIAMI,FL,Proprietary 2 Year,321,"1,131,908"
147100,CENTRAL FLORIDA COMMUNITY COLLEGE,OCALA,FL,Public 4 Year,"5,804","19,970,690"
3425400,CENTRAL FLORIDA INSTITUTE,PALM HARBOR,FL,Proprietary 2 Year,616,"2,615,975"
3939400,CENTURA INSTITUTE,ORLANDO,FL,Proprietary 2 Year,293,"1,402,000"
2297000,CHARLOTTE TECHNICAL CENTER,PORT CHARLOTTE,FL,Public 2 Year,153,"640,262"
147200,CHIPOLA  COLLEGE,MARIANNA,FL,Public 4 Year,"1,090","3,929,190"
3230300,CHOICE HIGH SCHOOL AND TECHNICAL CENTER,FORT WALTON BEACH,FL,Public 2 Year,218,"717,484"
2515400,CITY COLLEGE,FORT LAUDERDALE,FL,Private 4 Year,"2,046","9,948,311"
3079900,CITY COLLEGE,CASSELBERRY,FL,Private 2 Year,349,"1,523,826"
147300,CLEARWATER CHRISTIAN COLLEGE,CLEARWATER,FL,Private 4 Year,273,"1,077,054"
3071600,COLLEGE OF BUSINESS & TECHNOLOGY,MIAMI,FL,Proprietary 2 Year,"1,376","6,449,252"
3985300,COMMERCIAL DIVING ACADEMY,JACKSONVILLE,FL,Proprietary 2 Year,172,"541,950"
3108600,COM-PU-MED VOCATIONAL CAREERS,HIALEAH,FL,Proprietary 2 Year,623,"2,926,911"
2089600,CONCORDE CAREER INSTITUTE,JACKSONVILLE,FL,Proprietary 2 Year,"1,103","4,180,259"
2172700,CONCORDE CAREER INSTITUTE,TAMPA,FL,Proprietary 2 Year,595,"2,233,550"
2275100,CONCORDE CAREER INSTITUTE,MIRAMAR,FL,Proprietary 2 Year,691,"2,631,902"
3178400,CORAL RIDGE NURSES ASST TRAINING,FORT LAUDERDALE,FL,Proprietary 2 Year,40,"206,700"
2279600,CORTIVA INSTITUTE - FLORIDA,PINELLAS PARK,FL,Proprietary 2 Year,181,"480,380"
4135000,COZMO THE SCHOOL,BONITA SPRINGS,FL,Proprietary 2 Year,89,"297,254"
559400,D G ERWIN TECHNICAL CENTER,TAMPA,FL,Public 2 Year,750,"2,518,184"
3832300,DADE MEDICAL COLLEGE,MIAMI,FL,Proprietary 2 Year,"1,815","9,812,839"
3939600,DAYTONA COLLEGE,ORMOND BEACH,FL,Proprietary 2 Year,291,"1,410,890"
147500,DAYTONA STATE COLLEGE,DAYTONA BEACH,FL,Public 4 Year,"11,848","40,680,638"
4127400,DIGITAL MEDIA ARTS COLLEGE,BOCA RATON,FL,Proprietary 4 Year,228,"1,286,709"
148700,ECKERD COLLEGE,ST PETERSBURG,FL,Private 4 Year,650,"2,527,347"
147700,EDISON STATE COLLEGE,FORT MYERS,FL,Public 4 Year,"8,156","28,742,342"
147800,EDWARD WATERS COLLEGE,JACKSONVILLE,FL,Private 4 Year,787,"3,594,289"
147900,EMBRY-RIDDLE AERONAUTICAL UNIV,DAYTONA BEACH,FL,Private 4 Year,"3,423","12,501,512"
3570400,ENGLISH CENTER (THE),MIAMI,FL,Public 2 Year,114,"253,420"
4164500,EUREKA INSTITUTE OF HEALTH AND BEAUTY,MIAMI,FL,Proprietary 2 Year,41,"162,113"
2121800,EVEREST INSTITUTE,MIAMI,FL,Proprietary 2 Year,"2,132","7,869,902"
3003200,EVEREST INSTITUTE,MIAMI,FL,Proprietary 2 Year,"1,355","4,978,740"
149900,EVEREST UNIVERSITY,ORLANDO,FL,Proprietary 4 Year,"23,267","64,303,275"
153400,EVEREST UNIVERSITY,TAMPA,FL,Proprietary 4 Year,"16,104","48,737,557"
2599800,EVEREST UNIVERSITY,LARGO,FL,Proprietary 4 Year,"3,091","10,854,707"
814600,EVEREST UNIVERSITY - POMPANO BEACH,POMPANO BEACH,FL,Proprietary 4 Year,"2,347","8,648,238"
3108500,EVERGLADES UNIVERSITY,BOCA RATON,FL,Private 4 Year,"1,001","5,263,422"
2148200,FASHION FOCUS HAIR ACADEMY,SARASOTA,FL,Proprietary 2 Year,73,"259,218"
4132000,FASTTRAIN OF FORT LAUDERDALE,PLANTATION,FL,Proprietary 2 Year,401,"1,245,372"
4132200,FASTTRAIN OF JACKSONVILLE,JACKSONVILLE,FL,Proprietary 2 Year,177,"500,749"
4131900,FASTTRAIN OF MIAMI,MIAMI,FL,Proprietary 2 Year,329,"939,996"
4132100,FASTTRAIN OF TAMPA,TAMPA,FL,Proprietary 2 Year,124,"327,812"
1254400,FIRST COAST TECHNICAL COLLEGE,ST. AUGUSTINE,FL,Public 2 Year,430,"1,539,303"
789300,FLAGLER COLLEGE,SAINT AUGUSTINE,FL,Private 4 Year,"1,066","4,434,056"
4158300,FLAGLER TECHNICAL INSTITUTE,PALM COAST,FL,Public 2 Year,32,"123,232"
148000,FLORIDA A & M UNIVERSITY,TALLAHASSEE,FL,Public 4 Year,"8,187","39,272,592"
4188300,FLORIDA ACADEMY,FORT MYERS,FL,Proprietary 2 Year,10,"19,200"
3823300,FLORIDA ACADEMY OF HEALTH & BEAUTY,WILTON MANOR,FL,Proprietary 2 Year,52,"158,637"
148100,FLORIDA ATLANTIC UNIVERSITY,BOCA RATON,FL,Public 4 Year,"9,454","39,299,600"
3611400,FLORIDA BARBER ACADEMY,DEERFIELD BEACH,FL,Proprietary 2 Year,577,"2,024,650"
2305800,FLORIDA CAREER COLLEGE,HIALEAH,FL,Proprietary 4 Year,"6,089","20,891,182"
2586200,FLORIDA CAREER COLLEGE,CLEARWATER,FL,Proprietary 2 Year,416,"1,284,913"
2156700,FLORIDA CHRISTIAN COLLEGE,KISSIMMEE,FL,Private 4 Year,191,"786,007"
148200,FLORIDA COLLEGE,TEMPLE TERRACE,FL,Private 4 Year,162,"643,156"
3008600,FLORIDA COLLEGE OF NATURAL HEALTH,POMPANO BEACH,FL,Proprietary 2 Year,"1,383","5,771,032"
3627600,FLORIDA EDUCATION INSTITUTE,MIAMI,FL,Proprietary 2 Year,387,"1,387,247"
3255300,FLORIDA GULF COAST UNIVERSITY,FORT MYERS,FL,Public 4 Year,"3,367","13,941,380"
3115500,FLORIDA HOSPITAL COLG OF HEALTH SCI,ORLANDO,FL,Private 4 Year,960,"2,198,964"
3618300,FLORIDA INSTITUTE OF ANIMAL ARTS,WINTER PARK,FL,Proprietary 2 Year,255,"896,975"
146900,FLORIDA INSTITUTE OF TECHNOLOGY,MELBOURNE,FL,Private 4 Year,"3,922","12,995,221"
2329900,FLORIDA INSTITUTE OF ULTRASOUND,PENSACOLA,FL,Proprietary 2 Year,35,"149,455"
963500,FLORIDA INTERNATIONAL UNIVERSITY,MIAMI,FL,Public 4 Year,"17,335","77,306,748"
148500,FLORIDA KEYS COMMUNITY COLLEGE,KEY WEST,FL,Public 2 Year,574,"1,854,386"
148600,FLORIDA MEMORIAL UNIVERSITY,MIAMI GARDENS,FL,Private 4 Year,"1,689","8,408,163"
2547600,FLORIDA NATIONAL COLLEGE,HIALEAH,FL,Proprietary 4 Year,"3,430","14,529,452"
4129900,FLORIDA SCHOOL OF MASSAGE,GAINESVILLE,FL,Proprietary 2 Year,116,"367,852"
3856500,FLORIDA SCHOOL OF TRADITIONAL MIDWIFERY,GAINESVILLE,FL,Private 2 Year,24,"73,941"
148800,FLORIDA SOUTHERN COLLEGE,LAKELAND,FL,Private 4 Year,766,"3,271,906"
148400,FLORIDA STATE COLLEGE AT JACKSONVILLE,JACKSONVILLE,FL,Public 4 Year,"14,833","53,256,317"
148900,FLORIDA STATE UNIVERSITY,TALLAHASSEE,FL,Public 4 Year,"10,314","45,967,486"
2218700,FLORIDA TECHNICAL COLLEGE,ORLANDO,FL,Proprietary 2 Year,"2,561","9,109,756"
2245500,FORTIS COLLEGE,WINTER PARK,FL,Proprietary 2 Year,931,"3,756,093"
2305700,FORTIS COLLEGE,TAMPA,FL,Proprietary 2 Year,423,"1,694,540"
3054200,FORTIS COLLEGE,MIAMI,FL,Proprietary 2 Year,885,"4,199,325"
3434300,FORTIS COLLEGE,ORANGE PARK,FL,Proprietary 2 Year,987,"3,877,051"
3096300,FORTIS INSTITUTE,MULBERRY,FL,Proprietary 2 Year,190,"738,159"
2338400,FT PIERCE BEAUTY ACADEMY,FORT PIERCE,FL,Proprietary 2 Year,440,"1,440,522"
2362100,FULL SAIL UNIVERSITY,WINTER PARK,FL,Proprietary 4 Year,"9,952","55,025,607"
4116400,FUTURE-TECH INSTITUTE,MIAMI,FL,Proprietary 2 Year,20,"91,104"
2307400,GEORGE STONE AREA VOCATIONAL TECHNICAL,PENSACOLA,FL,Public 2 Year,290,"823,457"
3079800,GEORGE T BAKER AVIATION,MIAMI,FL,Public 2 Year,388,"1,201,243"
149000,GULF COAST COMMUNITY COLLEGE,PANAMA CITY,FL,Public 4 Year,"3,504","11,393,381"
4058300,HEALTH OPPORTUNITY TECHNICAL CENTER,MIAMI  GARDENS,FL,Proprietary 2 Year,105,"282,801"
2601600,HENRY W BREWSTER TECHNICAL CENTER,TAMPA,FL,Public 2 Year,308,"1,019,935"
2597100,HERITAGE INSTITUTE,FORT MYERS,FL,Proprietary 2 Year,"1,074","4,687,230"
3035800,HERITAGE INSTITUTE,JACKSONVILLE,FL,Proprietary 2 Year,383,"1,617,461"
787000,HILLSBOROUGH COMMUNITY COLLEGE,TAMPA,FL,Public 2 Year,"15,617","54,379,411"
4120400,HI-TECH SCHOOL OF COSMETOLOGY,MIAMI,FL,Proprietary 2 Year,141,"553,214"
2188900,HOBE SOUND BIBLE COLLEGE,HOBE SOUND,FL,Private 4 Year,118,"474,047"
3037500,HODGES UNIVERSITY,NAPLES,FL,Private 4 Year,"2,744","11,374,886"
4162500,HOLLYWOOD INSTITUTE OF BEAUTY CAREERS,HOLLYWOOD,FL,Proprietary 2 Year,315,"1,005,299"
4150800,IMMOKALEE TECHNICAL CENTER,IMMOKALEE,FL,Public 2 Year,121,"506,885"
149300,INDIAN RIVER STATE COLLEGE,FORT PIERCE,FL,Public 4 Year,"8,162","28,384,629"
4083400,INSTITUTE OF ALLIED MEDICAL PROFESSIONS,DELRAY BEACH,FL,Proprietary 2 Year,175,"716,500"
2257900,INTERNATIONAL ACADEMY,SOUTH DAYTONA,FL,Proprietary 2 Year,294,"1,042,186"
3031400,INTERNATIONAL ACADEMY OF DESIGN AND TECH,TAMPA,FL,Proprietary 4 Year,"8,826","40,980,167"
4129300,INTERNATIONAL B NATURALE BEAUTY SCHOOL,LAUDERDALE LAKES,FL,Proprietary 2 Year,10,"36,162"
3564300,"INTERNATIONAL SCHOOL OF HEALTH, BEAUTY &",LAUDERDALE LAKES,FL,Proprietary 2 Year,580,"1,666,350"
3411400,INTERNATIONAL TRAINING CAREERS,MIAMI,FL,Private 2 Year,367,"1,575,352"
732910,ITT TECHNICAL INSTITUTE,TAMPA,FL,Proprietary 4 Year,"3,443","15,858,604"
732947,ITT TECHNICAL INSTITUTE,LAKE MARY,FL,Proprietary 4 Year,"3,446","16,495,045"
3627400,JACKSONVILLE BEAUTY INSTITUTE,JACKSONVILLE,FL,Proprietary 2 Year,125,"574,785"
149500,JACKSONVILLE UNIVERSITY,JACKSONVILLE,FL,Private 4 Year,"1,295","4,848,421"
149700,JONES COLLEGE,JACKSONVILLE,FL,Private 4 Year,792,"3,460,623"
2151900,KEISER  UNIVERSITY,FORT LAUDERDALE,FL,Private 4 Year,"14,892","71,567,043"
3123900,KEISER CAREER COLLEGE,GREENACRES,FL,Proprietary 2 Year,"1,647","7,304,391"
3553300,KEISER CAREER COLLEGE,JACKSONVILLE,FL,Proprietary 2 Year,189,"844,221"
2325100,KEY COLLEGE,DANIA BEACH,FL,Proprietary 2 Year,72,"288,731"
2573200,LA BELLE BEAUTY ACADEMY,MIAMI,FL,Proprietary 2 Year,435,"1,569,219"
2287100,LA BELLE BEAUTY SCHOOL,HIALEAH,FL,Proprietary 2 Year,413,"1,471,287"
150100,LAKE CITY COMMUNITY COLLEGE,LAKE CITY,FL,Public 2 Year,"1,773","6,132,129"
150200,LAKE SUMTER COMMUNITY COLLEGE,LEESBURG,FL,Public 2 Year,"1,507","4,914,800"
2228300,LAKE TECHNICAL CENTER,EUSTIS,FL,Public 2 Year,243,"773,179"
755800,LEE COUNTY HIGH TECH CENTER CENTRAL,FORT MYERS,FL,Public 2 Year,420,"1,576,731"
3158300,LEE COUNTY HIGH TECH CENTER NORTH,CAPE CORAL,FL,Public 2 Year,191,"697,849"
3390300,LINCOLN TECHNICAL INSTITUTE,FERN PARK,FL,Proprietary 2 Year,695,"2,339,532"
558600,LINDSEY HOPKINS TECHNICAL ED CENTER,MIAMI,FL,Public 2 Year,343,"1,179,337"
558500,LIVELY TECHNICAL CENTER,TALLAHASSEE,FL,Public 2 Year,735,"2,230,534"
1016100,"LORAINE'S ACADEMY, INC",ST PETERSBURG,FL,Proprietary 2 Year,192,"540,222"
1323400,LORENZO WALKER INST OF TECHNOLOGY,NAPLES,FL,Public 2 Year,227,"940,694"
150500,LYNN UNIVERSITY,BOCA RATON,FL,Private 4 Year,374,"1,549,540"
4128400,MANAGEMENT RESOURCES INSTITUTE,MIAMI,FL,Proprietary 2 Year,831,"2,882,344"
150400,MANATEE COMMUNITY COLLEGE,BRADENTON,FL,Public 4 Year,"6,262","21,987,625"
561200,MANATEE TECHNICAL INSTITUTE,BRADENTON,FL,Public 2 Year,741,"2,745,495"
2148300,MANHATTAN BEAUTY SCHOOL,TAMPA,FL,Proprietary 2 Year,626,"2,737,689"
4146300,MARCHMAN TECHNICAL EDUCATION CENTER,NEW PORT RICHEY,FL,Public 2 Year,45,"206,489"
2156300,MARGATE SCHOOL OF BEAUTY,MARGATE,FL,Proprietary 2 Year,478,"1,658,725"
