PELLID,OPEID,Name,City,State,Type & Control,Recips,Awards
3483,348300,COLUMBIA STATE COMMUNITY COLLEGE,COLUMBIA,TN,Public 2 Year,"1,555","3,620,348"
15510,2157100,CONCORDE CAREER COLLEGE,MEMPHIS,TN,Proprietary,"1,514","3,599,830"
9982,998200,CRICHTON COLLEGE,MEMPHIS,TN,Private 4 Year,606,"1,571,493"
3485,348500,CUMBERLAND UNIVERSITY,LEBANON,TN,Private 4 Year,381,"1,082,756"
4934,493400,DRAUGHONS JR CLG OF BUSINESS,NASHVILLE,TN,Proprietary,"2,146","5,404,453"
6835,683500,DYERSBURG STATE COMMUNITY COLLEGE,DYERSBURG,TN,Public 2 Year,"1,182","2,907,158"
3487,348700,EAST TENNESSEE STATE UNIV - MAIN CAMPUS,JOHNSON CITY,TN,Public 4 Year,"3,542","9,941,021"
41241,4124100,ELITE COLLEGE OF COSMETOLOGY,LEXINGTON,TN,Proprietary,53,"136,352"
25950,2595000,FAYETTEVILLE BEAUTY SCHOOL,FAYETTEVILLE,TN,Proprietary,67,"165,241"
3490,349000,FISK UNIVERSITY,NASHVILLE,TN,Private 4 Year,336,"1,112,488"
7439,743900,FOUNTAINHEAD COLLEGE OF TECHNOLOGY,KNOXVILLE,TN,Proprietary,70,"176,840"
30088,3008800,FRANKLIN ACADEMY,CLEVELAND,TN,Private 2 Year,47,"98,762"
30018,3001800,FREE WILL BAPTIST BIBLE COLLEGE,NASHVILLE,TN,Private 4 Year,121,"302,381"
3492,349200,FREED-HARDEMAN UNIVERSITY,HENDERSON,TN,Private 4 Year,438,"1,274,593"
8655,865500,GENESIS CAREER COLLEGE OF COOKEVILLE,COOKEVILLE,TN,Proprietary,96,"217,799"
30611,3061100,GENESIS CAREER COLLEGE OF LEBANON,LEBANON,TN,Proprietary,284,"714,692"
3494,349400,HIWASSEE COLLEGE,MADISONVILLE,TN,Private 2 Year,183,"512,450"
39203,3920300,INSTITUTE OF HAIR DESIGN,ADAMSVILLE,TN,Proprietary,61,"172,732"
10217,1021700,INTERNATIONAL ACADEMY OF DESIGN & TECH,NASHVILLE,TN,Proprietary,660,"1,450,841"
36833,3683300,INTERNATIONAL BARBER & STYLE COLLEGE,NASHVILLE,TN,Proprietary,177,"398,071"
16767,2359800,ITT TECHNICAL INSTITUTE,NASHVILLE,TN,Proprietary,"2,028","4,680,457"
30734,3073400,ITT TECHNICAL INSTITUTE,KNOXVILLE,TN,Proprietary,"2,088","4,856,162"
4937,493700,JACKSON STATE COMMUNITY COLLEGE,JACKSON,TN,Public 2 Year,"1,815","4,520,008"
8859,885900,JOHN A GUPTON COLLEGE,NASHVILLE,TN,Private 2 Year,45,"115,607"
3495,349500,JOHNSON BIBLE COLLEGE,KNOXVILLE,TN,Private 4 Year,249,"743,995"
15171,2153100,JON NAVE UNIVERSITY OF COSMETOLOGY,ANTIOCH,TN,Proprietary,129,"309,330"
23262,2326200,KAPLAN CAREER INSTITUTE,NASHVILLE,TN,Proprietary,455,"1,143,605"
3496,349600,KING COLLEGE,BRISTOL,TN,Private 4 Year,371,"1,053,669"
3498,349800,LAMBUTH UNIVERSITY,JACKSON,TN,Private 4 Year,268,"833,977"
3499,349900,LANE COLLEGE,JACKSON,TN,Private 4 Year,"1,580","5,346,189"
40253,4025300,LAST MINUTE CUTS SCHOOL OF BARBERING AND,MEMPHIS,TN,Proprietary,69,"229,513"
3500,350000,LEE UNIVERSITY,CLEVELAND,TN,Private 4 Year,"1,106","3,090,567"
3501,350100,LEMOYNE-OWEN COLLEGE,MEMPHIS,TN,Private 4 Year,480,"1,512,788"
3502,350200,LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,Private 4 Year,772,"2,225,243"
3486,348600,LIPSCOMB UNIVERSITY,NASHVILLE,TN,Private 4 Year,425,"1,160,403"
3504,350400,MARTIN METHODIST COLLEGE,PULASKI,TN,Private 4 Year,462,"1,311,951"
3505,350500,MARYVILLE COLLEGE,MARYVILLE,TN,Private 4 Year,345,"978,587"
10815,2326300,MEDVANCE INSTITUTE,COOKEVILLE,TN,Proprietary,"1,272","2,920,261"
3507,350700,MEMPHIS COLLEGE OF ART,MEMPHIS,TN,Private 4 Year,133,"397,199"
37013,3701300,MEMPHIS INSTITUTE OF BARBERING,MEMPHIS,TN,Proprietary,19,"39,374"
3510,351000,MIDDLE TENNESSEE STATE UNIV,MURFREESBORO,TN,Public 4 Year,"6,147","16,742,141"
26142,2614200,MILLER MOTTE BUSINESS COLLEGE,CLARKSVILLE,TN,Proprietary,"3,405","7,568,208"
3511,351100,MILLIGAN COLLEGE,MILLIGAN COLLEGE,TN,Private 4 Year,199,"551,556"
6836,683600,MOTLOW STATE COMMUNITY COLLEGE,TULLAHOMA,TN,Public 2 Year,"1,303","3,179,939"
16075,2278700,MR WAYNES SCH OF UNISEX HAIR DESIGN,COOKEVILLE,TN,Proprietary,24,"49,194"
7440,744000,NASHVILLE AUTO DIESEL COLLEGE,NASHVILLE,TN,Proprietary,"1,441","3,761,133"
13631,2125300,NASHVILLE CLG OF MEDICAL CAREERS,MADISON,TN,Proprietary,250,"665,084"
7534,814500,NASHVILLE STATE TECH CMNTY COLLEGE,NASHVILLE,TN,Public 2 Year,"2,675","6,242,033"
4617,461700,NATIONAL COLLEGE OF BUSINESS & TECH,NASHVILLE,TN,Proprietary,"1,300","3,467,656"
40353,4035300,NAVE COSMETOLOGY ACADEMY,COLUMBIA,TN,Proprietary,150,"347,149"
36473,3647300,NEW CONCEPTS SCHOOL OF COSMETOLOGY,CLEVELAND,TN,Proprietary,36,"99,409"
31493,3149300,NEW DIRECTIONS HAIR ACADEMY,NASHVILLE,TN,Proprietary,237,"593,301"
16813,2498000,NEW WAVE HAIR ACADEMY,MEMPHIS,TN,Proprietary,157,"440,975"
25976,2597600,NEW WAVE HAIR ACADEMY,JACKSON,TN,Proprietary,205,"532,387"
30125,3012500,NEW WAVE HAIR ACADEMY,MEMPHIS,TN,Proprietary,342,"894,971"
30791,3079100,NORTH CENTRAL INSTITUTE,CLARKSVILLE,TN,Proprietary,31,"64,847"
5378,537800,NORTHEAST STATE TECH CMNTY COLG,BLOUNTVILLE,TN,Public 2 Year,"2,247","5,419,873"
17347,2578200,NOSSI COLLEGE OF ART,GOODLETTSVILLE,TN,Proprietary,285,"822,379"
14663,2106400,O'MORE COLLEGE OF DESIGN,FRANKLIN,TN,Private 4 Year,46,"119,282"
12693,1269300,PELLISSIPPI STATE TECH CMTY CLG,KNOXVILLE,TN,Public 2 Year,"2,741","6,433,363"
17068,2539800,QUEEN CITY COLLEGE,CLARKSVILLE,TN,Proprietary,134,"351,515"
16062,2275500,REUBEN-ALLEN COLLEGE,KNOXVILLE,TN,Proprietary,23,"57,704"
3519,351900,RHODES COLLEGE,MEMPHIS,TN,Private 4 Year,161,"471,551"
9914,991400,ROANE STATE COMMUNITY COLLEGE,HARRIMAN,TN,Public 2 Year,"2,256","5,493,574"
38303,3830300,SAE INSTITUTE OF TECHNOLOGY,NASHVILLE,TN,Proprietary,55,"141,485"
37744,3774400,SHEAR ACADEMY,CROSSVILLE,TN,Proprietary,25,"64,537"
4938,493800,SOUTH COLLEGE,KNOXVILLE,TN,Proprietary,693,"1,764,188"
3518,351800,SOUTHERN ADVENTIST UNIVERSITY,COLLEGEDALE,TN,Private 4 Year,722,"2,067,371"
10439,1043900,SOUTHWEST TENNESSEE COMMUNITY COLLG,MEMPHIS,TN,Public 2 Year,"6,413","15,451,076"
31269,3126900,STYLES & PROFILES BEAUTY COLLEGE,SELMER,TN,Proprietary,23,"78,715"
17045,2540000,TENNESSEE ACADEMY OF COSMETOLOGY,MEMPHIS,TN,Proprietary,108,"278,165"
30249,3024900,TENNESSEE ACADEMY OF COSMETOLOGY,MEMPHIS,TN,Proprietary,97,"254,727"
34543,3454300,TENNESSEE CAREER COLLEGE,NASHVILLE,TN,Proprietary,24,"41,832"
9567,956700,TENNESSEE SCHOOL OF BEAUTY,KNOXVILLE,TN,Proprietary,69,"194,273"
3522,352200,TENNESSEE STATE UNIVERSITY,NASHVILLE,TN,Public 4 Year,"4,030","12,193,780"
4026,402600,TENNESSEE TECH. CNTR AT CROSSVILLE,CROSSVILLE,TN,Public 2 Year,320,"605,177"
12164,1216400,TENNESSEE TECHNICAL CNTR AT RIPLEY,RIPLEY,TN,Public 2 Year,139,"220,685"
3523,352300,TENNESSEE TECHNOLOGICAL UNIV,COOKEVILLE,TN,Public 4 Year,"2,428","6,797,294"
5357,535700,TENNESSEE TECHNOLOGY CENTER AT CRUMP,CRUMP,TN,Public 2 Year,174,"314,529"
13955,778200,TENNESSEE TECHNOLOGY CENTER AT DICKSON,DICKSON,TN,Public 2 Year,370,"680,529"
14126,535600,TENNESSEE TECHNOLOGY CENTER AT HOHENWALD,HOHENWALD,TN,Public 2 Year,274,"541,297"
5360,536000,TENNESSEE TECHNOLOGY CENTER AT MEMPHIS,MEMPHIS,TN,Public 2 Year,760,"1,509,075"
13891,535100,TENNESSEE TECHNOLOGY CENTER AT MORRISTOW,MORRISTOWN,TN,Public 2 Year,573,"977,462"
13968,535900,TENNESSEE TECHNOLOGY CENTER AT NASHVILLE,NASHVILLE,TN,Public 2 Year,437,"779,077"
9710,971000,TENNESSEE TECHNOLOGY CENTER AT ONEIDA/HU,HUNTSVILLE,TN,Public 2 Year,193,"364,324"
14304,2092800,TENNESSEE TECHNOLOGY CENTER AT WHITEVILL,WHITEVILLE,TN,Public 2 Year,143,"351,131"
3524,352400,TENNESSEE TEMPLE UNIVERSITY,CHATTANOOGA,TN,Private 4 Year,234,"635,717"
3525,352500,TENNESSEE WESLEYAN COLLEGE,ATHENS,TN,Private 4 Year,313,"900,088"
5358,535800,TN TECHNOLOGY CENTER AT ATHENS,ATHENS,TN,Public 2 Year,137,"364,044"
10700,1070000,TN TECHNOLOGY CENTER AT JACKSBORO,JACKSBORO,TN,Public 2 Year,141,"333,186"
5353,535300,TN TECHNOLOGY CENTER AT LIVINGSTON,LIVINGSTON,TN,Public 2 Year,276,"593,071"
5352,535200,TN TECHNOLOGY CENTER AT MCKENZIE,MCKENZIE,TN,Public 2 Year,232,"437,925"
13943,2237900,TN TECHNOLOGY CENTER AT PARIS,PARIS,TN,Public 2 Year,373,"722,321"
5280,528000,TN TECHNOLOGY CTR AT COVINGTON,COVINGTON,TN,Public 2 Year,113,"219,052"
5281,528100,TN TECHNOLOGY CTR AT ELIZABETHTON,ELIZABETHTON,TN,Public 2 Year,303,"621,468"
13894,1032600,TN TECHNOLOGY CTR AT HARRIMAN,HARRIMAN,TN,Public 2 Year,202,"413,612"
13893,528200,TN TECHNOLOGY CTR AT HARTSVILLE,HARTSVILLE,TN,Public 2 Year,140,"290,406"
13895,535400,TN TECHNOLOGY CTR AT JACKSON,JACKSON,TN,Public 2 Year,395,"732,001"
4025,402500,TN TECHNOLOGY CTR AT KNOXVILLE,KNOXVILLE,TN,Public 2 Year,475,"858,981"
5307,530700,TN TECHNOLOGY CTR AT MCMINNVILLE,MCMINNVILLE,TN,Public 2 Year,183,"388,137"
14543,2103500,TN TECHNOLOGY CTR AT MURSFREESBORO,MURFREESBORO,TN,Public 2 Year,159,"298,266"
5283,528300,TN TECHNOLOGY CTR AT NEWBERN,NEWBERN,TN,Public 2 Year,175,"333,452"
9464,946400,TN TECHNOLOGY CTR AT PULASKI,PULASKI,TN,Public 2 Year,180,"318,353"
5379,537900,TN TECHNOLOGY CTR AT SHELBYVILLE,SHELBYVILLE,TN,Public 2 Year,334,"623,443"
3526,352600,TREVECCA NAZARENE UNIVERSITY,NASHVILLE,TN,Private 4 Year,369,"990,062"
3527,352700,TUSCULUM COLLEGE,GREENEVILLE,TN,Private 4 Year,"1,032","2,767,767"
3528,352800,UNION UNIVERSITY,JACKSON,TN,Private 4 Year,537,"1,423,642"
3509,350900,UNIVERSITY OF MEMPHIS (THE),MEMPHIS,TN,Public 4 Year,"6,651","19,155,164"
3529,352900,UNIVERSITY OF TENNESSEE-CHATTANOOGA,CHATTANOOGA,TN,Public 4 Year,"2,305","6,536,042"
6725,353006,UNIVERSITY OF TENNESSEE-HEALTH SCI CTR,MEMPHIS,TN,Public 4 Year,43,"116,667"
3530,353000,UNIVERSITY OF TENNESSEE-KNOXVILLE,KNOXVILLE,TN,Public 4 Year,"4,582","13,121,562"
3531,353100,UNIVERSITY OF TENNESSEE-MARTIN,MARTIN,TN,Public 4 Year,"2,394","7,018,817"
3534,353400,UNIVERSITY OF THE SOUTH,SEWANEE,TN,Private 4 Year,149,"415,339"
3535,353500,VANDERBILT UNIVERSITY,NASHVILLE,TN,Private 4 Year,768,"2,258,772"
39823,3982300,VISIBLE SCHOOL - MUSIC AND WORSHIPS ARTS,LAKELAND,TN,Private 4 Year,23,"63,478"
16183,2294000,VOLUNTEER BEAUTY ACADEMY-DYERSBURG,DYERSBURG,TN,Proprietary,91,"229,797"
16185,2293900,VOLUNTEER BEAUTY ACADEMY-NASHVILLE,MADISON,TN,Proprietary,81,"193,454"
16557,2335900,VOLUNTEER BEAUTY ACADEMY-NASHVILLE,NASHVILLE,TN,Proprietary,28,"65,283"
9912,991200,VOLUNTEER STATE COMMUNITY COLLEGE,GALLATIN,TN,Public 2 Year,"2,085","4,957,703"
8863,886300,WALTERS STATE COMMUNITY COLLEGE,MORRISTOWN,TN,Public 2 Year,"2,198","5,499,625"
31276,3088800,WATKINS INSTITUTE COLLEGE OF ART & DESIG,NASHVILLE,TN,Private 4 Year,103,"252,088"
4947,494700,WEST TENNESSEE BUSINESS COLLEGE,JACKSON,TN,Proprietary,361,"860,512"
35135,3513500,WILLIAMSON CHRISTIAN COLLEGE,FRANKLIN,TN,Private 4 Year,21,"32,680"
13531,1155300,WM R MOORE COLLEGE OF TECHNOLOGY,MEMPHIS,TN,Private 2 Year,28,"74,330"
17277,2572100,"""CAREER ACADEMY, INC.""",TEXARKANA,TX,Proprietary,30,"72,081"
16404,2318200,"""KD STUDIO, ACTOR'S CONSERVATORY""",DALLAS,TX,Proprietary,82,"264,865"
3537,353700,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,Private 4 Year,957,"2,699,814"
41254,4125400,ACADEMY AT AUSTIN (THE),PFLUGERVILLE,TX,Proprietary,27,"63,420"
35633,3563300,ACADEMY OF COSEMTOLOGY,AUSTIN,TX,Proprietary,54,"130,427"
16749,2357700,ACADEMY OF HAIR DESIGN,HOUSTON,TX,Proprietary,91,"262,850"
32763,3276300,ACADEMY OF HAIR DESIGN,LUFKIN,TX,Proprietary,152,"384,895"
32773,3277300,ACADEMY OF HAIR DESIGN,BEAUMONT,TX,Proprietary,84,"202,658"
31281,3128100,ACADEMY OF HEALTH CARE PROFESSIONS,HOUSTON,TX,Proprietary,"1,133","2,975,763"
34123,3412300,ADVANCED BARBER COLLEGE & HAIR DESI,WESLACO,TX,Proprietary,86,"208,044"
30238,3023800,AIMS ACADEMY,GRAND PRAIRIE,TX,Proprietary,19,"59,384"
39843,3984300,ALLIED CAREER CENTER,CARROLLTON,TX,Proprietary,14,"26,914"
3539,353900,ALVIN COMMUNITY COLLEGE,ALVIN,TX,Public 2 Year,871,"2,092,328"
3540,354000,AMARILLO COLLEGE,AMARILLO,TX,Public 2 Year,"3,434","7,817,159"
31533,3153300,AMER COLL OF ACUPUNCTURE & O.M.,HOUSTON,TX,Proprietary,1,"3,460"
10057,1005700,AMERICAN COMMERCIAL COLLEGE,ABILENE,TX,Proprietary,391,"946,770"
10059,1005900,AMERICAN COMMERCIAL COLLEGE,ODESSA,TX,Proprietary,248,"590,533"
14154,2136800,AMERICAN COMMERCIAL COLLEGE,SAN ANGELO,TX,Proprietary,173,"394,991"
15960,2200800,AMERICAN COMMERCIAL COLLEGE,LUBBOCK,TX,Proprietary,206,"506,964"
39263,3926300,AMESED,RICHARDSON,TX,Proprietary,41,"115,766"
37563,3756300,ANAMARC EDUCATIONAL INSTITUTE,EL PASO,TX,Proprietary,652,"1,563,977"
6661,666100,ANGELINA COLLEGE,LUFKIN,TX,Public 2 Year,"1,979","4,721,708"
3541,354100,ANGELO STATE UNIVERSITY,SAN ANGELO,TX,Public 4 Year,"2,200","5,946,582"
14305,2081400,ARLINGTON BAPTIST COLLEGE,ARLINGTON,TX,Private 4 Year,66,"163,468"
16944,2521200,ARLINGTON CAREER INSTITUTE,GRAND PRAIRIE,TX,Proprietary,342,"890,220"
31593,3159300,ARLINGTON MEDICAL INSTITUTE,ARLINGTON,TX,Proprietary,50,"126,996"
17360,2539600,ART INSTITUTE OF DALLAS,DALLAS,TX,Proprietary,920,"2,360,899"
14771,2117100,ART INSTITUTE OF HOUSTON,HOUSTON,TX,Proprietary,"1,087","2,734,433"
25965,2596500,ATI CAREER TRAINING CENTER,NORTH RICHLAND HI,TX,Proprietary,"1,178","2,606,783"
12482,1248200,ATI TECHNICAL TRAINING CENTER,DALLAS,TX,Proprietary,"1,497","3,486,399"
25966,2596600,ATI-CAREER TRAINING CENTER,DALLAS,TX,Proprietary,"1,950","4,441,747"
14536,2188600,AUSTIN BUSINESS COLLEGE,AUSTIN,TX,Proprietary,13,"22,580"
3543,354300,AUSTIN COLLEGE,SHERMAN,TX,Private 4 Year,258,"757,650"
12015,1201500,AUSTIN COMMUNITY COLLEGE,AUSTIN,TX,Public 2 Year,"7,725","16,579,442"
17322,2362800,AUSTIN GRADUATE SCHOOL OF THEOLOGY,AUSTIN,TX,Private 4 Year,14,"35,164"
35733,3573300,AVIATION INSTITUTE OF MAINTENANCE,DALLAS,TX,Proprietary,340,"945,484"
12268,1226800,BALDWIN BEAUTY SCHOOL #5,AUSTIN,TX,Proprietary,98,"248,487"
16525,2331200,BAPTIST MISSIONARY ASSN THEOL SEM,JACKSONVILLE,TX,Private 4 Year,16,"25,110"
37333,3733300,BAPTIST UNIVERSITY OF THE AMERICAS,SAN ANTONIO,TX,Private 4 Year,91,"230,135"
3545,354500,BAYLOR UNIVERSITY,WACO,TX,Private 4 Year,"2,170","6,307,231"
35413,3541300,BEHOLD! BEAUTY ACADEMY,HOUSTON,TX,Proprietary,2,"3,591"
3549,354900,BLINN COLLEGE,BRENHAM,TX,Public 2 Year,"2,964","7,399,814"
14986,2144800,BRADFORD SCHOOL OF BUSINESS,HOUSTON,TX,Proprietary,100,"255,580"
7287,728700,BRAZOSPORT COLLEGE,LAKE JACKSON,TX,Public 4 Year,474,"951,733"
14471,2100200,BROOKHAVEN COLLEGE,FARMERS BRANCH,TX,Public 2 Year,"1,387","3,089,458"
16202,2294800,CAPITOL CITY CAREERS,AUSTIN,TX,Proprietary,173,"467,664"
14166,2074100,CAPITOL CITY TRADE & TECHNICAL SCH,AUSTIN,TX,Proprietary,552,"1,171,339"
34263,3426300,CAREER ADVANCEMENT CENTER,AUSTIN,TX,Proprietary,242,"594,254"
25919,2591900,CAREER CENTERS OF TEXAS - EL PASO,EL PASO,TX,Proprietary,"1,864","4,801,163"
25911,2591100,CAREER POINT INSTITUTE,SAN ANTONIO,TX,Proprietary,"2,230","5,604,296"
34003,3400300,CAREER QUEST,SAN ANTONIO,TX,Proprietary,250,"693,686"
30912,3091200,CAREERS UNLIMITED,TYLER,TX,Proprietary,87,"267,172"
40894,4089400,CCI TRAINING CENTER,ARLINGTON,TX,Proprietary,70,"84,959"
14035,356100,CEDAR VALLEY COLLEGE,LANCASTER,TX,Public 2 Year,"1,527","3,606,731"
26047,2604700,CENTER FOR ADVANCED LEGAL STUDIES,HOUSTON,TX,Proprietary,135,"347,065"
13984,2239100,CENTRAL TEXAS BEAUTY COLLEGE #2,ROUND ROCK,TX,Proprietary,173,"484,286"
4003,400300,CENTRAL TEXAS COLLEGE,KILLEEN,TX,Public 2 Year,"3,676","8,144,351"
10624,1062400,CENTRAL TEXAS COMMERCIAL COLLEGE,DALLAS,TX,Proprietary,55,"141,585"
41179,4117900,CHAMPION BEAUTY COLLEGE,HOUSTON,TX,Proprietary,36,"77,706"
12930,1293000,CHARLES & SUE'S SCH OF HAIR DESIGN,BRYAN,TX,Proprietary,55,"164,216"
30288,3028800,CIRCLE J BEAUTY SCHOOL,SOUTH HOUSTON,TX,Proprietary,185,"392,824"
3553,355300,CISCO JUNIOR COLLEGE,CISCO,TX,Public 2 Year,"1,456","3,502,976"
3554,355400,CLARENDON COLLEGE,CLARENDON,TX,Public 2 Year,402,"1,095,139"
3546,354600,COASTAL BEND COLLEGE,BEEVILLE,TX,Public 2 Year,"1,553","4,049,389"
34224,3422400,COLLEGE OF BIBLICAL STUDIES-HOUSTON,HOUSTON,TX,Private 4 Year,213,"384,445"
31894,3189400,COLLEGE OF SAINT THOMAS MORE,FORT WORTH,TX,Private 4 Year,11,"34,685"
7096,709600,COLLEGE OF THE MAINLAND,TEXAS CITY,TX,Public 2 Year,899,"2,064,369"
16792,2361400,COLLIN COUNTY COMMUNITY COLLEGE,MCKINNEY,TX,Public 2 Year,"2,369","5,568,045"
3556,355600,COMMONWEALTH INST OF FUNERAL SVC,HOUSTON,TX,Private 2 Year,54,"96,833"
17276,2572000,COMPUTER CAREER CENTER,EL PASO,TX,Proprietary,614,"1,670,988"
35423,3542300,CONCORDE CAREER INSTITUTE,ARLINGTON,TX,Proprietary,"1,124","2,923,651"
3557,355700,CONCORDIA UNIVERSITY TEXAS,AUSTIN,TX,Private 4 Year,336,"815,056"
13700,2058600,CONLEE'S COLLEGE OF COSMETOLOGY,KERRVILLE,TX,Proprietary,32,"80,916"
35094,3509400,CORYELL COSMETOLOGY COLLEGE,GATESVILLE,TX,Proprietary,32,"102,294"
12483,1248300,COSMETOLOGY CAREER CENTER,CARROLLTON,TX,Proprietary,133,"271,826"
14840,2119200,COURT REPORTING INSTITUTE OF DALLAS,DALLAS,TX,Proprietary,665,"1,567,505"
14107,661200,COVENANT SCH OF NSG & ALLIED HEALTH,LUBBOCK,TX,Private 2 Year,111,"277,235"
37276,3727600,CULINARY ACADEMY OF AUSTIN,AUSTIN,TX,Proprietary,20,"43,672"
37233,3723300,CULINARY INST ALAIN & MARIE LENOTRE,HOUSTON,TX,Proprietary,42,"116,046"
3560,356000,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,Private 4 Year,978,"2,307,720"
36824,3682400,DALLAS BARBER & STYLIST COLLEGE,DALLAS,TX,Proprietary,126,"372,859"
6941,694100,DALLAS CHRISTIAN COLLEGE,DALLAS,TX,Private 4 Year,146,"391,731"
10761,1076100,DALLAS INSTITUTE OF FUNERAL SERVICE,DALLAS,TX,Private 2 Year,84,"158,051"
34165,3416500,DALLAS NURSING INSTITUTE,DALLAS,TX,Proprietary,417,"1,052,153"
3563,356300,DEL MAR COLLEGE,CORPUS CHRISTI,TX,Public 2 Year,"3,907","9,176,131"
3564,356400,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,Private 4 Year,536,"1,399,745"
8510,851000,EASTFIELD COLLEGE,MESQUITE,TX,Public 2 Year,"2,546","6,275,598"
4453,445300,EL CENTRO COLLEGE,DALLAS,TX,Public 2 Year,"1,772","4,423,011"
10387,1038700,EL PASO COMMUNITY COLLEGE,EL PASO,TX,Public 2 Year,"12,213","34,267,731"
15983,2261300,EVEREST INSTITUTE,SAN ANTONIO,TX,Proprietary,"3,891","8,591,443"
16008,2267100,EXPOSITO SCHOOL OF HAIR DESIGN,AMARILLO,TX,Proprietary,56,"127,762"
32374,3237400,FARIS COMPUTER SCHOOL,NEDERLAND,TX,Proprietary,26,"54,627"
14547,2306700,FORT WORTH BEAUTY SCHOOL,FORT WORTH,TX,Proprietary,167,"382,880"
3568,356800,FRANK PHILLIPS COLLEGE,BORGER,TX,Public 2 Year,479,"1,232,740"
13682,2276000,FRANKLIN BEAUTY SCHOOL #2,HOUSTON,TX,Proprietary,120,"312,676"
4972,497200,GALVESTON COLLEGE,GALVESTON,TX,Public 2 Year,838,"1,930,370"
3570,357000,GRAYSON COUNTY COLLEGE,DENISON,TX,Public 2 Year,"1,281","3,056,096"
10509,1050900,HALLMARK COLLEGE OF AERONAUTICS,SAN ANTONIO,TX,Proprietary,603,"1,624,796"
3571,357100,HARDIN-SIMMONS UNIVERSITY,ABILENE,TX,Private 4 Year,623,"1,673,802"
36764,3676400,HEALTHY HAIR ACADEMY,DALLAS,TX,Proprietary,99,"306,910"
3573,357300,HILL COLLEGE,HILLSBORO,TX,Public 2 Year,988,"2,421,188"
3576,357600,HOUSTON BAPTIST UNIVERSITY,HOUSTON,TX,Private 4 Year,764,"2,132,547"
10422,1063300,HOUSTON COMMUNITY COLLEGE,HOUSTON,TX,Public 2 Year,"13,867","30,602,026"
16945,2527500,HOUSTON TRAINING SCHOOLS,HOUSTON,TX,Proprietary,779,"1,911,553"
38857,3885700,HOUSTON'S TRAINING AND EDUCATION CENTER,HOUSTON,TX,Proprietary,117,"329,264"
3574,357400,HOWARD COLLEGE,BIG SPRING,TX,Public 2 Year,"1,196","2,760,376"
3575,357500,HOWARD PAYNE UNIVERSITY,BROWNWOOD,TX,Private 4 Year,495,"1,353,880"
3577,357700,HUSTON - TILLOTSON UNIVERSITY,AUSTIN,TX,Private 4 Year,513,"1,565,730"
30754,3075400,ICC TECHNICAL INSTITUTE,HOUSTON,TX,Private 2 Year,51,"170,553"
16506,2331300,INTERACTIVE LEARNING SYSTEMS,DALLAS,TX,Proprietary,977,"2,683,936"
12932,1293200,INTERNATIONAL BEAUTY COLLEGE,IRVING,TX,Proprietary,40,"90,705"
16987,1248800,INTERNATIONAL BEAUTY COLLEGE NO 3,GARLAND,TX,Proprietary,78,"218,858"
9082,908200,INTERNATIONAL BUSINESS COLLEGE,EL PASO,TX,Proprietary,673,"1,879,147"
16496,2328600,ITT TECHNICAL INSTITUTE,ARLINGTON,TX,Proprietary,803,"1,961,158"
30714,3071400,ITT TECHNICAL INSTITUTE,SAN ANTONIO,TX,Proprietary,615,"1,539,547"
17363,2580100,IVERSON BUSINESS SCH & COURT REPORT,ARLINGTON,TX,Proprietary,623,"1,420,631"
3579,357900,JACKSONVILLE COLLEGE,JACKSONVILLE,TX,Private 2 Year,157,"406,683"
3637,363700,JARVIS CHRISTIAN COLLEGE,HAWKINS,TX,Private 4 Year,574,"1,742,910"
36803,3680300,JAY'S TECHNICAL INSTITUTE,HOUSTON,TX,Proprietary,158,"453,502"
30352,3035200,JONES BEAUTY COLLEGE,DALLAS,TX,Proprietary,96,"254,735"
9466,946600,KAPLAN CAREER INSTITUTE,SAN ANTONIO,TX,Proprietary,"4,077","10,549,161"
3580,358000,KILGORE COLLEGE,KILGORE,TX,Public 2 Year,"2,278","5,889,868"
35564,3556400,KUSSAD INSTITUTE OF COURT REPORTING,AUSTIN,TX,Proprietary,8,"28,080"
36273,3627300,LAMAR INSTITUTE OF TECHNOLOGY,BEAUMONT,TX,Public 2 Year,901,"2,135,988"
16748,2358200,LAMAR STATE COLLEGE-ORANGE,ORANGE,TX,Public 2 Year,"1,057","2,538,542"
16666,2348500,LAMAR STATE COLLEGE-PORT ARTHUR,PORT ARTHUR,TX,Public 2 Year,808,"1,987,787"
3581,358100,LAMAR UNIVERSITY-BEAUMONT,BEAUMONT,TX,Public 4 Year,"3,088","8,578,195"
12297,1229700,LAREDO BEAUTY COLLEGE,LAREDO,TX,Proprietary,199,"519,783"
3582,358200,LAREDO COMMUNITY COLLEGE,LAREDO,TX,Public 2 Year,"4,188","10,916,731"
3583,358300,LEE COLLEGE,BAYTOWN,TX,Public 2 Year,"1,941","5,617,895"
3584,358400,LETOURNEAU UNIVERSITY,LONGVIEW,TX,Private 4 Year,"1,254","2,844,100"
8353,835300,LINCOLN COLLEGE OF TECHNOLOGY,GRAND PRAIRIE,TX,Proprietary,"1,618","3,977,835"
3585,358500,LON MORRIS COLLEGE,JACKSONVILLE,TX,Private 2 Year,199,"592,952"
