PELLID,Institution,City,State,Recipients,Awards
014653,Pennsylvania Academy of the Fine Arts,Philadelphia,PA,56,"117,991"
003395,Pennsylvania College of Technology,Williamsport,PA,"1,899","3,459,983"
010998,Pennsylvania Institute Of Technology,Media,PA,112,"195,360"
016021,Pennsylvania School of Art & Design,Lancaster,PA,39,"76,219"
003351,Philadelphia College of Bible,Langhorne,PA,289,"506,457"
003354,Philadelphia University,Philadelphia,PA,570,"1,042,419"
005310,Pittsburgh Institute of Aeronautics,West Mifflin,PA,121,"178,628"
010814,Pittsburgh Institute of Mortuary Science,Pittsburgh,PA,46,"76,106"
003357,Point Park College,Pittsburgh,PA,804,"1,502,353"
011715,POTTSVILLE HOSPITAL & WARNE CLINIC,Pottsville,PA,29,"64,394"
009737,Presbyterian University of PA Medical Cer School Practical Nursing Prg,Philadelphia,PA,28,"49,244"
010388,Reading Area Community College,Reading,PA,804,"1,121,837"
014104,Reading Hospital School of Nursing,Reading,PA,33,"52,861"
031204,REGIONAL OCCUPATIONAL SKILL CENTER,Erie,PA,14,"20,814"
003359,Robert Morris College,Moon Township,PA,"1,081","1,971,224"
012050,Rosedale Technical Institute,Pittsburgh,PA,75,"134,621"
003360,Rosemont College,Rosemont,PA,154,"281,552"
013124,Roxborough Memorial Hospital,Philadelphia,PA,31,"74,228"
006569,Saint Francis Medical Center,Pittsburgh,PA,26,"60,719"
003367,Saint Joseph's University,Philadelphia,PA,436,"650,128"
006574,Saint Luke's Hospital School of Nursing,Bethlehem,PA,38,"53,043"
003368,Saint Vincent College & Seminary,Latrobe,PA,296,"562,637"
007429,School District of the City of Erie Pennsylvania Pratical Nursing Prgm,Erie,PA,29,"60,320"
015888,Schuylkill County Area Vocational Technical School,Frackville,PA,44,"55,149"
003362,Seton Hill College,Greensburg,PA,357,"707,624"
006576,SEWICKLEY VALLEY HOSPITAL,Sewickley,PA,24,"41,135"
006578,Sharon Regional Health System School of Nursing,Sharon,PA,23,"49,264"
003326,Shippensburg University,Shippensburg,PA,"1,112","1,887,059"
003327,Slippery Rock University,Slippery Rock,PA,"1,901","3,545,813"
016683,Somerset County Area Voc-Tech - Practical Nursing Program,Somerset,PA,8,"8,638"
016229,St Charles Borromeo Seminary,Philadelphia,PA,13,"34,387"
003366,St Francis College,Loretto,PA,436,"863,781"
006568,St Francis Hospital School of Nursing,New Castle,PA,32,"74,665"
006551,St Margaret Memorial Hospital School of Nursing,Pittsburgh,PA,15,"31,482"
003369,Susquehanna University,Selinsgrove,PA,324,"589,062"
003370,Swarthmore College,Swarthmore,PA,203,"441,939"
012523,Talmudical Yeshiva of Philadelphia,Philadelphia,PA,28,"73,700"
003371,TEMPLE UNIVERSITY,Philadelphia,PA,"6,229","12,119,077"
014990,Thaddeus Stevens College of Technology,Lancaster,PA,200,"377,129"
003329,The Pennsylvania State University,University Park,PA,"15,231","28,910,949"
003376,Thiel College,Greenville,PA,386,"776,024"
013549,Thomas Jefferson University,Philadelphia,PA,123,"218,853"
003378,University of Pennsylvania,Philadelphia,PA,"1,257","2,535,642"
008815,UNIVERSITY OF PITTSBURGH,Pittsburgh,PA,"3,863","7,406,393"
003380,University of Pittsburgh - Bradford,Bradford,PA,451,"809,171"
003381,University of Pittsburgh - Greensburg,Greensburg,PA,478,"858,178"
003382,University of Pittsburgh at Johnstown,Johnstown,PA,867,"1,549,693"
003383,University of Pittsburgh at Titusville,Titusville,PA,188,"346,415"
003353,University of Sciences in Philadelphia,Philadelphia,PA,426,"883,899"
003384,University of Scranton,Scranton,PA,778,"1,428,798"
003350,University of The Arts,Philadelphia,PA,497,"1,028,451"
005942,UPMC Presbyterian School of Radiologic Technology,Pittsburgh,PA,9,"18,938"
016623,Upper Bucks County Area Vocational Technical School,Perkasie,PA,20,"72,284"
003385,Ursinus College,Collegeville,PA,221,"399,257"
003306,Valley Forge Christian College,Phoenixville,PA,280,"530,979"
003386,Valley Forge Military College,Wayne,PA,42,"83,325"
016298,Venango County Area Vocational Technical School,Oil City,PA,19,"42,766"
003388,Villanova University,Villanova,PA,647,"1,213,157"
003389,Washington and Jefferson College,Washington,PA,309,"568,320"
006582,Washington Hospital (The),Washington,PA,43,"76,079"
003391,Waynesburg College,Waynesburg,PA,530,"1,008,988"
003328,West Chester University of Pennsylvania,West Chester,PA,"1,742","3,235,525"
016699,Western Area Career & Technology Center,Canonsburg,PA,26,"49,176"
006583,Western Pennsylvania Hospital School of Nursing,Pittsburgh,PA,23,"47,973"
003392,Westminister College,New Wilmington,PA,323,"576,065"
010176,Westmoreland County Community College,Youngwood,PA,"1,484","2,298,294"
003313,Widener University,Chester,PA,728,"1,346,184"
017083,Wilkes Barre Area Vocational Technical School Practical Nursing Prgm,Wilkes-Barre,PA,50,"99,777"
003394,Wilkes University,Wilkes-Barre,PA,506,"941,644"
003396,Wilson College,Chambersburg,PA,159,"296,388"
013134,Yeshivath Beth Moshe,Scranton,PA,20,"43,550"
003399,York College of Pennsylvania,York,PA,684,"1,107,330"
016526,York County Area Vocational Technical School,York,PA,38,"58,077"
011941,American University of Puerto Rico,Bayamon,PR,"4,289","10,464,514"
016871,"Atlantic College, Inc",Guaynabo,PR,402,"828,604"
010015,Bayamon Central University,Bayamon,PR,"2,942","7,031,505"
012525,Caribbean University,Bayamon,PR,"2,658","6,225,312"
010724,Carlos Albizu University,San Juan,PR,120,"262,210"
015465,Centro de Estudios Multidisciplinarios,San Juan,PR,"1,370","3,182,754"
033363,Century College,Aguadilla,PR,148,"193,927"
016544,Colegio Biblico Pentecostal de Puerto Rico,"St Just,Trujillo Alto",PR,118,"258,680"
010567,Colegio Tecnologico Del Municipio De San Juan,San Juan,PR,786,"1,763,925"
011718,Colegio Universitario del Este,Carolina,PR,"7,689","17,804,249"
015868,COMMONWEALTH OF PUERTO RICO DEPARTMENT OF EDUCATION,HATO REY,PR,"2,275","5,661,306"
010819,Conservatorio De Musica De Puerto Rico,San Juan,PR,152,"377,121"
017345,Escuela de Artes Plasticas De Puerto Rico,San Juan,PR,233,"573,525"
014952,Humacao Community College,Humacao,PR,469,"918,073"
003938,Inter American University of Puerto Rico - Central Office,San Juan,PR,"32,239","76,714,686"
031121,John Dewey College,Hato Rey,PR,"1,521","3,043,617"
014452,Liceo De Arte y Tecnologia,San Juan,PR,"1,195","2,397,937"
034143,Monteclaro Instituto De Capacitacion Tecnica En Servicios de Hospital,Rio Grande,PR,15,"34,005"
003936,Pontifical Catholic University of Puerto Rico,Ponce,PR,"7,729","19,503,331"
011203,"Ryder Memorial Hospital, School of Practical Nursing",Humacao,PR,44,"96,873"
031159,Trinity College of Puerto Rico,Ponce,PR,332,"819,328"
030297,Universal Technology College  of  PR,Aguadilla,PR,829,"1,699,496"
005019,Universidad Adventista De Las Antillas,Mayaguez,PR,669,"1,703,580"
014999,Universidad Central del Caribe,Bayamon,PR,80,"198,116"
011719,Universidad Del Turabo,Gurabo,PR,"7,455","18,041,311"
025875,Universidad Metropolitana,Rio Piedras,PR,"5,749","13,422,117"
014255,Universidad Politecnica de Puerto Rico/Polytechnic University of P.R.,San Juan,PR,"3,104","5,965,254"
003942,University of Puerto Rico - Central Administration,San Juan,PR,"38,800","100,384,028"
003937,University of the Sacred Heart,San Juan,PR,"3,334","8,084,210"
011009,Palau Community College,Koror,PW,667,"1,480,450"
003401,Brown University,Providence,RI,538,"1,118,197"
003402,Bryant College,Smithfield,RI,432,"763,695"
004916,Community College of Rhode Island,Warwick,RI,"2,611","3,978,899"
003404,Johnson & Wales University,Providence,RI,"3,998","7,251,101"
007845,New England Institute of Technology,Warwick,RI,"1,289","2,029,652"
003406,Providence College,Providence,RI,361,"624,232"
003407,Rhode Island College,Providence,RI,"1,778","3,176,961"
003409,Rhode Island School of Design,Providence,RI,228,"509,950"
003410,Roger Williams College,Bristol,RI,461,"810,810"
003411,Salve Regina College,Newport,RI,302,"559,124"
006591,ST JOSEPH HOSPITAL SCHOOL OF NURSING,North Providence,RI,22,"50,714"
003414,University of Rhode Island,Kingston,RI,"2,353","4,478,617"
010056,Aiken Technical College,Aiken,SC,"1,102","1,961,321"
003417,Allen University,Columbia,SC,307,"666,721"
003418,Anderson College,Anderson,SC,432,"813,466"
003420,Benedict College,Columbia,SC,"2,469","5,876,160"
003995,Central Carolina Technical College,Sumter,SC,"1,186","1,494,513"
003419,Charleston Southern University,Charleston,SC,795,"1,507,724"
007602,Chesterfield Marlboro Technical College,Cheraw,SC,588,"748,308"
003423,"Citadel, the Military College of South Carolina",Charleston,SC,290,"569,874"
003424,Claflin College,Orangeburg,SC,"1,034","2,423,451"
003425,Clemson University,Clemson,SC,"1,940","3,765,264"
004923,CLINTON JUNIOR COLLEGE,ROCK HILL,SC,7,"10,416"
003451,Coastal Carolina University,Conway,SC,"1,067","1,970,681"
003427,Coker College,Hartsville,SC,458,"849,736"
003428,College of Charleston,Charleston,SC,"1,571","3,056,670"
003430,Columbia College of South Carolina,Columbia,SC,481,"933,741"
003429,Columbia International University,Columbia,SC,193,"347,798"
003431,Converse College,Spartanburg,SC,204,"402,216"
015495,Conway School of Practical Nursing,Conway,SC,19,"33,917"
005363,Denmark Technical College,Denmark,SC,"1,133","2,179,940"
003432,Erskine College,Due West,SC,115,"232,383"
003990,Florence-Darlington Technical College,Florence,SC,"2,127","4,303,706"
009226,Francis Marion University,Florence,SC,966,"2,035,854"
003434,Furman University,Greenville,SC,253,"509,817"
003991,Greenville Technical College,Greenville,SC,"3,086","3,916,089"
004925,Horry Georgetown Technical College,Conway,SC,"1,285","2,248,738"
003435,Lander College,Greenwood,SC,777,"1,455,623"
003436,Limestone College,Gaffney,SC,495,"847,771"
003438,Medical University of South Carolina,Charleston,SC,86,"155,474"
003993,Midlands Technical College,West Columbia,SC,"3,319","5,406,232"
003439,Morris College,Sumter,SC,839,"1,948,741"
003440,Newberry Collge,Newberry,SC,246,"507,765"
003441,North Greenville College,Tigerville,SC,508,"975,979"
006815,Orangeburg Calhoun Technical College,Orangeburg,SC,"1,167","1,750,853"
003992,Piedmont Technical College,Greenwood,SC,"1,548","2,097,745"
003445,Presbyterian College,Clinton,SC,145,"274,953"
003446,South Carolina State University,Orangeburg,SC,"2,553","5,596,929"
032583,Southern Methodist College,Orangeburg,SC,21,"40,769"
003422,Southern Wesleyan University,Central,SC,591,"810,330"
003447,Spartanburg Methodist College,Spartanburg,SC,234,"460,607"
003994,Spartanburg Technical College,Spartanburg,SC,"1,158","2,002,920"
009910,Technical College of the Lowcountry- Beaufort Campus,Beaufort,SC,"1,046","1,206,314"
004926,Tri County Technical College,Pendleton,SC,858,"1,414,604"
004920,Trident Technical College,Charleston,SC,"3,035","3,767,115"
003448,University of South Carolina,Columbia,SC,"3,536","7,266,877"
003449,University of South Carolina - Aiken,Aiken,SC,876,"1,738,136"
009911,UNIVERSITY OF SOUTH CAROLINA REGIONAL CAMPUSES,Columbia,SC,"1,228","2,150,355"
006951,University of South Carolina Spartanburg,Spartanburg,SC,"1,117","2,181,511"
003455,Voorhees College,Denmark,SC,690,"1,468,095"
009322,Williamsburg Technical College,Kingstree,SC,457,"741,021"
003456,Winthrop University,Rock Hill,SC,"1,203","2,352,934"
003457,Wofford College,Spartanburg,SC,144,"310,523"
003996,York Technical College,Rock Hill,SC,"1,161","1,941,265"
003458,Augustana College,Sioux Falls,SD,444,"793,782"
003459,Black Hills State University,Spearfish,SD,"1,239","2,316,297"
003463,Dakota State University,Madison,SD,511,"943,936"
003461,Dakota Wesleyan University,Mitchell,SD,367,"741,176"
015000,Kilian Community College,Sioux Falls,SD,149,"198,337"
005309,Lake Area Technical Institute,Watertown,SD,467,"896,638"
004929,McKennan Hospital,Sioux Falls,SD,4,"6,325"
008284,Mitchell Technical Institute,Mitchell,SD,399,"802,061"
003465,Mount Marty College,Yankton,SD,391,"706,661"
003466,Northern State University,Aberdeen,SD,"1,010","1,844,986"
014659,Oglala Lakota College,Kyle,SD,722,"1,451,572"
003467,Presentation College,Aberdeen,SD,229,"464,517"
005987,Sacred Heart Hospital School of Radiologic Technology,Yankton,SD,3,"6,275"
014303,Sinte Gleska University,Rosebud,SD,583,"1,086,652"
011477,Sioux Valley Hospital,Sioux Falls,SD,6,"12,600"
016080,Sisseton Wahpeton Community College,Sisseton,SD,140,"271,390"
003470,South Dakota School of Mines and Technology,Rapid City,SD,520,"954,669"
003471,South Dakota State University,Brookings,SD,"2,194","3,859,538"
008285,Southeast Technical Institute,Sioux Falls,SD,688,"1,115,927"
003469,University of Sioux Falls,Sioux Falls,SD,305,"521,310"
003474,University of South Dakota,Vermillion,SD,"1,527","2,875,390"
010170,Western Dakota Technical Institute,Rapid City,SD,559,"1,046,460"
010460,American Baptist Theological Seminary,Nashville,TN,26,"68,151"
003477,Aquinas College,Nashville,TN,106,"174,065"
003478,Austin Peay State University,Clarksville,TN,"2,318","4,231,319"
003479,Belmont University,Nashville,TN,379,"693,248"
003480,Bethel College,McKenzie,TN,296,"548,898"
003536,Bryan College,Dayton,TN,169,"344,478"
003481,Carson-Newman College,Jefferson City,TN,615,"1,282,297"
003998,Chattanooga State Technical Community College,Chattanooga,TN,"2,291","3,818,534"
003482,Christian Brothers University,Memphis,TN,350,"649,643"
003999,Cleveland State Community College,Cleveland,TN,841,"1,541,001"
003483,Columbia State Community College,Columbia,TN,"1,099","1,847,849"
009982,Crichton College,Memphis,TN,328,"506,083"
003485,Cumberland University,Lebanon,TN,338,"707,092"
003486,David Lipscomb University,Nashville,TN,391,"691,490"
006835,Dyersburg State Community College,Dyersburg,TN,725,"1,340,094"
003487,East Tennessee State University,Johnson City,TN,"3,250","6,505,957"
003490,Fisk University,Nashville,TN,397,"927,065"
006599,Fort Sanders School of Nursing,Knoxville,TN,11,"28,287"
030088,Franklin Academy d/b/a Academy of Beauty Arts,Cleveland,TN,63,"78,798"
030018,Free Will Baptist Bible College,Nashville,TN,115,"203,031"
003492,Freed Hardeman University,Henderson,TN,513,"981,178"
003494,Hiwassee College,Madisonville,TN,228,"428,605"
004937,Jackson State Community College,Jackson,TN,"1,075","1,761,409"
008859,John A. Gupton College,Nashville,TN,31,"66,339"
003495,Johnson Bible College,Knoxville,TN,216,"432,039"
003496,King College,Bristol,TN,198,"402,716"
003498,Lambuth University,Jackson,TN,276,"551,346"
003499,Lane College,Jackson,TN,534,"1,169,700"
003500,Lee University,Cleveland,TN,"1,174","2,284,444"
003501,LeMoyne-Owen College,Memphis,TN,751,"1,483,033"
003502,Lincoln Memorial University,Harrogate,TN,412,"813,572"
003504,Martin Methodist College,Pulaski,TN,227,"445,829"
003505,Maryville College,Maryville,TN,306,"605,548"
003507,Memphis College of Art,Memphis,TN,93,"183,169"
006600,Methodist Hospital School of Nursing,Memphis,TN,69,"118,650"
003510,Middle Tennessee State University,Murfreesboro,TN,"4,047","7,656,005"
003511,Milligan College,Milligan College,TN,197,"378,878"
006836,Motlow State Community College,Lynchburg,TN,"1,140","1,940,858"
007534,Nashville State Technical Institute,Nashville,TN,"1,155","1,888,262"
005378,Northeast State Technicl Community College,Blountville,TN,"1,314","2,331,172"
014663,O'More College of Design,Franklin,TN,34,"65,820"
012693,Pellissippi State Technical Community College,Knoxville,TN,"2,046","3,345,260"
003519,Rhodes College,Memphis,TN,139,"272,934"
009914,Roane State Community College,Harriman,TN,"1,828","3,207,951"
010439,Shelby State Community College,Memphis,TN,"2,186","3,877,907"
003518,Southern Adventist University,Collegedale,TN,434,"828,052"
007105,State Technical Institute of Memphis,Memphis,TN,"1,118","1,914,614"
005357,TENN TECH CENTER - CRUMP,Crump,TN,140,"183,197"
013891,Tenn Tech Center - Morristown,Morristown,TN,503,"584,268"
013968,Tenn Tech Center - Nashville,Nashville,TN,347,"381,547"
003522,Tennessee State University,Nashville,TN,"3,181","6,512,931"
005360,Tennessee Technical Center - Memphis,Memphis,TN,259,"433,641"
003523,Tennessee Technological University,Cookeville,TN,"1,926","3,541,291"
005280,Tennessee Technology Center - Covington,Covington,TN,85,"111,034"
005281,Tennessee Technology Center - Elizabethton,Elizabethton,TN,294,"350,439"
014126,Tennessee Technology Center - Hohenwald,Hohenwald,TN,206,"307,104"
005283,Tennessee Technology Center - New Bern,Newbern,TN,92,"116,840"
009710,Tennessee Technology Center - Oneida/Huntsville,Huntsville,TN,95,"122,483"
012164,Tennessee Technology Center - Ripley,Ripley,TN,83,"113,422"
005358,Tennessee Technology Center at Athens,Athens,TN,109,"146,437"
004026,Tennessee Technology Center at Crossville,Crossville,TN,196,"253,264"
013955,Tennessee Technology Center at Dickson,Dickson,TN,180,"245,776"
013894,Tennessee Technology Center at Harriman,Harriman,TN,105,"140,741"
013893,Tennessee Technology Center at Hartsville,Hartsville,TN,77,"100,172"
010700,Tennessee Technology Center at Jacksboro,Jacksboro,TN,147,"236,884"
013895,Tennessee Technology Center at Jackson,Jackson,TN,276,"342,701"
004025,Tennessee Technology Center at Knoxville,Knoxville,TN,347,"455,942"
005353,Tennessee Technology Center at Livingston,Livingston,TN,214,"301,203"
005352,Tennessee Technology Center at McKenzie,McKenzie,TN,104,"138,278"
005307,Tennessee Technology Center at McMinnville,McMinnville,TN,97,"128,577"
014543,Tennessee Technology Center at Murfreesboro,Murfreesboro,TN,51,"76,269"
013943,Tennessee Technology Center at Paris,Paris,TN,232,"334,967"
009464,Tennessee Technology Center at Pulaski,Pulaski,TN,116,"156,657"
005379,Tennessee Technology Center at Shelbyville,Shelbyville,TN,127,"189,723"
014304,Tennessee Technology Center at Whiteville,Whiteville,TN,130,"154,727"
003524,Tennessee Temple University,Chattanooga,TN,399,"771,382"
003525,Tennessee Wesleyan College,Athens,TN,278,"502,828"
003509,The University of Memphis,Memphis,TN,"4,467","8,944,324"
003534,The University of the South,Sewanee,TN,174,"348,385"
003526,Trevecca Nazarene University,Nashville,TN,312,"559,272"
003527,Tusculum College,Greeneville,TN,424,"713,386"
003528,Union University,Jackson,TN,407,"733,617"
003529,University of Tennessee - Chattanooga,Chattanooga,TN,"1,662","3,256,359"
003530,University of Tennessee - Knoxville,Knoxville,TN,"3,744","7,150,011"
003531,University of Tennessee - Martin,Martin,TN,"1,690","3,304,971"
006725,University of Tennessee (The) - Memphis,Memphis,TN,120,"239,658"
003535,Vanderbilt University,Nashville,TN,563,"1,131,624"
009912,Volunteer State Community College,Gallatin,TN,"1,259","2,065,315"
008863,Walters State Community College,Morristown,TN,"1,703","3,080,305"
031276,WATKINS INSTITUTE COLLEGE OF ART AND DESIGN,NASHVILLE,TN,68,"113,312"
013531,William R Moore College of Technology,Memphis,TN,33,"42,163"
003537,Abilene Christian University,Abilene,TX,"1,024","1,993,740"
003607,Alamo Community College District Central Office,San Antonio,TX,"14,128","24,156,204"
003539,Alvin Community College,Alvin,TX,501,"934,800"
003540,Amarillo College,Amarillo,TX,"1,974","3,291,584"
006661,Angelina College,Lufkin,TX,"1,740","3,161,660"
003541,ANGELO STATE UNIVERSITY,San Angelo,TX,"2,060","3,970,169"
014305,Arlington Baptist College,Arlington,TX,92,"138,200"
003543,Austin College,Sherman,TX,286,"578,683"
012015,Austin Community College,Austin,TX,"3,233","4,673,288"
014956,Baptist Health System,San Antonio,TX,71,"112,499"
003545,Baylor University,Waco,TX,"1,848","3,723,110"
003549,Blinn College,Brenham,TX,"1,934","3,192,629"
007287,Brazosport College,Lake Jackson,TX,470,"746,570"
014471,Brookhaven College,Farmers Branch,TX,795,"1,283,887"
015841,Career Advancement and Applied Technology Training Division,San Antonio,TX,5,"11,086"
014035,Cedar Valley College,Lancaster,TX,585,"1,023,255"
004003,Central Texas College District,Killeen,TX,"3,034","4,266,039"
003553,Cisco Junior College,Cisco,TX,985,"1,642,885"
003554,Clarendon College,Clarendon,TX,262,"496,782"
003546,Coastal Bend College,Beeville,TX,"1,507","2,889,005"
007096,College of the Mainland,Texas City,TX,739,"1,229,526"
016792,Collin County Community College District,McKinney,TX,584,"920,466"
003556,Commonwealth Institute of Funeral Services,Houston,TX,81,"113,163"
003557,Concordia University at Austin,Austin,TX,168,"313,082"
014107,Covenant School of Nursing,Lubbock,TX,55,"108,904"
003560,Dallas Baptist University,Dallas,TX,536,"875,532"
006941,Dallas Christian College,Dallas,TX,85,"144,931"
010761,Dallas Institute of Funeral Service,Dallas,TX,62,"88,180"
003563,Del Mar College,Corpus Christi,TX,"3,094","5,196,653"
003564,East Texas Baptist University,Marshall,TX,533,"929,026"
008510,Eastfield College,Mesquite,TX,"1,255","2,051,640"
004453,El Centro College,Dallas,TX,"1,120","1,885,580"
010387,El Paso County Community College District,El Paso,TX,"10,663","20,514,058"
003568,Frank Phillips College,Borger,TX,358,"623,105"
004972,Galveston College,Galveston,TX,750,"1,284,835"
003570,Grayson County College,Denison,TX,"1,016","1,789,902"
003571,Hardin-Simmons University,Abilene,TX,631,"1,151,217"
003573,Hill College,Hillsboro,TX,594,"1,023,078"
003576,Houston Baptist University,Houston,TX,617,"1,164,335"
010422,Houston Community College,Houston,TX,"9,086","14,604,419"
003574,Howard County Junior College,Big Spring,TX,923,"1,576,682"
003575,Howard Payne University,Brownwood,TX,502,"955,037"
003577,HUSTON-TILLOTSON COLLEGE,Austin,TX,328,"661,955"
030754,ICC Technical Institute,Houston,TX,144,"286,384"
017322,Institute for Christian Studies,Austin,TX,10,"16,968"
003579,Jacksonville College,Jacksonville,TX,87,"98,223"
003637,Jarvis Christian College,Hawkins,TX,433,"965,807"
031323,JPS Institute for Health Career Development,Fort Worth,TX,50,"83,637"
003580,Kilgore College,Kilgore,TX,"1,400","2,624,436"
016748,Lamar State College - Orange,Orange,TX,813,"1,365,197"
016666,Lamar State College - Port Arthur,Port Arthur,TX,799,"1,451,926"
003581,Lamar University,Beaumont,TX,"2,847","5,299,708"
003582,Laredo Junior College,Laredo,TX,"4,054","7,712,291"
003583,Lee College,Baytown,TX,"1,196","2,088,408"
003584,LeTourneau University,Longview,TX,640,"1,063,761"
003585,Lon Morris College,Jacksonville,TX,113,"188,072"
003586,Lubbock Christian University,Lubbock,TX,564,"1,048,522"
003590,McLennan Community College,Waco,TX,"1,905","3,351,174"
003591,McMurry University,Abilene,TX,553,"1,046,617"
009797,Midland College,Midland,TX,"1,335","2,373,775"
003592,Midwestern State University,Wichita Falls,TX,"1,314","2,439,458"
008503,Mountain View College,Dallas,TX,"1,087","2,009,496"
003593,Navarro College,Corsicana,TX,"1,224","2,291,353"
003558,North Central Texas College,Gainesville,TX,923,"1,536,998"
011145,North Harris College,Houston,TX,"4,153","6,859,883"
014036,North Lake College,Irving,TX,697,"1,170,650"
016396,Northeast Texas Community College,Mount Pleasant,TX,790,"1,435,833"
003596,Odessa College,Odessa,TX,"1,274","2,208,668"
003598,Our Lady of The Lake University of San Antonio,San Antonio,TX,"1,052","1,970,779"
003600,Panola College,Carthage,TX,690,"1,307,873"
003601,Paris Junior College,Paris,TX,"1,090","1,947,468"
016293,Parker College of Chiropractic,Dallas,TX,23,"52,732"
003602,Paul Quinn College,Dallas,TX,404,"843,925"
003630,Prairie View Agricultural & Mechanical University,Prairie View,TX,"2,840","6,221,509"
003603,Ranger College,Ranger,TX,425,"772,422"
003604,RICE UNIVERSITY,Houston,TX,313,"600,959"
008504,Richland College,Dallas,TX,"1,426","2,533,940"
003621,Saint Edwards University,Austin,TX,872,"1,626,396"
003606,Sam Houston State University,Huntsville,TX,"2,627","4,983,989"
003609,San Jacinto Community College District,Pasadena,TX,"2,778","4,587,293"
003610,Schreiner College,Kerrville,TX,368,"687,060"
003611,South Plains College,Levelland,TX,"2,642","4,643,771"
031034,South Texas Community College,McAllen,TX,"8,500","16,361,006"
003613,Southern Methodist University,Dallas,TX,902,"1,840,691"
003614,Southwest Texas Junior College,Uvalde,TX,"2,140","4,165,689"
003615,Southwest Texas State University,San Marcos,TX,"3,917","7,349,782"
003619,Southwestern Adventist University,Keene,TX,445,"820,131"
003616,Southwestern Assemblies of God University,Waxahachie,TX,693,"1,294,970"
003618,Southwestern Christian College,Terrell,TX,100,"214,252"
003620,Southwestern University,Georgetown,TX,176,"351,468"
003623,St Mary's University San Antonio,San Antonio,TX,850,"1,832,218"
003624,Stephen F Austin State University,Nacogdoches,TX,"2,949","5,809,869"
003625,Sul Ross State University,Alpine,TX,"1,251","2,657,765"
003631,Tarleton State University,Stephenville,TX,"1,799","3,253,761"
003626,TARRANT COUNTY JUNIOR COLLEGE,FORT WORTH,TX,"3,481","5,123,174"
003627,Temple College,Temple,TX,895,"1,550,414"
003628,Texarkana College,Texarkana,TX,"1,120","1,719,168"
031703,Texas A & M University - Texarkana,Texarkana,TX,249,"425,606"
009651,Texas A&M International University,Laredo,TX,"1,266","2,471,275"
003632,Texas A&M University,College Station,TX,"5,319","9,952,273"
003565,Texas A&M University - Commerce,Commerce,TX,"1,848","3,737,792"
003639,Texas A&M University - Kingsville,Kingsville,TX,"2,934","6,047,065"
004948,Texas A&M University System Health Science Center,College Station,TX,15,"33,187"
011161,Texas Agricultural & Mechanical University - Corpus Christi,Corpus Christi,TX,"1,705","3,458,298"
003635,Texas Chiropractic College,Pasadena,TX,23,"41,459"
003636,Texas Christian University,Fort Worth,TX,747,"1,432,788"
003638,Texas College,Tyler,TX,214,"496,894"
017332,Texas Culinary Academy,Austin,TX,64,"113,886"
003641,Texas Lutheran University,Seguin,TX,359,"705,775"
003642,Texas Southern University,Houston,TX,"2,677","5,984,580"
009225,Texas State Technical College,Harlingen,TX,"2,901","3,611,359"
009932,Texas State Technical College,Sweetwater,TX,"1,021","1,485,924"
003634,Texas State Technical College - Waco,Waco,TX,"2,576","3,766,327"
016024,TEXAS TECH UNIVERSITY HEALTH SCIENCES CENTER,Lubbock,TX,124,"240,694"
003644,Texas Technical University,Lubbock,TX,"4,396","8,500,229"
003645,Texas Wesleyan University,Fort Worth,TX,636,"1,091,370"
003646,Texas Womans University,Denton,TX,"1,509","2,968,646"
010019,The University of Texas Southwestern Medical Center at Dallas,Dallas,TX,52,"89,680"
003662,The Victoria College,Victoria,TX,945,"1,659,412"
003647,Trinity University,San Antonio,TX,254,"493,936"
003572,Trinity Valley Community College,Athens,TX,"1,176","2,004,393"
003648,Tyler Junior College,Tyler,TX,"2,664","4,930,224"
003651,UNIVERSITY OF DALLAS,Irving,TX,283,"553,270"
003652,University of Houston,Houston,TX,"7,012","14,346,758"
003612,University Of Houston - Downtown,Houston,TX,"2,648","5,110,650"
013231,University of Houston - Victoria,Victoria,TX,284,"476,501"
011711,University of Houston-Clear Lake,Houston,TX,859,"1,596,673"
003588,University of Mary Hardin-Baylor,Belton,TX,865,"1,634,564"
003594,University of North Texas,Denton,TX,"4,051","7,863,592"
009768,University of North Texas Health Science Center at Fort Worth,Fort Worth,TX,3,"5,778"
003654,University of Saint Thomas,Houston,TX,365,"740,223"
003658,UNIVERSITY OF TEXAS - AUSTIN,Austin,TX,"6,628","12,928,462"
003661,University of Texas - El Paso,El Paso,TX,"5,427","11,405,693"
003599,University of Texas - Pan American,Edinburg,TX,"6,257","13,897,386"
003656,University of Texas at Arlington,Arlington,TX,"3,315","6,211,239"
030646,UNIVERSITY OF TEXAS AT BROWNSVILLE,Brownsville,TX,"5,726","12,179,006"
009741,UNIVERSITY OF TEXAS AT DALLAS,Richardson,TX,"1,123","2,144,601"
013956,University of Texas Health Science Center at Houston,Houston,TX,49,"107,484"
003659,University of Texas Health Science Center at San Antonio,San Antonio,TX,259,"529,783"
013976,University of Texas Medical Branch,Galveston,TX,130,"261,912"
009930,University of Texas of the Permian Basin,Odessa,TX,791,"1,548,300"
010115,University of Texas San Antonio,San Antonio,TX,"5,229","9,660,000"
011163,"University of Texas, Tyler",Tyler,TX,906,"1,663,695"
003578,University of the Incarnate Word,San Antonio,TX,"1,264","2,025,152"
010060,Vernon Regional Junior College,Vernon,TX,768,"1,254,376"
