OPEID,Institution,State,Recipients,Awards
1122000,WINDWARD COMMUNITY COLLEGE,HI,584,"1,209,971"
3069100,ALLEN COLLEGE,IA,88,"185,184"
765600,AMERICAN COLLEGE OF HAIRSTYLING-CEDAR RAPIDS,IA,15,"55,375"
765800,AMERICAN COLLEGE OF HAIRSTYLING-DES MOINES,IA,31,"82,449"
396300,AMERICAN INSTITUTE OF BUSINESS DBA AIB COLLEGE OF BUSINESS,IA,380,"782,136"
184600,BRIAR CLIFF UNIVERSITY,IA,420,"944,721"
184700,BUENA VISTA UNIVERSITY,IA,"1,361","3,004,820"
758800,CAPRI COLLEGE,IA,103,"271,220"
771700,CAPRI COLLEGE,IA,104,"254,849"
2090300,CAPRI COLLEGE,IA,113,"272,208"
185000,CENTRAL COLLEGE,IA,494,"1,205,041"
185200,CLARKE COLLEGE,IA,304,"691,243"
185400,COE COLLEGE,IA,375,"914,998"
794100,COLLEGE OF HAIR DESIGN,IA,40,"102,302"
185600,CORNELL COLLEGE,IA,282,"664,436"
2572500,DAVENPORT BARBER STYLING COLLEGE,IA,34,"98,272"
712000,DES MOINES AREA COMMUNITY COLLEGE,IA,"3,899","7,858,681"
185500,DES MOINES UNIVERSITY - OSTEOPATHIC MEDICAL CENTER,IA,3,"5,950"
185800,DIVINE WORD COLLEGE,IA,53,"177,893"
185900,DORDT COLLEGE,IA,437,"1,081,384"
186000,DRAKE UNIVERSITY,IA,623,"1,480,344"
407503,EASTERN IOWA COMMUNITY COLLEGE - SCOTT COMMUNITY COLLEGE,IA,"1,710","3,755,297"
407501,EASTERN IOWA COMMUNITY COLLEGE DISTRICT - CLINTON COMMUNITY COLLEGE,IA,17,"17,440"
407502,EASTERN IOWA COMMUNITY COLLEGE DISTRICT - MUSCATINE COMMUNITY COLLEGE,IA,455,"939,546"
186200,ELLSWORTH COMMUNITY COLLEGE,IA,409,"945,482"
2328900,EMMAUS BIBLE COLLEGE,IA,125,"313,101"
761100,EQ SCHOOL OF HAIR DESIGN,IA,49,"108,557"
712100,FAITH BAPTIST BIBLE COLLEGE & THEOLOGICAL SEMINARY,IA,160,"357,500"
2262500,FAUST INSTITUTE OF COSMETOLOGY,IA,53,"134,118"
186600,GRACELAND UNIVERSITY,IA,544,"1,360,700"
186700,GRAND VIEW COLLEGE,IA,557,"1,318,234"
186800,GRINNELL COLLEGE,IA,183,"475,442"
422000,HAMILTON COLLEGE,IA,"2,210","4,768,156"
1206400,HAMILTON TECHNICAL COLLEGE,IA,418,"1,052,252"
459500,HAWKEYE COMMUNITY COLLEGE,IA,"2,299","4,973,984"
840300,INDIAN HILLS COMMUNITY COLLEGE,IA,"1,527","3,519,209"
840301,INDIAN HILLS COMMUNITY COLLEGE,IA,293,"677,133"
186500,IOWA CENTRAL COMMUNITY COLLEGE,IA,"1,578","3,906,194"
186400,IOWA LAKES COMMUNITY COLLEGE,IA,"1,040","2,383,141"
626700,IOWA METHODIST MEDICAL CENTER SCHOOLS,IA,4,"12,050"
826000,IOWA SCHOOL OF BEAUTY,IA,115,"246,150"
2306900,IOWA SCHOOL OF BEAUTY,IA,52,"121,150"
2330900,IOWA SCHOOL OF BEAUTY,IA,36,"77,154"
3441300,IOWA SCHOOL OF BEAUTY,IA,35,"90,224"
186900,IOWA STATE UNIVERSITY OF SCIENCE & TECHNOLOGY,IA,"5,453","13,000,680"
187100,IOWA WESLEYAN COLLEGE,IA,364,"851,340"
459800,IOWA WESTERN COMMUNITY COLLEGE - COUNCIL BLUFFS,IA,"1,301","2,853,462"
458600,KAPLAN COLLEGE,IA,"3,912","5,753,341"
407600,KIRKWOOD COMMUNITY COLLEGE,IA,"4,488","9,857,559"
2274100,LA' JAMES COLLEGE OF HAIRSTYLING - DES MOINES,IA,95,"256,624"
2134500,LA' JAMES COLLEGE OF HAIRSTYLING-DAVENPORT,IA,47,"116,907"
959300,LA JAMES INTERNATIONAL COLLEGE,IA,87,"229,574"
842400,LA' JAMES INTERNATIONAL COLLEGE,IA,40,"119,979"
765900,LA'JAMES COLLEGE OF HAIRSTYLING,IA,101,"244,202"
1300600,LA'JAMES INTERNATIONAL COLLEGE,IA,48,"123,665"
187300,LORAS COLLEGE,IA,423,"979,585"
187400,LUTHER COLLEGE,IA,568,"1,321,584"
1111300,MAHARISHI UNIVERSITY OF MANAGEMENT,IA,90,"236,150"
187500,MARSHALLTOWN COMMUNITY COLLEGE,IA,602,"1,352,912"
627300,MERCY COLLEGE OF HEALTH SCIENCES,IA,154,"305,252"
187900,MORNINGSIDE COLLEGE,IA,385,"872,970"
188000,MOUNT MERCY COLLEGE,IA,389,"863,174"
187700,NORTH IOWA AREA COMMUNITY COLLEGE,IA,935,"2,008,706"
458700,NORTHEAST IOWA COMMUNITY COLLEGE,IA,796,"1,673,246"
458701,NORTHEAST IOWA COMMUNITY COLLEGE - PEOSTA CAMPUS,IA,"1,145","2,387,275"
460000,NORTHWEST IOWA COMMUNITY COLLEGE,IA,327,"714,100"
188300,NORTHWESTERN COLLEGE,IA,465,"1,091,398"
1230000,PALMER COLLEGE OF CHIROPRACTIC,IA,53,"123,166"
2160900,PROFESSIONAL COSMETOLOGY INSTITUTE,IA,58,"153,144"
188700,SIMPSON COLLEGE,IA,524,"1,186,335"
184800,SOUTHEASTERN COMMUNITY COLLEGE,IA,"1,529","3,375,241"
185700,SOUTHWESTERN COMMUNITY COLLEGE,IA,576,"1,390,358"
188900,ST AMBROSE UNIVERSITY - MAIN CAMPUS,IA,666,"1,504,147"
729100,ST. LUKES COLLEGE,IA,60,"132,645"
188100,THE FRANCISCAN UNIVERSITY,IA,184,"438,243"
189100,UNIVERSITY OF DUBUQUE,IA,406,"1,035,622"
189200,UNIVERSITY OF IOWA,IA,"3,567","8,004,715"
189000,UNIVERSITY OF NORTHERN IOWA,IA,"3,245","7,334,391"
189300,UPPER IOWA UNIVERSITY,IA,"1,448","2,881,913"
2609200,VATTEROTT COLLEGE,IA,202,"475,131"
189400,VENNARD COLLEGE,IA,65,"171,785"
189500,WALDORF COLLEGE,IA,209,"446,205"
189600,WARTBURG COLLEGE,IA,499,"1,114,800"
731600,WESTERN IOWA TECH COMMUNITY COLLEGE,IA,"1,856","4,201,911"
190000,WILLIAM PENN UNIVERSITY,IA,660,"1,525,328"
161700,ALBERTSON COLLEGE OF IDAHO,ID,224,"561,521"
2218000,AMERICAN INSTITUTE OF HEALTH TECHOLOGY,ID,335,"807,090"
2234500,BOISE BIBLE COLLEGE,ID,79,"161,801"
161600,BOISE STATE UNIVERSITY,ID,"5,870","13,278,948"
162500,BRIGHAM YOUNG UNIVERSITY-IDAHO,ID,"5,205","14,119,374"
2210700,CAREER BEAUTY COLLEGE,ID,67,"150,477"
161900,COLLEGE OF SOUTHERN IDAHO,ID,"2,612","5,959,500"
1113300,EASTERN IDAHO TECHNICAL COLLEGE,ID,414,"988,131"
2319800,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,156,"399,241"
2349200,HEADMASTERS SCHOOL OF HAIR DESIGN,ID,73,"226,320"
162000,IDAHO STATE UNIVERSITY,ID,"6,315","15,967,289"
455300,ITT TECHNICAL INSTITUTE,ID,607,"1,261,698"
162100,LEWIS-CLARK STATE COLLEGE,ID,"1,427","3,593,565"
987300,MR. JUAN'S COLLEGE OF HAIR DESIGN,ID,57,"181,325"
2275800,MR. LEON'S SCHOOL OF HAIR DESIGN,ID,79,"220,142"
2607100,NEW IMAGES ACADEMY,ID,156,"418,560"
162300,NORTH IDAHO COLLEGE,ID,"1,650","3,867,214"
162400,NORTHWEST NAZARENE UNIVERSITY -,ID,384,"885,335"
2559500,RAZZLE DAZZLE COLLEGE OF HAIR DESIGN,ID,72,"184,760"
2314000,SCHOOL OF HAIRSTYLING (THE),ID,65,"195,127"
162600,UNIVERSITY OF IDAHO,ID,"3,435","9,200,503"
1073700,ADVOCATE ILLINOIS MASONIC SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,32,"70,375"
832800,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,61,"139,354"
2349400,ALVAREITA'S COLLEGE OF COSMETOLOGY,IL,35,"95,448"
162800,AMERICAN ACADEMY OF ART,IL,131,"294,344"
2179900,ARGOSY UNIVERSITY,IL,503,"1,026,599"
163300,AUGUSTANA COLLEGE,IL,374,"849,274"
163400,AURORA UNIVERSITY,IL,463,"1,152,660"
163500,BARAT COLLEGE,IL,76,"168,722"
2117400,BECK AREA CAREER CENTER,IL,46,"145,345"
2536700,BELL MAR BEAUTY COLLEGE,IL,95,"214,672"
176700,BENEDICTINE UNIVERSITY,IL,444,"1,013,050"
163800,BLACK HAWK COLLEGE,IL,"2,543","5,214,806"
163900,BLACKBURN UNIVERSITY,IL,256,"619,296"
621400,BLESSING HOSPITAL,IL,24,"53,057"
621401,BLESSING HOSPITAL - SCHOOL OF MEDICAL LABORATORY TECHNICIANS,IL,2,"8,000"
621402,BLESSING HOSPITAL - SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,5,"13,700"
164100,BRADLEY UNIVERSITY,IL,944,"2,209,863"
3099700,CAINS BARBER COLLEGE,IL,139,"334,983"
3078400,CAMEO BEAUTY ACADEMY,IL,98,"225,932"
893900,CANNELLA SCHOOL OF HAIR DESIGN,IL,158,"317,314"
959500,CANNELLA SCHOOL OF HAIR DESIGN,IL,180,"398,671"
1190200,CANNELLA SCHOOL OF HAIR DESIGN,IL,15,"21,779"
2202600,CANNELLA SCHOOL OF HAIR DESIGN,IL,66,"153,621"
2253000,CANNELLA SCHOOL OF HAIR DESIGN,IL,131,"282,539"
2291200,CANNELLA SCHOOL OF HAIR DESIGN,IL,182,"437,224"
2295500,CANNELLA SCHOOL OF HAIR DESIGN,IL,102,"234,860"
2349500,CANNELLA SCHOOL OF HAIR DESIGN,IL,377,"942,884"
1071000,CAPITAL AREA CAREER CENTER,IL,130,"304,605"
1308800,CAPRI OAK FOREST BEAUTY COLLEGE,IL,88,"198,915"
1308700,CAPRI-GARFIELD RIDGE SCHOOL OF BEAUTY CULTURE,IL,221,"517,489"
854400,CAREER COLLEGES OF CHICAGO,IL,176,"276,350"
726500,CARL SANDBURG COLLEGE,IL,"1,451","3,149,342"
3455700,CHICAGO SCHOOL OF MASSAGE THERAPY,IL,66,"121,612"
169400,CHICAGO STATE UNIVERSITY,IL,"3,691","9,698,766"
3472300,CHICAGO URBAN LEAGUE COMPUTER TRAINING CENTER,IL,42,"55,266"
3199300,CHRISTIAN LIFE COLLEGE,IL,18,"45,581"
165000,CITY COLLEGES OF CHICAGO - MALCOLM X COLLEGE,IL,"2,948","6,221,199"
164800,CITY COLLEGES OF CHICAGO HARRY S TRUMAN COLLEGE,IL,"2,169","4,809,817"
164700,CITY COLLEGES OF CHICAGO SYSTEM OFFICE,IL,1,"4,913"
165400,CITY COLLEGES OF CHICAGO-KENNEDY KING COLLEGE,IL,"2,974","7,140,217"
665600,COLLEGE OF DU PAGE,IL,"2,204","4,447,488"
769400,COLLEGE OF LAKE COUNTY,IL,"2,064","3,759,966"
2337800,COLLEGE OF OFFICE TECHNOLOGY,IL,910,"2,254,487"
166500,COLUMBIA COLLEGE,IL,"2,783","6,437,798"
3416300,COMPUTER SYSTEMS INSTITUTE,IL,44,"74,026"
2317300,CONCEPT COLLEGE OF COSMETOLOGY,IL,52,"95,538"
166600,CONCORDIA UNIVERSITY,IL,295,"716,839"
2352200,COOKING & HOSPITALITY INSTITUTE OF CHICAGO (THE),IL,480,"1,211,529"
2150600,COSMETOLOGY AND SPA INSTITUTE (THE),IL,24,"57,013"
754900,COYNE AMERICAN INSTITUTE,IL,593,"1,179,275"
166900,DANVILLE AREA COMMUNITY COLLEGE,IL,"1,003","2,135,809"
167100,DEPAUL UNIVERSITY,IL,"4,023","9,973,443"
1072700,DEVRY UNIVERSITY,IL,"25,138","58,998,464"
175000,DOMINICAN UNIVERSITY,IL,299,"670,724"
1260800,DU QUOIN BEAUTY COLLEGE,IL,82,"148,999"
167400,EASTERN ILLINOIS UNIVERSITY,IL,"2,198","5,390,280"
2168600,EAST-WEST UNIVERSITY,IL,"1,231","2,445,526"
825900,EDUCATORS OF BEAUTY,IL,155,"408,390"
947500,EDUCATORS OF BEAUTY,IL,40,"108,140"
167500,ELGIN COMMUNITY COLLEGE,IL,"1,103","1,988,530"
167600,ELMHURST COLLEGE,IL,474,"1,148,414"
2556100,ENVIRONMENTAL TECHNICAL INSTITUTE,IL,424,"869,882"
167800,EUREKA COLLEGE,IL,223,"529,075"
2584900,FIRST INSTITUTE,IL,13,"22,049"
2522800,FOX COLLEGE,IL,185,"478,525"
456000,GEM CITY COLLEGE,IL,45,"84,664"
914500,GOVERNORS STATE UNIVERSITY,IL,791,"1,805,034"
893800,GRAHAM HOSPITAL SCHOOL OF NURSING,IL,38,"96,744"
168400,GREENVILLE COLLEGE,IL,492,"1,092,458"
2261200,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,60,"113,591"
2498200,HAIR PROFESSIONALS ACADEMY OF COSMETOLOGY,IL,57,"118,639"
2332200,HAIR PROFESSIONALS CAREER COLLEGE,IL,38,"84,376"
2587700,HAIR PROFESSIONALS CAREER COLLEGE,IL,56,"118,128"
2262100,HAIR PROFESSIONALS SCHOOL OF COSMETOLOGY,IL,65,"132,209"
3002000,HAIRMASTERS INSTITUTE OF COSMETOLOGY,IL,81,"151,834"
2599500,HANOVER PARK COLLEGE OF BEAUTY CULTURE,IL,26,"58,824"
165200,HAROLD WASHINGTON COLLEGE,IL,"3,408","7,208,365"
2055200,HARRINGTON INSTITUTE OF INTERIOR DESIGN,IL,269,"508,085"
3083800,HEARTLAND COMMUNITY COLLEGE,IL,"1,391","2,509,571"
168500,HEBREW THEOLOGICAL COLLEGE,IL,102,"310,525"
165900,HERMAN M FINCH UNIVERSITY OF HEALTH SCIENCES/ CHICAGO MEDICAL SCHOOL,IL,1,"3,850"
168100,HIGHLAND COMMUNITY COLLEGE,IL,840,"1,665,288"
3101800,ILLINOIS CENTER FOR BROADCASTING,IL,115,"239,175"
675300,ILLINOIS CENTRAL COLLEGE,IL,"2,104","4,232,953"
168800,ILLINOIS COLLEGE,IL,313,"708,018"
913500,ILLINOIS EASTERN COMMUNITY COLLEGE SYSTEM OFFICE,IL,3,"5,500"
2074400,ILLINOIS EASTERN COMMUNITY COLLEGES - FRONTIER COMMUNITY COLLEGE,IL,255,"560,373"
978600,ILLINOIS EASTERN COMMUNITY COLLEGES - LINCOLN TRAIL COLLEGE,IL,295,"729,610"
174200,ILLINOIS EASTERN COMMUNITY COLLEGES - OLNEY CENTRAL COLLEGE,IL,495,"1,113,608"
177900,ILLINOIS EASTERN COMMUNITY COLLEGES - WABASH VALLEY COLLEGE,IL,418,"1,063,091"
1258400,ILLINOIS INSTITUTE OF ART (THE),IL,"1,277","2,930,965"
169100,ILLINOIS INSTITUTE OF TECHNOLOGY,IL,355,"956,152"
3099800,ILLINOIS SCHOOL OF HEALTH CAREERS,IL,283,"884,645"
169200,ILLINOIS STATE UNIVERSITY,IL,"3,711","8,723,890"
170500,ILLINOIS VALLEY COMMUNITY COLLEGE,IL,836,"1,725,047"
3669300,ILLINOIS WELDING SCHOOL,IL,28,"55,058"
169600,ILLINOIS WESLEYAN UNIVERSITY,IL,231,"498,636"
2160300,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,IL,"1,777","3,558,677"
807600,JOHN A. LOGAN COLLEGE,IL,"1,699","3,965,006"
2166800,JOHN AMICO'S SCHOOL OF HAIR DESIGN,IL,72,"171,334"
1281300,JOHN WOOD COMMUNITY COLLEGE,IL,"1,302","2,464,154"
169900,JOLIET JUNIOR COLLEGE,IL,"1,568","3,017,237"
170000,JUDSON COLLEGE,IL,351,"800,836"
2563300,KANKAKEE ACADEMY OF HAIR DESIGN,IL,169,"363,369"
769000,KANKAKEE COMMUNITY COLLEGE,IL,638,"1,217,659"
170100,KASKASKIA COLLEGE,IL,"1,298","2,995,245"
170300,KENDALL COLLEGE,IL,193,"451,847"
768400,KISHWAUKEE COLLEGE,IL,871,"1,900,008"
170400,KNOX COLLEGE,IL,272,"656,676"
2312300,LA'JAMES COLLEGE OF HAIRSTYLING,IL,22,"52,000"
170600,LAKE FOREST COLLEGE,IL,323,"860,953"
764400,LAKE LAND COLLEGE,IL,"1,650","3,705,509"
1050100,LAKEVIEW COLLEGE OF NURSING,IL,50,"117,265"
1317800,LAMONT'S INTERNATIONAL SCHOOL OF COSMETOLOGY,IL,30,"73,279"
1002000,LEWIS & CLARK COMMUNITY COLLEGE,IL,"1,625","3,355,740"
170700,LEWIS UNIVERSITY,IL,716,"1,742,676"
2527600,LEXINGTON COLLEGE,IL,38,"111,525"
170800,LINCOLN CHRISTIAN COLLEGE AND SEMINARY,IL,282,"629,155"
170900,LINCOLN COLLEGE,IL,503,"1,255,830"
717000,LINCOLN LAND COMMUNITY COLLEGE,IL,"1,559","2,777,651"
1031600,LINCOLN TECHNICAL INSTITUTE,IL,"1,416","3,093,736"
171000,LOYOLA UNIVERSITY CHICAGO,IL,"1,988","5,160,435"
2228100,MAC DANIEL'S BEAUTY SCHOOL,IL,117,"297,374"
171600,MACCORMAC COLLEGE,IL,388,"839,672"
171700,MACMURRAY COLLEGE,IL,336,"843,523"
769100,MCHENRY COUNTY COLLEGE,IL,598,"1,029,007"
172200,MCKENDREE COLLEGE,IL,597,"1,419,161"
622800,METHODIST MEDICAL CENTER OF ILLINOIS SCHOOL OF NURSING,IL,29,"87,950"
456800,MIDSTATE COLLEGE,IL,464,"904,745"
3368300,MIDWEST TECHNICAL INSTITUTE,IL,174,"434,971"
165700,MIDWESTERN UNIVERSITY,IL,94,"245,240"
172400,MILLIKIN UNIVERSITY,IL,748,"1,721,537"
172500,MONMOUTH COLLEGE,IL,317,"793,096"
769200,MORAINE VALLEY COMMUNITY COLLEGE-,IL,"2,069","4,198,461"
888000,MORRISON INSTITUTE OF TECHNOLOGY,IL,54,"133,532"
172800,MORTON COLLEGE,IL,"1,157","2,295,837"
2538100,MR. JOHNS SCHOOL OF COSMETOLOGY,IL,58,"98,970"
3643300,MR. JOHN'S SCHOOL OF COSMETOLOGY & NAILS,IL,32,"75,204"
2192400,"MR. JOHN'S SCHOOL OF COSMETOLOGY, ESTHETICS & NAILS",IL,96,"205,889"
793700,MS ROBERTS ACADEMY OF BEAUTY CULTURE,IL,25,"54,227"
2286100,NAES COLLEGE,IL,27,"62,607"
173200,NATIONAL UNIVERSITY OF HEALTH SCIENCES (THE),IL,32,"35,659"
173300,NATIONAL-LOUIS UNIVERSITY,IL,"1,622","3,628,224"
2556600,NILES SCHOOL OF COSMETOLOGY,IL,51,"116,803"
173400,NORTH CENTRAL COLLEGE,IL,371,"836,921"
173500,NORTH PARK UNIVERSITY,IL,498,"1,168,671"
169300,NORTHEASTERN ILLINOIS UNIVERSITY,IL,"3,219","7,928,408"
173700,NORTHERN ILLINOIS UNIVERSITY,IL,"4,792","12,352,736"
1236200,NORTHWESTERN BUSINESS COLLEGE,IL,"1,752","3,254,565"
173900,NORTHWESTERN UNIVERSITY,IL,848,"2,116,237"
173901,NORTHWESTERN UNIVERSITY - CHICAGO CAMPUS,IL,40,"75,221"
989600,OAKTON COMMUNITY COLLEGE,IL,"1,100","1,933,612"
2297500,OEHRLEIN SCHOOL OF COSMETOLOGY,IL,41,"84,875"
976700,OLIVE HARVEY COLLEGE,IL,"2,565","5,892,821"
174100,OLIVET NAZARENE UNIVERSITY,IL,673,"1,689,297"
1185800,OLYMPIA COLLEGE,IL,883,"1,696,326"
711800,PARKLAND COLLEGE,IL,"2,404","5,668,251"
1083600,PIVOT POINT INTERNATIONAL COSMETOLOGY RESEARCH CENTER,IL,256,"598,504"
164000,PRAIRIE STATE COLLEGE,IL,"1,339","2,625,754"
2323300,PROFESSIONALS CHOICE HAIR DESIGN ACADEMY,IL,7,"18,775"
574200,PROVENA UNITED SAMARITANS MEDICAL CENTER SCHOOL OF RAD. TECH. -,IL,5,"18,800"
3128300,PYRAMID CAREER INSTITUTE,IL,72,"70,027"
174500,QUINCY UNIVERSITY,IL,336,"775,011"
711900,REND LAKE COLLEGE,IL,"1,185","2,586,497"
164900,RICHARD J DALEY COLLEGE-CITY COLLEGES OF CHICAGO,IL,"2,530","4,869,922"
1087900,RICHLAND COMMUNITY COLLEGE,IL,"1,114","2,046,525"
174600,ROBERT MORRIS COLLEGE,IL,"4,319","11,109,476"
174700,ROCK VALLEY COLLEGE,IL,"1,574","3,015,329"
854500,ROCKFORD BUSINESS COLLEGE,IL,523,"1,130,946"
174800,ROCKFORD COLLEGE,IL,353,"825,810"
174900,ROOSEVELT UNIVERSITY,IL,"1,388","2,960,681"
3082900,ROSEL SCHOOL OF COSMETOLOGY,IL,154,"427,531"
980000,RUSH UNIVERSITY,IL,45,"84,160"
998700,SAINT ANTHONY COLLEGE OF NURSING,IL,24,"58,018"
624000,SAINT FRANCIS MEDICAL CENTER COLLEGE OF NURSING,IL,49,"88,567"
176800,SAINT XAVIER UNIVERSITY,IL,"1,173","2,926,494"
175200,SAUK VALLEY COMMUNITY COLLEGE,IL,848,"1,587,315"
175300,SCHOOL OF THE ART INSTITUTE OF CHICAGO,IL,500,"1,316,170"
769300,SHAWNEE COMMUNITY COLLEGE,IL,"1,074","2,406,755"
175600,SHIMER COLLEGE,IL,55,"154,663"
176900,SOUTH SUBURBAN COLLEGE OF COOK COUNTY,IL,"3,584","6,997,033"
175700,SOUTHEASTERN ILLINOIS COLLEGE,IL,662,"1,593,621"
175800,SOUTHERN ILLINOIS UNIVERSITY AT CARBONDALE,IL,"6,074","16,091,227"
175900,SOUTHERN ILLINOIS UNIVERSITY EDWARDSVILLE,IL,"2,881","7,093,813"
163600,SOUTHWESTERN ILLINOIS COLLEGE,IL,"3,238","6,509,008"
3128500,SPANISH COALITION FOR JOBS,IL,95,"211,888"
457100,SPARKS COLLEGE,IL,42,"92,163"
164300,SPOON RIVER COLLEGE,IL,573,"1,258,931"
176100,SPRINGFIELD COLLEGE ILLINOIS,IL,188,"422,395"
3098000,ST JOHNS COLLEGE,IL,17,"39,700"
2185400,ST. AUGUSTINE COLLEGE,IL,"1,550","3,688,760"
1181000,TAYLOR BUSINESS INSTITUTE,IL,354,"1,018,917"
2073200,TELSHE YESHIVA-CHICAGO,IL,22,"78,650"
3065300,TREND SETTERS COLLEGE OF COSMETOLOGY,IL,104,"198,784"
1069500,TRI COUNTY BEAUTY ACADEMY,IL,27,"80,935"
177100,TRINITY CHRISTIAN COLLEGE,IL,273,"620,367"
418100,TRINITY HOSPITAL SCHOOL OF RADIOLOGIC TECHNOLOGY,IL,9,"29,600"
177200,TRINITY INTERNATIONAL UNIVERSITY,IL,354,"815,494"
177201,TRINITY INTERNATIONAL UNIVERSITY - SOUTH FLORIDA CAMPUS,IL,93,"193,137"
622500,TRINITY MEDICAL CENTER,IL,60,"131,921"
177300,TRITON COLLEGE,IL,"2,139","4,201,263"
177400,UNIVERSITY OF CHICAGO (THE),IL,501,"1,255,847"
177600,UNIVERSITY OF ILLINOIS AT CHICAGO,IL,"5,642","15,307,330"
933300,UNIVERSITY OF ILLINOIS AT SPRINGFIELD,IL,647,"1,492,037"
177500,UNIVERSITY OF ILLINOIS AT URBANA - CHAMPAIGN,IL,"4,563","11,992,674"
166400,UNIVERSITY OF SAINT FRANCIS,IL,364,"848,530"
2124400,UNIVERSITY OF SPA & COSMETOLOGY ARTS,IL,138,"237,532"
177800,VANDERCOOK COLLEGE OF MUSIC,IL,34,"89,338"
2069300,VATTEROTT COLLEGE,IL,552,"1,320,486"
3623300,VEE'S SCHOOL OF BEAUTY CULTURE,IL,41,"121,495"
693100,WAUBONSEE COMMUNITY COLLEGE,IL,662,"1,212,230"
178000,WESTERN ILLINOIS UNIVERSITY,IL,"3,101","7,514,740"
2313900,WESTWOOD COLLEGE OF TECHNOLOGY,IL,378,"892,382"
3079200,WESTWOOD COLLEGE OF TECHNOLOGY,IL,436,"1,050,353"
178100,WHEATON COLLEGE,IL,340,"755,218"
165500,WILBUR WRIGHT COLLEGE,IL,"1,856","3,583,476"
396100,WILLIAM RAINEY HARPER COLLEGE,IL,"1,486","3,023,080"
178300,WORSHAM COLLEGE OF MORTUARY SCIENCE,IL,26,"62,684"
2345200,A CUT ABOVE BEAUTY COLLEGE,IN,70,"133,971"
3538300,ALEXANDRIA SCHOOL OF SCIENTIFIC THERAPEUTICS,IN,19,"15,672"
3176300,AMERICAN TRANS AIR AVIATION TRAINING ACADEMY,IN,105,"247,796"
178400,ANCILLA DOMINI COLLEGE,IN,403,"907,630"
178500,ANDERSON UNIVERSITY,IN,693,"1,624,348"
961200,APEX ACADEMY OF HAIR DESIGN,IN,15,"34,558"
178600,BALL STATE UNIVERSITY,IN,"3,748","8,765,923"
178700,BETHEL COLLEGE,IN,609,"1,376,326"
178800,BUTLER UNIVERSITY,IN,425,"1,028,083"
183400,CALUMET COLLEGE OF SAINT JOSEPH,IN,497,"1,209,714"
2615800,COLLEGE OF COURT REPORTING,IN,109,"216,035"
2103200,COMMONWEALTH BUSINESS COLLEGE,IN,"1,182","2,631,678"
1150500,CREATIVE HAIR STYLING ACADEMY,IN,64,"147,785"
3456700,CROSSROADS BIBLE COLLEGE,IN,83,"140,404"
3262300,DAVID DEMUTH INSTITUTE OF COSMETOLOGY,IN,36,"64,347"
179200,DEPAUW UNIVERSITY,IN,298,"688,175"
2158800,DON ROBERTS BEAUTY SCHOOL,IN,22,"51,403"
2164300,DON ROBERTS SCHOOL OF HAIR DESIGN,IN,49,"111,455"
179300,EARLHAM COLLEGE,IN,254,"664,457"
2118900,EVANSVILLE TRI STATE BEAUTY COLLEGE,IN,41,"101,415"
179800,FRANKLIN COLLEGE OF INDIANA,IN,260,"587,478"
179900,GOSHEN COLLEGE,IN,210,"505,539"
180000,GRACE COLLEGE AND THEOLOGICAL SEMINARY,IN,307,"734,562"
2607000,HAIR ARTS ACADEMY,IN,27,"59,033"
2490500,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,IN,165,"323,976"
2490800,HAIR FASHIONS BY KAYE BEAUTY COLLEGE,IN,72,"129,987"
180100,HANOVER COLLEGE,IN,191,"450,156"
951500,HARROLD BEAUTY ACADEMY,IN,34,"64,534"
726300,HOLY CROSS COLLEGE,IN,130,"287,572"
180300,HUNTINGTON COLLEGE,IN,225,"493,835"
2158400,INDIANA BUSINESS COLLEGE,IN,"2,013","4,466,247"
2158407,INDIANA BUSINESS COLLEGE - ANDERSON,IN,274,"632,812"
2158401,INDIANA BUSINESS COLLEGE - COLUMBUS,IN,312,"746,765"
2158402,INDIANA BUSINESS COLLEGE - LAFAYETTE,IN,210,"485,969"
2158404,INDIANA BUSINESS COLLEGE - MARION,IN,172,"449,571"
2158405,INDIANA BUSINESS COLLEGE - TERRE HAUTE,IN,358,"773,258"
3009700,INDIANA BUSINESS COLLEGE-MUNCIE,IN,336,"758,907"
180500,INDIANA INSTITUTE OF TECHNOLOGY,IN,704,"1,527,010"
180700,INDIANA STATE UNIVERSITY,IN,"2,823","7,220,039"
181400,INDIANA UNIVERSITY - KOKOMO,IN,715,"1,427,358"
181500,INDIANA UNIVERSITY - NORTHWEST,IN,"1,497","3,630,179"
181300,INDIANA UNIVERSITY - PURDUE UNIVERSITY INDIANAPOLIS,IN,"6,083","13,835,090"
181100,INDIANA UNIVERSITY - RICHMOND,IN,"1,211","2,664,299"
181600,INDIANA UNIVERSITY - SOUTH BEND,IN,"1,986","4,427,596"
180900,INDIANA UNIVERSITY BLOOMINGTON,IN,"4,956","12,426,915"
182800,INDIANA UNIVERSITY PURDUE UNIVERSITY FT WAYNE,IN,"3,039","6,361,466"
181700,INDIANA UNIVERSITY SOUTHEAST,IN,"1,483","3,290,970"
